#Seconds from epoch.microseconds; Duration in miliseconds
Begin,End,Wallclock,User,Sys
1605554308.074244,1605554312.453494,4.377,1.179,0.113
1605554312.456911,1605554316.025488,3.543,1.128,0.142
1605554316.028912,1605554319.236898,3.206,1.154,0.144
1605554319.240514,1605554323.486773,4.244,1.159,0.118
1605554323.490603,1605554326.286799,2.794,1.127,0.130
1605554326.291265,1605554329.398082,3.105,1.106,0.167
1605554329.403633,1605554332.431962,3.026,1.106,0.138
1605554332.436138,1605554335.625250,3.187,1.108,0.150
1605554335.629615,1605554338.734329,3.102,1.114,0.144
1605554338.738692,1605554341.855898,3.115,1.106,0.144
1605554341.860363,1605554344.958882,3.096,1.162,0.103
1605554344.963483,1605554348.455062,3.489,1.150,0.100
1605554348.459910,1605554351.550916,3.089,1.158,0.139
1605554351.555835,1605554355.214096,3.656,1.139,0.118
1605554355.219266,1605554358.664455,3.443,1.098,0.170
1605554358.669751,1605554361.522904,2.851,1.098,0.151
1605554361.528363,1605554364.516724,2.986,1.132,0.146
1605554364.522352,1605554367.409869,2.881,1.140,0.137
1605554367.415838,1605554370.814999,3.397,1.118,0.160
1605554370.820876,1605554373.807069,2.984,1.116,0.147
1605554373.813223,1605554376.537675,2.722,1.134,0.129
1605554376.543876,1605554380.128746,3.583,1.166,0.108
1605554380.135077,1605554384.025811,3.888,1.160,0.122
1605554384.032373,1605554387.099019,3.064,1.119,0.163
1605554387.105662,1605554390.535764,3.428,1.112,0.165
1605554390.542927,1605554393.547139,3.002,1.143,0.129
1605554393.554331,1605554396.470508,2.914,1.099,0.170
1605554396.478043,1605554399.372483,2.892,1.090,0.177
1605554399.379954,1605554402.625143,3.243,1.113,0.152
1605554402.632811,1605554405.992331,3.357,1.131,0.144
1605554406.000125,1605554409.294583,3.292,1.099,0.163
1605554409.302742,1605554413.049281,3.744,1.135,0.127
1605554413.057530,1605554416.240239,3.180,1.121,0.131
1605554416.248636,1605554419.207086,2.956,1.090,0.174
1605554419.215922,1605554422.386708,3.168,1.132,0.128
1605554422.395435,1605554425.280344,2.883,1.069,0.182
1605554425.289275,1605554428.166211,2.871,1.068,0.172
1605554428.175319,1605554431.015999,2.838,1.140,0.102
1605554431.025594,1605554434.291157,3.263,1.145,0.125
1605554434.301344,1605554437.136396,2.833,1.070,0.167
1605554437.146262,1605554440.156297,3.008,1.123,0.156
1605554440.166464,1605554443.301091,3.132,1.106,0.160
1605554443.311586,1605554446.692264,3.378,1.104,0.152
1605554446.702885,1605554449.730614,3.025,1.107,0.148
1605554449.741581,1605554452.953515,3.210,1.128,0.145
1605554452.964484,1605554456.049032,3.082,1.108,0.138
1605554456.060205,1605554458.764929,2.702,1.113,0.143
1605554458.776627,1605554462.123319,3.344,1.105,0.148
1605554462.134977,1605554465.729725,3.592,1.129,0.138
1605554465.741453,1605554468.756736,3.013,1.140,0.128
1605554468.769191,1605554471.843148,3.072,1.129,0.144
1605554471.855489,1605554474.750040,2.892,1.140,0.137
1605554474.762774,1605554477.713374,2.948,1.109,0.147
1605554477.726109,1605554480.808116,3.076,1.136,0.119
1605554480.821089,1605554484.834832,4.011,1.127,0.117
1605554484.848733,1605554487.870000,3.018,1.117,0.130
1605554487.883813,1605554490.754244,2.868,1.101,0.147
1605554490.768633,1605554493.813192,3.042,1.105,0.138
1605554493.827989,1605554497.323179,3.493,1.139,0.121
1605554497.338066,1605554500.690809,3.350,1.112,0.159
1605554500.705534,1605554504.199981,3.492,1.076,0.186
1605554504.214972,1605554507.540765,3.323,1.126,0.160
1605554507.556315,1605554511.052556,3.494,1.135,0.147
1605554511.068024,1605554514.091574,3.021,1.101,0.163
1605554514.107370,1605554517.244416,3.135,1.123,0.130
1605554517.260889,1605554520.577384,3.314,1.109,0.144
1605554520.593668,1605554524.041355,3.445,1.154,0.122
1605554524.057852,1605554527.288420,3.228,1.146,0.123
1605554527.305528,1605554530.304527,2.997,1.123,0.127
1605554530.321941,1605554532.981369,2.657,1.132,0.128
1605554532.998666,1605554536.095271,3.094,1.095,0.162
1605554536.113208,1605554539.280166,3.164,1.144,0.137
1605554539.298535,1605554542.428230,3.118,1.173,0.109
1605554542.446921,1605554545.522241,3.073,1.067,0.200
1605554545.540993,1605554548.378482,2.835,1.130,0.135
1605554548.397424,1605554551.068513,2.669,1.119,0.145
1605554551.087597,1605554554.192722,3.103,1.115,0.114
1605554554.212644,1605554557.228879,3.014,1.103,0.154
1605554557.248941,1605554560.593913,3.343,1.114,0.132
1605554560.613878,1605554563.744745,3.129,1.098,0.130
1605554563.765271,1605554566.735186,2.968,1.101,0.152
1605554566.756419,1605554569.819267,3.060,1.105,0.128
1605554569.840437,1605554572.633132,2.790,1.088,0.171
1605554572.654826,1605554576.071015,3.414,1.113,0.148
1605554576.092871,1605554578.829843,2.735,1.106,0.148
1605554578.851899,1605554582.108458,3.254,1.107,0.167
1605554582.130808,1605554585.892188,3.759,1.117,0.161
1605554585.915155,1605554588.819176,2.902,1.082,0.198
1605554588.842493,1605554591.858279,3.013,1.118,0.150
1605554591.881707,1605554594.847610,2.964,1.138,0.133
1605554594.871600,1605554597.494046,2.618,1.115,0.131
1605554597.518788,1605554600.804565,3.283,1.124,0.153
1605554600.829301,1605554603.609629,2.778,1.079,0.168
1605554603.634956,1605554606.881757,3.244,1.136,0.156
1605554606.906784,1605554609.967937,3.059,1.087,0.174
1605554609.993364,1605554613.289414,3.294,1.131,0.143
1605554613.315571,1605554616.360109,3.042,1.063,0.182
1605554616.386307,1605554619.980028,3.591,1.132,0.141
1605554620.006586,1605554623.178816,3.170,1.094,0.172
1605554623.206460,1605554626.223717,3.015,1.108,0.144
1605554626.251581,1605554629.203680,2.950,1.129,0.131
1605554629.231329,1605554632.651243,3.418,1.088,0.173
1605554632.679300,1605554635.890713,3.209,1.111,0.140
1605554635.919252,1605554638.686852,2.765,1.091,0.137
1605554638.716232,1605554641.772502,3.054,1.153,0.117
1605554641.801954,1605554644.730506,2.926,1.114,0.153
1605554644.760086,1605554648.407468,3.645,1.127,0.126
1605554648.438039,1605554651.328826,2.888,1.105,0.144
1605554651.359480,1605554654.473438,3.108,1.137,0.132
1605554654.504309,1605554657.607556,3.101,1.097,0.176
1605554657.639137,1605554660.666081,3.025,1.131,0.133
1605554660.697884,1605554664.139380,3.439,1.110,0.145
1605554664.172021,1605554667.193518,3.019,1.109,0.135
1605554667.226283,1605554670.124593,2.896,1.081,0.154
1605554670.157078,1605554673.278437,3.119,1.086,0.159
1605554673.311999,1605554676.492203,3.178,1.088,0.180
1605554676.526117,1605554679.469700,2.941,1.181,0.089
1605554679.504298,1605554682.242025,2.735,1.081,0.186
1605554682.276716,1605554685.213502,2.934,1.096,0.176
1605554685.247955,1605554688.349644,3.099,1.140,0.143
1605554688.385089,1605554691.366746,2.979,1.112,0.161
1605554691.402490,1605554694.640260,3.235,1.151,0.139
1605554694.677306,1605554698.016631,3.337,1.125,0.119
1605554698.053005,1605554701.222635,3.167,1.101,0.159
1605554701.259589,1605554704.807517,3.545,1.139,0.156
1605554704.845016,1605554708.073704,3.226,1.126,0.133
1605554708.111444,1605554711.351247,3.237,1.160,0.106
1605554711.389731,1605554714.625319,3.227,1.129,0.154
1605554714.664558,1605554717.669108,3.002,1.128,0.113
1605554717.708628,1605554720.859059,3.148,1.111,0.148
1605554720.898997,1605554723.860150,2.959,1.119,0.142
1605554723.900067,1605554727.109287,3.207,1.179,0.104
1605554727.150121,1605554730.758439,3.606,1.120,0.150
1605554730.799569,1605554733.966460,3.164,1.141,0.150
1605554734.008420,1605554737.365336,3.354,1.125,0.142
1605554737.406805,1605554740.557345,3.148,1.094,0.176
1605554740.599357,1605554743.367313,2.766,1.157,0.105
1605554743.409950,1605554746.351778,2.939,1.113,0.157
1605554746.395038,1605554749.446652,3.049,1.116,0.129
1605554749.490438,1605554752.669143,3.176,1.116,0.163
1605554752.713188,1605554755.695661,2.980,1.113,0.145
1605554755.740281,1605554758.814834,3.072,1.089,0.168
1605554758.859140,1605554761.973100,3.111,1.149,0.129
1605554762.017825,1605554765.233176,3.213,1.174,0.093
1605554765.278649,1605554768.443127,3.162,1.109,0.136
1605554768.488632,1605554772.004445,3.479,1.112,0.153
1605554772.050784,1605554775.235316,3.182,1.107,0.136
1605554775.282723,1605554778.275139,2.990,1.127,0.146
1605554778.323214,1605554781.072640,2.747,1.093,0.139
1605554781.120636,1605554784.036997,2.914,1.117,0.162
1605554784.085666,1605554787.306473,3.218,1.131,0.122
1605554787.354969,1605554790.178439,2.821,1.098,0.147
1605554790.227699,1605554793.902059,3.672,1.119,0.153
1605554793.951875,1605554797.838346,3.884,1.160,0.103
1605554797.888009,1605554800.550007,2.660,1.087,0.169
1605554800.600624,1605554803.354038,2.751,1.102,0.136
1605554803.406680,1605554806.499516,3.090,1.107,0.156
1605554806.552742,1605554809.416636,2.861,1.092,0.141
1605554809.468626,1605554812.564762,3.094,1.138,0.113
1605554812.618046,1605554815.410307,2.790,1.097,0.147
1605554815.463343,1605554818.745437,3.280,1.084,0.164
1605554818.800018,1605554822.155847,3.353,1.103,0.165
