#Seconds from epoch.microseconds; Duration in miliseconds
Begin,End,Wallclock,User,Sys
1605554179.008676,1605554182.178980,3.167,1.097,0.197
1605554182.179597,1605554185.926075,3.744,1.110,0.187
1605554185.926961,1605554189.084592,3.155,1.144,0.136
1605554189.085254,1605554192.115936,3.028,1.136,0.136
1605554192.116620,1605554195.385633,3.267,1.126,0.145
1605554195.386483,1605554198.306180,2.917,1.126,0.147
1605554198.306954,1605554201.636427,3.327,1.108,0.168
1605554201.637236,1605554204.712033,3.073,1.129,0.133
1605554204.712865,1605554207.980363,3.265,1.136,0.127
1605554207.981348,1605554211.087898,3.102,1.120,0.162
1605554211.088856,1605554214.642534,3.551,1.079,0.173
1605554214.643527,1605554218.730412,4.084,1.111,0.130
1605554218.731485,1605554222.790358,4.057,1.152,0.157
1605554222.791448,1605554225.763358,2.968,1.134,0.127
1605554225.764525,1605554229.028361,3.260,1.168,0.090
1605554229.029641,1605554232.263115,3.231,1.091,0.196
1605554232.264398,1605554235.344514,3.078,1.101,0.169
1605554235.345907,1605554238.727747,3.380,1.115,0.153
1605554238.729143,1605554241.760956,3.029,1.122,0.136
1605554241.762448,1605554244.545282,2.781,1.095,0.135
1605554244.546912,1605554247.721436,3.172,1.092,0.132
1605554247.723075,1605554250.660563,2.935,1.078,0.175
1605554250.662259,1605554253.599660,2.934,1.147,0.109
1605554253.601429,1605554256.815139,3.211,1.071,0.173
1605554256.816993,1605554260.329934,3.511,1.126,0.162
1605554260.331900,1605554263.296418,2.962,1.089,0.180
1605554263.298503,1605554266.320903,3.020,1.100,0.166
1605554266.323079,1605554269.354452,3.029,1.126,0.148
1605554269.356743,1605554273.076108,3.716,1.134,0.142
1605554273.078430,1605554276.148826,3.068,1.144,0.116
1605554276.151377,1605554279.163211,3.009,1.096,0.182
1605554279.165772,1605554282.181540,3.013,1.136,0.139
1605554282.184165,1605554285.839446,3.653,1.129,0.152
1605554285.842183,1605554289.377188,3.533,1.117,0.128
1605554289.380147,1605554292.634091,3.252,1.119,0.156
1605554292.636957,1605554295.929854,3.291,1.129,0.162
1605554295.932921,1605554300.640510,4.705,1.120,0.146
1605554300.643627,1605554308.070943,7.425,1.135,0.147
