#Seconds from epoch.microseconds; Duration in miliseconds
Begin,End,Wallclock,User,Sys
1605051931.533031,1605051931.783031,0.248,0.204,0.035
1605051931.789814,1605051932.043510,0.251,0.213,0.029
1605051932.050383,1605051932.304329,0.252,0.215,0.028
1605051932.311361,1605051932.565722,0.252,0.218,0.024
1605051932.572960,1605051932.825144,0.250,0.216,0.024
1605051932.832653,1605051933.093351,0.258,0.220,0.020
1605051933.102307,1605051933.362683,0.258,0.204,0.040
1605051933.370433,1605051933.619894,0.247,0.199,0.039
1605051933.627784,1605051933.878187,0.248,0.204,0.035
1605051933.886400,1605051934.139790,0.251,0.229,0.013
1605051934.148116,1605051934.399951,0.250,0.217,0.024
1605051934.408460,1605051934.660517,0.250,0.213,0.028
1605051934.669185,1605051934.922410,0.251,0.213,0.029
1605051934.931340,1605051935.184494,0.251,0.213,0.029
1605051935.193753,1605051935.448540,0.253,0.223,0.020
1605051935.458056,1605051935.713328,0.253,0.217,0.025
1605051935.722982,1605051935.976262,0.251,0.223,0.019
1605051935.986120,1605051936.237957,0.250,0.217,0.024
1605051936.248209,1605051936.501193,0.251,0.209,0.032
1605051936.511604,1605051936.763189,0.249,0.204,0.036
1605051936.773682,1605051937.036719,0.261,0.209,0.032
1605051937.047451,1605051937.299118,0.249,0.220,0.021
1605051937.310034,1605051937.561965,0.250,0.208,0.033
1605051937.573055,1605051937.825591,0.250,0.229,0.012
1605051937.837522,1605051938.090180,0.250,0.199,0.042
1605051938.102126,1605051938.356494,0.252,0.217,0.026
1605051938.368237,1605051938.620650,0.250,0.213,0.028
1605051938.632664,1605051938.887479,0.253,0.211,0.031
1605051938.899750,1605051939.152316,0.250,0.206,0.035
1605051939.164806,1605051939.420357,0.253,0.227,0.017
1605051939.433003,1605051939.683347,0.248,0.212,0.027
1605051939.696309,1605051939.947940,0.249,0.193,0.048
1605051939.961605,1605051940.213451,0.250,0.213,0.028
1605051940.227028,1605051940.488539,0.259,0.204,0.036
1605051940.503564,1605051940.754584,0.249,0.208,0.032
1605051940.768680,1605051941.021489,0.250,0.222,0.020
1605051941.035786,1605051941.289177,0.251,0.212,0.029
1605051941.304083,1605051941.556716,0.250,0.194,0.048
1605051941.571472,1605051941.824677,0.251,0.210,0.032
1605051941.839731,1605051942.091849,0.250,0.203,0.038
1605051942.107189,1605051942.359692,0.250,0.213,0.028
1605051942.375297,1605051942.627757,0.250,0.204,0.036
1605051942.643598,1605051942.898098,0.252,0.204,0.039
1605051942.914169,1605051943.167772,0.251,0.219,0.023
1605051943.184133,1605051943.434557,0.248,0.198,0.040
1605051943.451144,1605051943.702223,0.249,0.203,0.037
1605051943.719069,1605051943.970429,0.249,0.207,0.033
1605051943.987685,1605051944.241850,0.252,0.203,0.040
1605051944.259500,1605051944.514330,0.252,0.217,0.025
1605051944.532288,1605051944.786823,0.252,0.209,0.032
1605051944.805123,1605051945.058282,0.251,0.203,0.039
1605051945.076668,1605051945.337305,0.258,0.224,0.020
1605051945.355896,1605051945.608058,0.250,0.221,0.020
1605051945.627108,1605051945.878882,0.250,0.201,0.040
1605051945.898384,1605051946.152065,0.251,0.218,0.025
1605051946.172116,1605051946.426480,0.252,0.202,0.041
1605051946.446291,1605051946.697829,0.249,0.211,0.029
1605051946.718113,1605051946.971957,0.252,0.211,0.033
1605051946.992643,1605051947.246401,0.251,0.210,0.032
1605051947.267242,1605051947.523893,0.254,0.229,0.017
1605051947.545315,1605051947.798292,0.251,0.213,0.029
1605051947.819994,1605051948.085220,0.263,0.232,0.013
1605051948.107061,1605051948.365230,0.256,0.223,0.024
1605051948.387434,1605051948.642285,0.253,0.195,0.048
1605051948.664626,1605051948.920678,0.254,0.221,0.023
1605051948.943672,1605051949.200057,0.254,0.225,0.020
1605051949.223408,1605051949.478016,0.252,0.207,0.037
1605051949.501931,1605051949.754592,0.250,0.210,0.032
1605051949.778722,1605051950.033108,0.252,0.211,0.032
1605051950.057516,1605051950.314280,0.254,0.217,0.027
1605051950.338707,1605051950.595916,0.255,0.226,0.020
1605051950.620952,1605051950.877514,0.254,0.229,0.016
1605051950.902725,1605051951.158484,0.253,0.203,0.040
1605051951.184024,1605051951.439394,0.253,0.228,0.016
1605051951.465193,1605051951.719352,0.252,0.215,0.029
1605051951.745987,1605051951.998704,0.250,0.205,0.037
1605051952.025654,1605051952.304667,0.277,0.202,0.044
1605051952.331938,1605051952.588365,0.254,0.221,0.024
1605051952.616208,1605051952.873345,0.255,0.226,0.020
1605051952.901873,1605051953.163543,0.259,0.210,0.035
1605051953.191823,1605051953.449985,0.256,0.210,0.036
1605051953.478832,1605051953.735476,0.254,0.223,0.022
1605051953.764475,1605051954.020604,0.254,0.220,0.025
1605051954.050168,1605051954.308875,0.256,0.208,0.039
1605051954.338630,1605051954.595841,0.255,0.233,0.013
1605051954.625883,1605051954.878364,0.250,0.212,0.029
1605051954.908921,1605051955.164774,0.253,0.232,0.012
1605051955.195837,1605051955.451462,0.253,0.211,0.032
1605051955.482874,1605051955.738435,0.253,0.210,0.033
1605051955.770178,1605051956.032753,0.260,0.224,0.019
1605051956.064737,1605051956.319093,0.252,0.214,0.029
1605051956.352046,1605051956.604771,0.250,0.213,0.028
1605051956.637902,1605051956.894028,0.254,0.216,0.027
1605051956.927561,1605051957.184425,0.254,0.229,0.017
1605051957.218318,1605051957.475500,0.255,0.205,0.040
1605051957.509723,1605051957.766386,0.254,0.193,0.052
1605051957.800997,1605051958.059212,0.256,0.219,0.028
1605051958.093954,1605051958.353426,0.257,0.219,0.029
1605051958.388812,1605051958.644824,0.254,0.217,0.028
1605051958.680654,1605051958.935595,0.253,0.207,0.036
1605051958.971859,1605051959.229095,0.255,0.188,0.057
1605051959.265982,1605051959.523349,0.255,0.214,0.031
1605051959.560420,1605051959.819702,0.257,0.227,0.020
1605051959.857418,1605051960.127591,0.268,0.234,0.025
1605051960.164920,1605051960.419384,0.252,0.226,0.017
1605051960.458385,1605051960.712342,0.252,0.214,0.029
1605051960.751366,1605051961.006370,0.253,0.203,0.039
1605051961.045268,1605051961.302268,0.255,0.207,0.039
1605051961.341397,1605051961.599659,0.256,0.215,0.031
1605051961.639411,1605051961.896887,0.255,0.217,0.028
1605051961.937199,1605051962.196423,0.257,0.220,0.028
1605051962.237311,1605051962.496954,0.257,0.197,0.051
1605051962.538268,1605051962.796022,0.255,0.236,0.010
1605051962.837699,1605051963.095203,0.255,0.202,0.044
1605051963.137355,1605051963.394711,0.255,0.219,0.028
1605051963.437493,1605051963.694867,0.255,0.195,0.051
1605051963.738302,1605051963.998168,0.257,0.213,0.035
1605051964.041925,1605051964.308377,0.264,0.234,0.013
1605051964.352148,1605051964.608871,0.254,0.213,0.032
1605051964.653300,1605051964.909560,0.254,0.216,0.028
1605051964.954478,1605051965.214334,0.257,0.219,0.028
1605051965.259194,1605051965.514456,0.253,0.207,0.037
1605051965.559893,1605051965.815286,0.253,0.219,0.025
1605051965.861015,1605051966.115873,0.252,0.211,0.033
1605051966.162423,1605051966.418918,0.254,0.212,0.033
1605051966.466420,1605051966.727596,0.259,0.221,0.027
1605051966.775058,1605051967.033305,0.256,0.223,0.023
1605051967.080978,1605051967.338390,0.255,0.214,0.031
1605051967.386960,1605051967.648062,0.259,0.225,0.023
1605051967.697324,1605051967.958416,0.258,0.215,0.032
1605051968.008218,1605051968.267333,0.257,0.220,0.028
1605051968.317449,1605051968.575911,0.256,0.207,0.040
1605051968.626267,1605051968.894730,0.266,0.221,0.024
1605051968.945415,1605051969.198650,0.251,0.210,0.032
1605051969.249827,1605051969.503367,0.251,0.226,0.016
1605051969.554647,1605051969.807649,0.251,0.220,0.021
1605051969.859605,1605051970.111439,0.249,0.202,0.038
1605051970.163993,1605051970.415765,0.249,0.204,0.037
