id,server_rcv,server_send
1,1598005991.523877,1598005991.523895
2,1598005991.728412,1598005991.728432
3,1598005991.93287,1598005991.932879
4,1598005992.083838,1598005992.083845
5,1598005992.205059,1598005992.205067
6,1598005992.444561,1598005992.444571
7,1598005992.649615,1598005992.649633
8,1598005992.852154,1598005992.852172
9,1598005993.058492,1598005993.058499
10,1598005993.263144,1598005993.263151
11,1598005993.467805,1598005993.467812
12,1598005993.672962,1598005993.672981
13,1598005993.877103,1598005993.877111
14,1598005994.081899,1598005994.081907
15,1598005994.286444,1598005994.286452
16,1598005994.491191,1598005994.491201
17,1598005994.695983,1598005994.696009
18,1598005994.900962,1598005994.900982
19,1598005995.105325,1598005995.105334
20,1598005995.310307,1598005995.310327
21,1598005995.514475,1598005995.514483
22,1598005995.719619,1598005995.719638
23,1598005995.924129,1598005995.92414
24,1598005996.128855,1598005996.128866
25,1598005996.333247,1598005996.333265
