id,server_rcv,server_send
1,1597995946.73435,1597995946.734369
2,1597995946.938815,1597995946.938834
3,1597995947.143608,1597995947.14362
4,1597995947.347879,1597995947.347898
5,1597995947.552911,1597995947.552919
6,1597995947.757693,1597995947.757712
7,1597995947.961943,1597995947.961953
8,1597995948.17187,1597995948.171888
9,1597995948.376739,1597995948.376758
10,1597995948.581188,1597995948.5812
11,1597995948.786071,1597995948.78609
12,1597995948.990445,1597995948.990465
13,1597995949.199077,1597995949.199097
14,1597995949.400048,1597995949.400067
15,1597995949.599576,1597995949.599596
16,1597995949.803997,1597995949.804016
17,1597995950.008959,1597995950.00897
18,1597995950.213681,1597995950.213701
19,1597995950.418668,1597995950.418687
20,1597995950.623008,1597995950.623014
21,1597995950.827791,1597995950.827799
22,1597995951.032605,1597995951.032614
23,1597995951.173683,1597995951.173703
24,1597995951.33972,1597995951.339739
25,1597995951.544471,1597995951.544487
26,1597995951.74915,1597995951.749169
27,1597995951.954298,1597995951.954318
28,1597995952.158706,1597995952.158725
29,1597995952.364055,1597995952.364076
30,1597995952.568742,1597995952.568751
31,1597995952.773349,1597995952.773369
32,1597995952.977967,1597995952.977987
33,1597995953.182756,1597995953.182775
34,1597995953.387928,1597995953.387946
35,1597995953.592653,1597995953.592672
36,1597995953.797703,1597995953.797727
37,1597995954.001903,1597995954.001927
38,1597995954.511642,1597995954.511652
39,1597995954.716332,1597995954.716351
40,1597995954.921306,1597995954.921326
41,1597995955.126129,1597995955.126137
42,1597995955.330303,1597995955.330321
43,1597995955.534885,1597995955.534898
