id,server_rcv,server_send
1,1598005704.991355,1598005704.991362
2,1598005705.196036,1598005705.19605
3,1598005705.317238,1598005705.317252
4,1598005705.50307,1598005705.503084
5,1598005705.707619,1598005705.707627
6,1598005705.912766,1598005705.912783
7,1598005706.117037,1598005706.117046
8,1598005706.322135,1598005706.322162
9,1598005706.526584,1598005706.526593
10,1598005706.730908,1598005706.730916
11,1598005706.935573,1598005706.935579
12,1598005707.140467,1598005707.140511
13,1598005707.345155,1598005707.345174
14,1598005707.549558,1598005707.549565
15,1598005707.754236,1598005707.754252
16,1598005707.95892,1598005707.958927
17,1598005708.163572,1598005708.16358
18,1598005708.368253,1598005708.36826
19,1598005708.488661,1598005708.488666
20,1598005708.611128,1598005708.611135
21,1598005708.734425,1598005708.734433
22,1598005708.863622,1598005708.86363
23,1598005708.987095,1598005708.987103
24,1598005709.115116,1598005709.115123
25,1598005709.28922,1598005709.289226
26,1598005709.494396,1598005709.494403
27,1598005709.698569,1598005709.698576
28,1598005709.903232,1598005709.903239
29,1598005710.107894,1598005710.107904
30,1598005710.312553,1598005710.312559
31,1598005710.517209,1598005710.517215
32,1598005710.721922,1598005710.721929
33,1598005710.926559,1598005710.926569
34,1598005711.131225,1598005711.131234
35,1598005711.335867,1598005711.335875
36,1598005711.541525,1598005711.541536
37,1598005711.745234,1598005711.74524
38,1598005711.949913,1598005711.949919
39,1598005712.15458,1598005712.154586
40,1598005712.359269,1598005712.359277
41,1598005712.563888,1598005712.563895
42,1598005712.684848,1598005712.684854
43,1598005712.870953,1598005712.870959
44,1598005713.07553,1598005713.075538
45,1598005713.285244,1598005713.285253
46,1598005713.489956,1598005713.489964
47,1598005713.614819,1598005713.614827
48,1598005713.796957,1598005713.796963
49,1598005714.001612,1598005714.001617
50,1598005714.206228,1598005714.206236
51,1598005714.410966,1598005714.410973
52,1598005714.610742,1598005714.610748
53,1598005714.815495,1598005714.815501
54,1598005715.020665,1598005715.020672
55,1598005715.143013,1598005715.143019
56,1598005715.3275,1598005715.327506
57,1598005715.532678,1598005715.532684
58,1598005715.73709,1598005715.737097
59,1598005715.941905,1598005715.941913
60,1598005716.105443,1598005716.10545
61,1598005716.228812,1598005716.228818
62,1598005716.455193,1598005716.455199
