id,server_rcv,server_send
1,1598004877.014698,1598004877.014707
2,1598004877.135773,1598004877.13578
3,1598004877.322102,1598004877.322124
4,1598004877.526357,1598004877.526368
5,1598004877.731903,1598004877.73191
6,1598004877.93568,1598004877.935687
7,1598004878.113898,1598004878.113906
8,1598004878.240045,1598004878.240053
9,1598004878.447502,1598004878.44752
10,1598004878.652153,1598004878.65217
11,1598004878.857,1598004878.857025
12,1598004879.064211,1598004879.064218
13,1598004879.186282,1598004879.18629
14,1598004879.368382,1598004879.368389
15,1598004879.572991,1598004879.572998
16,1598004879.77821,1598004879.778216
17,1598004879.945067,1598004879.945074
18,1598004880.06687,1598004880.066877
19,1598004880.289333,1598004880.289341
20,1598004880.494488,1598004880.494509
21,1598004880.698806,1598004880.698822
22,1598004880.85618,1598004880.85619
23,1598004880.978786,1598004880.978794
24,1598004881.210371,1598004881.210381
25,1598004881.420285,1598004881.420292
26,1598004881.619808,1598004881.619826
27,1598004881.827115,1598004881.827135
28,1598004881.967311,1598004881.967318
29,1598004882.11111,1598004882.111117
30,1598004882.244958,1598004882.244967
31,1598004882.438759,1598004882.438778
32,1598004882.643013,1598004882.643021
33,1598004882.847658,1598004882.847665
34,1598004883.057383,1598004883.05739
35,1598004883.257075,1598004883.257087
36,1598004883.461833,1598004883.461851
37,1598004883.671822,1598004883.671841
38,1598004883.794461,1598004883.794469
39,1598004883.973536,1598004883.973556
40,1598004884.178137,1598004884.178156
41,1598004884.387903,1598004884.387922
42,1598004884.510207,1598004884.510226
43,1598004884.690371,1598004884.690394
44,1598004884.894509,1598004884.894532
45,1598004885.099652,1598004885.099665
46,1598004885.303981,1598004885.303988
47,1598004885.50848,1598004885.508499
48,1598004885.713475,1598004885.713493
49,1598004885.917839,1598004885.917857
