id,server_rcv,server_send
1,1597957677.427244,1597957677.427264
2,1597957677.632029,1597957677.632047
3,1597957677.836782,1597957677.836791
4,1597957678.346712,1597957678.34672
5,1597957678.550754,1597957678.550772
6,1597957678.755954,1597957678.755967
7,1597957678.959474,1597957678.959483
8,1597957679.165062,1597957679.16507
9,1597957679.369893,1597957679.369901
10,1597957679.574354,1597957679.57438
11,1597957679.779317,1597957679.779336
12,1597957679.983995,1597957679.984011
13,1597957680.18916,1597957680.189176
14,1597957680.39281,1597957680.392826
15,1597957680.598412,1597957680.59843
16,1597957680.802418,1597957680.802436
17,1597957681.007004,1597957681.007019
18,1597957681.211954,1597957681.211971
19,1597957681.416663,1597957681.416679
20,1597957681.621623,1597957681.621639
21,1597957681.826051,1597957681.826059
22,1597957682.03049,1597957682.030507
23,1597957682.235907,1597957682.235923
24,1597957682.359321,1597957682.359329
25,1597957682.542788,1597957682.542804
26,1597957682.747872,1597957682.747888
27,1597957682.95202,1597957682.952036
28,1597957683.155586,1597957683.155596
29,1597957683.361706,1597957683.361721
30,1597957683.567325,1597957683.567341
31,1597957683.771773,1597957683.771789
32,1597957683.976017,1597957683.976023
33,1597957684.18106,1597957684.181068
34,1597957684.386125,1597957684.386136
35,1597957684.590619,1597957684.590635
36,1597957684.79476,1597957684.794777
37,1597957684.999849,1597957684.999865
38,1597957685.201929,1597957685.201945
39,1597957685.409518,1597957685.409534
40,1597957685.611524,1597957685.61154
41,1597957685.815882,1597957685.815889
42,1597957686.02065,1597957686.020666
43,1597957686.22565,1597957686.225665
44,1597957686.430336,1597957686.430352
