id,client_send,client_rcv
1,1597957249.817584,1597957250.023079
2,1597957250.023137,1597957250.227893
3,1597957250.227956,1597957250.434232
4,1597957250.434301,1597957250.630354
5,1597957250.630412,1597957250.836589
6,1597957250.83665,1597957251.038978
7,1597957251.039037,1597957251.245345
8,1597957251.245391,1597957251.448544
9,1597957251.448593,1597957251.654139
10,1597957251.654192,1597957251.857813
11,1597957251.857871,1597957252.063864
12,1597957252.063913,1597957252.267242
13,1597957252.26729,1597957252.471769
14,1597957252.471816,1597957252.594897
15,1597957252.594948,1597957252.780677
16,1597957252.780736,1597957252.986184
17,1597957252.986254,1597957253.188489
18,1597957253.188554,1597957253.39419
19,1597957253.39427,1597957253.596618
20,1597957253.596689,1597957253.802143
21,1597957253.802223,1597957254.008552
22,1597957254.008621,1597957254.21091
23,1597957254.210984,1597957254.41657
24,1597957254.416619,1597957254.620526
25,1597957254.62058,1597957254.827005
26,1597957254.827074,1597957255.031778
27,1597957255.031848,1597957255.234285
28,1597957255.23435,1597957255.439977
29,1597957255.440035,1597957255.645502
30,1597957255.645573,1597957255.849342
31,1597957255.84939,1597957256.054137
32,1597957256.054203,1597957256.260686
33,1597957256.260776,1597957256.462633
34,1597957256.462773,1597957256.666758
