id,client_send,client_rcv
1,1597957161.075908,1597957161.29993
2,1597957161.299992,1597957161.502861
3,1597957161.502926,1597957161.707142
4,1597957161.707185,1597957161.913318
5,1597957161.913384,1597957162.033982
6,1597957162.034031,1597957162.218951
7,1597957162.219011,1597957162.423819
8,1597957162.423874,1597957162.630172
9,1597957162.63023,1597957162.833356
10,1597957162.833418,1597957162.958116
11,1597957162.958189,1597957163.079643
12,1597957163.079686,1597957163.24293
13,1597957163.242998,1597957163.448333
14,1597957163.448393,1597957163.657266
15,1597957163.657317,1597957163.858043
16,1597957163.858103,1597957164.062837
17,1597957164.062918,1597957164.267617
18,1597957164.267671,1597957164.470228
19,1597957164.470293,1597957164.674879
20,1597957164.674949,1597957164.880622
21,1597957164.880693,1597957165.083549
22,1597957165.08361,1597957165.2948
23,1597957165.294856,1597957165.499439
24,1597957165.499501,1597957165.68458
25,1597957165.684642,1597957165.908389
