id,server_rcv,server_send
1,1597957241.981373,1597957241.981394
2,1597957242.198078,1597957242.198096
3,1597957242.402444,1597957242.402461
4,1597957242.607087,1597957242.607105
5,1597957242.812097,1597957242.812115
6,1597957243.016456,1597957243.016474
7,1597957243.221077,1597957243.221096
8,1597957243.426296,1597957243.426314
9,1597957243.63026,1597957243.630268
10,1597957243.835314,1597957243.835323
11,1597957244.039684,1597957244.039697
12,1597957244.244624,1597957244.244644
13,1597957244.449343,1597957244.449361
14,1597957244.654065,1597957244.654083
15,1597957244.858698,1597957244.858715
16,1597957245.062909,1597957245.062916
17,1597957245.267706,1597957245.267722
18,1597957245.472664,1597957245.472682
19,1597957245.677349,1597957245.677365
20,1597957245.882026,1597957245.882043
21,1597957246.086832,1597957246.08684
