id,server_rcv,server_send
1,1597958033.032881,1597958033.032892
2,1597958033.237636,1597958033.237647
3,1597958033.442488,1597958033.442508
4,1597958033.646861,1597958033.64687
5,1597958033.851768,1597958033.851787
6,1597958034.056199,1597958034.056209
7,1597958034.260883,1597958034.260891
8,1597958034.383491,1597958034.383499
9,1597958034.568336,1597958034.568354
10,1597958034.772552,1597958034.772559
11,1597958034.979246,1597958034.979264
12,1597958035.102429,1597958035.102436
13,1597958035.28483,1597958035.284842
14,1597958035.406675,1597958035.406693
15,1597958035.591405,1597958035.591426
16,1597958035.795976,1597958035.795994
17,1597958036.000732,1597958036.000753
18,1597958036.205711,1597958036.205729
19,1597958036.410343,1597958036.410361
20,1597958036.614559,1597958036.614567
21,1597958036.819358,1597958036.81938
22,1597958036.942984,1597958036.943002
23,1597958037.12628,1597958037.12629
24,1597958037.335017,1597958037.335034
25,1597958037.535684,1597958037.535702
26,1597958037.740461,1597958037.740481
27,1597958037.861913,1597958037.86192
28,1597958038.047385,1597958038.047393
29,1597958038.169667,1597958038.169678
30,1597958038.292286,1597958038.292304
31,1597958038.41422,1597958038.414239
32,1597958038.559144,1597958038.559164
