id,server_rcv,server_send
1,1597957310.250439,1597957310.250457
2,1597957310.454679,1597957310.454696
3,1597957310.659607,1597957310.659623
4,1597957310.864211,1597957310.86422
5,1597957311.0686,1597957311.068608
6,1597957311.273723,1597957311.27374
7,1597957311.478302,1597957311.478315
8,1597957311.682932,1597957311.682949
9,1597957311.887456,1597957311.887466
10,1597957312.092336,1597957312.092344
11,1597957312.302115,1597957312.302132
12,1597957312.506723,1597957312.50674
13,1597957312.711468,1597957312.711484
14,1597957312.915668,1597957312.915676
15,1597957313.120735,1597957313.120743
16,1597957313.325063,1597957313.325081
17,1597957313.524588,1597957313.524597
18,1597957313.729305,1597957313.729313
19,1597957313.934296,1597957313.934313
20,1597957314.139024,1597957314.139034
