#Seconds from epoch.microseconds; CPU times are in microseconds
Begin,End,Duration,User,Sys
1605051899.102197,1605051899.173354,71157.0,53039.0,4247.999999999998
1605051899.173808,1605051899.217439,43631.0,30893.999999999978,7061.000000000001
1605051899.217894,1605051899.261984,44090.0,38414.99999999998,0.0
1605051899.262452,1605051899.306080,43628.0,34817.99999999996,3339.999999999999
1605051899.306596,1605051899.351229,44633.0,38368.000000000015,146.00000000000028
1605051899.351807,1605051899.396452,44645.0,38261.99999999996,417.99999999999477
1605051899.397036,1605051899.441153,44117.0,38395.999999999985,70.00000000000061
1605051899.441812,1605051899.486007,44195.0,38646.999999999985,0.0
1605051899.486670,1605051899.530505,43835.0,38068.000000000044,0.0
1605051899.531173,1605051899.575536,44363.0,39032.000000000065,82.99999999999974
1605051899.576284,1605051899.621091,44807.0,38877.00000000005,282.0000000000045
1605051899.621923,1605051899.666789,44866.0,35731.999999999985,3719.0
1605051899.667631,1605051899.712138,44507.0,38278.00000000004,231.00000000000205
1605051899.713021,1605051899.756084,43063.0,37996.00000000003,0.0
1605051899.757011,1605051899.800074,43063.0,37620.999999999905,0.0
1605051899.801050,1605051899.844635,43585.0,38169.99999999993,0.0
1605051899.845742,1605051899.889411,43669.0,34471.00000000003,3687.999999999997
1605051899.890537,1605051899.933691,43154.0,31799.999999999938,6136.000000000003
1605051899.934836,1605051899.978040,43204.0,37783.000000000015,0.0
1605051899.979298,1605051900.029693,50395.0,40048.00000000008,107.00000000000293
1605051900.031134,1605051900.078084,46950.0,39843.99999999999,87.9999999999978
1605051900.079511,1605051900.124822,45311.0,38933.00000000011,220.00000000000492
1605051900.126368,1605051900.171969,45601.0,36704.999999999985,2335.0000000000036
1605051900.173577,1605051900.218732,45155.0,35102.99999999988,3756.9999999999964
1605051900.220385,1605051900.265583,45198.0,31084.000000000113,7671.000000000005
1605051900.267328,1605051900.312479,45151.0,38831.00000000006,15.000000000001123
1605051900.314350,1605051900.359438,45088.0,38482.000000000124,95.99999999999886
1605051900.361332,1605051900.409017,47685.0,38766.00000000008,3.9999999999901226
1605051900.411042,1605051900.456097,45055.0,36626.99999999996,1890.0000000000027
1605051900.458210,1605051900.504735,46525.0,34418.99999999998,3752.9999999999923
1605051900.506935,1605051900.551169,44234.0,37979.999999999905,81.99999999999874
1605051900.553377,1605051900.597665,44288.0,34356.99999999997,3641.0000000000055
1605051900.599980,1605051900.646992,47012.0,38046.00000000002,171.0000000000045
1605051900.649507,1605051900.694968,45461.0,34847.99999999999,3803.9999999999877
1605051900.697538,1605051900.742419,44881.0,34761.999999999956,3798.0000000000095
1605051900.745177,1605051900.789613,44436.0,30837.000000000004,7453.000000000001
1605051900.792355,1605051900.837359,45004.0,34485.0000000001,3852.9999999999955
1605051900.840252,1605051900.884435,44183.0,38030.00000000001,132.0000000000071
1605051900.887425,1605051900.932125,44700.0,38121.99999999999,136.99999999999824
1605051900.935250,1605051900.979947,44697.0,37528.00000000001,896.000000000008
1605051900.983208,1605051901.028520,45312.0,37465.999999999774,750.0000000000007
1605051901.031872,1605051901.080793,48921.0,38448.999999999956,167.00000000000048
1605051901.084321,1605051901.130198,45877.0,39243.99999999983,0.0
1605051901.133862,1605051901.179627,45765.0,39465.00000000008,0.0
1605051901.183402,1605051901.229930,46528.0,39373.0000000001,102.00000000000486
1605051901.233820,1605051901.279470,45650.0,35282.999999999956,3913.0
1605051901.283482,1605051901.329228,45746.0,39047.00000000005,221.99999999999997
1605051901.333333,1605051901.378627,45294.0,35544.00000000024,3707.000000000002
1605051901.382867,1605051901.428372,45505.0,38609.99999999981,195.00000000000074
1605051901.432741,1605051901.478103,45362.0,35433.99999999996,3705.0
1605051901.482644,1605051901.530846,48202.0,38961.00000000002,218.999999999997
1605051901.535551,1605051901.581621,46070.0,35282.00000000004,3887.9999999999886
1605051901.586435,1605051901.631938,45503.0,38940.99999999989,212.00000000001774
1605051901.636924,1605051901.682074,45150.0,35600.999999999774,3487.999999999991
1605051901.687192,1605051901.732642,45450.0,38972.000000000226,0.0
1605051901.737937,1605051901.782990,45053.0,34969.99999999995,3898.0000000000127
1605051901.788485,1605051901.833897,45412.0,35149.99999999979,3909.999999999997
1605051901.839485,1605051901.884646,45161.0,38835.99999999987,212.00000000001774
1605051901.890414,1605051901.935800,45386.0,38783.99999999971,210.99999999998897
1605051901.941720,1605051901.987640,45920.0,35619.99999999976,3825.999999999996
