memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
512,warm,False,3943183,0.442861,4520400,3943860,139.0
512,warm,False,4270507,0.359822,4759211,4271230,158.0
512,warm,False,4152529,0.417583,4707529,4153140,178.0
512,warm,False,4916727,0.422008,5511777,4917660,159.0
512,warm,False,4300319,0.383913,4816491,4300980,158.0
512,warm,False,4063159,0.419629,4612963,4063750,139.0
512,warm,False,4398404,0.426847,4953418,4399040,138.0
512,warm,False,4022048,0.446039,4596783,4022720,139.0
512,warm,False,3731326,0.410053,4273418,3731960,159.0
512,warm,False,3786213,0.37562,4283117,3786860,158.0
512,warm,False,6990542,0.360282,7522815,6990670,178.0
512,warm,False,3869580,0.377847,4432113,3870220,178.0
512,warm,False,4160579,0.374661,4662299,4161210,178.0
512,warm,False,5023855,0.406205,5562888,5024630,118.0
512,warm,False,4117927,0.380173,4629848,4118790,118.0
512,warm,False,4024590,0.438448,4594620,4025290,139.0
512,warm,False,4617994,0.447204,5201356,4618650,139.0
512,warm,False,4285985,0.417328,4840492,4286640,158.0
512,warm,False,3986346,0.381332,4503888,3987020,118.0
512,warm,False,6099507,0.407457,6669952,6100340,118.0
512,warm,False,4231812,0.426889,4786137,4232470,118.0
512,warm,False,4509836,0.427036,5067134,4510490,138.0
512,warm,False,4125399,0.414396,4669158,4126080,117.0
512,warm,False,4068825,0.453003,4650753,4069450,139.0
512,warm,False,4135795,0.418351,4683787,4136430,178.0
512,warm,False,4224131,0.418101,4773028,4224890,158.0
512,warm,False,4739692,0.447036,5348700,4740460,139.0
512,warm,False,4121158,0.422764,4674658,4121810,158.0
512,warm,False,3953709,0.426759,4515591,3954500,178.0
512,warm,False,4162592,0.381884,4684718,4163310,178.0
512,warm,False,4247890,0.458916,4843291,4248440,139.0
512,warm,False,4457290,0.44437,5044367,4457620,139.0
512,warm,False,4309759,0.396221,4842230,4310470,118.0
512,warm,False,4568707,0.393061,5090255,4569370,118.0
512,warm,False,4322220,0.411602,4870720,4323080,178.0
512,warm,False,4032079,0.443668,4604925,4032710,139.0
512,warm,False,3972152,0.422754,4532483,3972800,178.0
512,warm,False,4973594,0.402683,5510612,4973650,177.0
512,warm,False,4102897,0.449554,4687301,4103520,138.0
512,warm,False,4062241,0.401893,4597566,4062920,178.0
512,warm,False,3954877,0.41265,4503411,3955450,178.0
512,warm,False,4325508,0.436962,4893367,4326170,139.0
512,warm,False,3817910,0.396923,4428163,3818470,178.0
512,warm,False,4767534,0.442147,5340216,4768210,139.0
512,warm,False,3803963,0.416181,4446496,3804550,178.0
512,warm,False,4409389,0.417106,4958999,4410010,179.0
512,warm,False,4124371,0.43101,4688112,4124979,138.0
512,warm,False,3985284,0.424982,4540530,3985940,118.0
512,warm,False,3830522,0.392102,4363438,3831170,159.0
512,warm,False,4198564,0.428707,4755462,4199230,138.0
512,warm,False,5132316,0.448466,5925149,5132910,138.0
512,warm,False,3952960,0.370186,4444771,3953570,159.0
512,warm,False,6198660,0.37155,6901488,6199390,178.0
512,warm,False,4352162,0.409075,4899043,4352810,178.0
512,warm,False,4255630,0.409336,4799490,4256410,178.0
512,warm,False,4202678,0.406781,4739688,4203370,138.0
512,warm,False,4172059,0.445083,4749156,4172680,138.0
512,warm,False,5215180,0.411175,5758994,5216150,178.0
512,warm,False,4052359,0.374122,4566327,4053040,178.0
512,warm,False,4228273,0.418153,4774197,4229050,139.0
512,warm,False,4157689,0.424407,4714033,4158290,139.0
512,warm,False,3799885,0.389813,4326051,3800530,158.0
512,warm,False,4557280,0.435379,5122982,4557900,138.0
512,warm,False,3873156,0.453711,4454152,3874080,158.0
512,warm,False,4457638,0.39571,4986706,4457860,158.0
512,warm,False,3985569,0.409924,4530873,3986300,118.0
512,warm,False,4267205,0.408046,4811360,4267830,158.0
512,warm,False,4151243,0.430165,4714553,4151859,139.0
512,warm,False,4084872,0.409244,4628646,4085630,118.0
512,warm,False,3767953,0.442679,4344585,3768610,158.0
512,warm,False,4036900,0.424634,4593539,4037700,158.0
512,warm,False,4428487,0.396681,4957680,4429200,118.0
512,warm,False,4108724,0.386928,4620869,4109390,158.0
512,warm,False,4262580,0.364664,4776413,4263200,178.0
512,warm,False,4362055,0.374319,5004363,4362680,159.0
512,warm,False,3965032,0.385841,4483233,3965670,158.0
512,warm,False,4114242,0.421401,4664768,4114939,158.0
512,warm,False,4145710,0.380634,4671579,4146399,178.0
512,warm,False,4332789,0.387386,4849866,4333660,178.0
512,warm,False,4233972,0.425014,4787951,4234640,139.0
512,warm,False,4073980,0.442559,4645537,4074590,139.0
512,warm,False,4562102,0.40638,5098404,4562790,118.0
512,warm,False,4789457,0.411975,5457592,4790100,179.0
512,warm,False,4441979,0.414845,4989903,4442770,158.0
512,warm,False,22120072,0.416636,22859070,22120850,118.0
512,warm,False,4567943,0.420739,5124168,4568590,139.0
512,warm,False,4192665,0.401169,4736466,4193399,178.0
512,warm,False,3927241,0.415652,4473247,3927900,139.0
512,warm,False,4286673,0.417721,4838273,4287330,139.0
512,warm,False,4303906,0.403018,4833645,4304610,159.0
512,warm,False,3804517,0.40202,4435203,3805380,178.0
512,warm,False,4060772,0.421429,4608294,4061480,118.0
512,warm,False,4097868,0.420913,4654223,4098550,118.0
512,warm,False,3973361,0.427753,4531799,3974030,117.0
512,warm,False,3757699,0.411753,4436126,3758290,179.0
512,warm,False,3852036,0.371589,4356984,3852690,158.0
512,warm,False,4034518,0.389377,4559418,4035180,118.0
512,warm,False,4092012,0.427299,4655831,4092720,118.0
512,warm,False,4122080,0.4483,4700608,4122740,138.0
512,warm,False,3909155,0.407708,4451162,3909800,159.0
512,warm,False,4137453,0.431148,4699069,4138120,139.0
512,warm,False,4134804,0.432907,4697731,4135460,139.0
512,warm,False,4125390,0.409329,4664636,4126100,118.0
512,warm,False,3913082,0.431764,4476375,3913900,118.0
512,warm,False,4334820,0.409894,4873735,4335500,159.0
512,warm,False,3823409,0.401388,4434334,3824040,177.0
512,warm,False,4353264,0.381979,4861313,4353950,158.0
512,warm,False,4747259,0.45171,5521889,4747970,158.0
512,warm,False,5267918,0.413517,5937204,5268480,139.0
512,warm,False,4078521,0.446937,4658194,4079060,139.0
512,warm,False,4153962,0.400007,4682941,4154640,159.0
512,warm,False,4915899,0.393354,5485698,4916540,159.0
512,warm,False,4117908,0.405148,4662335,4118660,178.0
512,warm,False,3804887,0.411278,4352144,3805560,118.0
512,warm,False,4163918,0.44558,4742669,4164540,139.0
512,warm,False,3908556,0.424436,4462329,3909150,118.0
512,warm,False,4886517,0.447256,5469608,4887270,139.0
512,warm,False,3924860,0.421336,4489742,3925510,159.0
512,warm,False,4153667,0.43476,4714964,4154340,158.0
512,warm,False,4370056,0.411731,4910412,4370740,118.0
512,warm,False,4797203,0.382814,5452428,4798060,178.0
512,warm,False,4348641,0.41175,4886671,4349350,138.0
512,warm,False,4176041,0.393071,4705985,4175740,118.0
512,warm,False,4019923,0.4009,4552709,4019630,118.0
512,warm,False,4101746,0.412829,4644514,4102420,118.0
512,warm,False,4196359,0.396351,4717974,4197030,158.0
512,warm,False,4116297,0.412967,4661569,4116960,118.0
512,warm,False,3823050,0.420806,4374982,3823720,159.0
512,warm,False,3912176,0.410281,4453630,3912780,178.0
512,warm,False,5192018,0.422093,5743925,5192670,159.0
512,warm,False,4571384,0.393047,5097602,4572070,118.0
512,warm,False,4136579,0.412745,4685026,4137520,117.0
512,warm,False,5013648,0.406574,5552146,5014540,179.0
512,warm,False,4675610,0.414451,5226759,4676210,178.0
512,warm,False,3879149,0.408172,4438173,3879790,179.0
512,warm,False,3732191,0.406724,4273255,3732400,117.0
512,warm,False,4401819,0.419727,4948427,4402470,139.0
512,warm,False,3991639,0.451238,4571814,3992270,138.0
512,warm,False,4143173,0.368628,4646927,4143800,178.0
512,warm,False,5119004,0.40043,5648517,5119870,158.0
512,warm,False,6026957,0.426158,6742346,6027600,138.0
512,warm,False,4306302,0.40175,4838288,4306970,158.0
512,warm,False,4078151,0.404739,4616520,4078890,178.0
512,warm,False,3968692,0.408571,4508073,3969480,178.0
512,warm,False,3675258,0.419838,4232299,3675850,118.0
512,warm,False,3563916,0.415885,4211995,3564500,118.0
512,warm,False,4470744,0.376313,4985025,4471380,159.0
512,warm,False,3644233,0.401437,4254139,3644750,159.0
512,warm,False,4366053,0.391201,4887692,4366690,178.0
512,warm,False,6983117,0.430651,7544246,6983910,118.0
512,warm,False,3797004,0.4532,4383647,3797610,139.0
512,warm,False,4010207,0.413698,4565969,4010870,118.0
512,warm,False,3983984,0.371892,4488727,3984630,177.0
512,warm,False,3889626,0.388389,4410179,3890290,158.0
512,warm,False,3969455,0.392557,4492894,3970110,159.0
512,warm,False,4767109,0.412325,5313218,4767800,118.0
512,warm,False,4533397,0.398242,5065760,4534090,118.0
512,warm,False,4044608,0.440163,4618892,4045250,139.0
512,warm,False,3949530,0.419664,4500933,3950220,118.0
512,warm,False,3951633,0.416323,4494548,3952240,158.0
512,warm,False,3856036,0.416002,4404900,3856750,117.0
512,warm,False,5209305,0.404826,5805860,5210040,118.0
512,warm,False,4356789,0.416651,4905273,4357470,159.0
512,warm,False,3928958,0.389825,4456432,3929770,178.0
512,warm,False,4107952,0.442523,4696878,4109020,138.0
512,warm,False,4047051,0.425366,4603099,4047700,178.0
512,warm,False,4267377,0.440869,4844178,4268000,138.0
512,warm,False,3986229,0.371868,4497297,3987030,177.0
512,warm,False,4348006,0.392487,4868722,4348600,118.0
512,warm,False,4029801,0.373368,4545124,4030470,138.0
512,warm,False,4122955,0.415339,4675324,4123649,139.0
512,warm,False,4060884,0.449101,4641734,4061470,139.0
512,warm,False,4140711,0.41498,4691903,4141380,159.0
512,warm,False,3980374,0.405597,4525272,3981090,178.0
512,warm,False,4208653,0.439921,4778759,4209390,158.0
512,warm,False,4026303,0.371081,4529647,4027110,158.0
512,warm,False,4836072,0.433698,5398861,4836740,139.0
512,warm,False,4274406,0.365973,4770695,4275120,118.0
512,warm,False,4495450,0.424759,5052877,4496050,139.0
512,warm,False,4029525,0.413075,4566452,4029070,159.0
512,warm,False,4847737,0.366376,5354531,4848390,118.0
512,warm,False,4007299,0.404136,4547827,4007960,178.0
512,warm,False,4204084,0.407013,4739450,4204720,118.0
512,warm,False,3876317,0.416339,4416958,3876960,159.0
512,warm,False,9954808,0.395731,10566307,9955760,117.0
512,warm,False,3868579,0.427042,4421204,3868720,158.0
512,warm,False,4164647,0.407435,4705659,4165310,178.0
512,warm,False,4312787,0.391607,4831688,4313480,118.0
512,warm,False,4346748,0.380807,4867895,4347420,118.0
512,warm,False,4175782,0.377679,4687469,4176420,178.0
512,warm,False,4263581,0.400007,4806158,4264280,178.0
512,warm,False,3861320,0.395143,4382584,3861940,159.0
512,warm,False,4031003,0.38853,4555444,4031600,178.0
512,warm,False,4108306,0.384536,4632846,4108970,178.0
512,warm,False,4652969,0.401152,5187314,4653710,117.0
512,warm,False,5798204,0.384231,6667386,5798940,118.0
512,warm,False,4358576,0.362727,4860085,4359250,178.0
512,warm,False,4118596,0.413098,4660747,4119370,118.0
512,warm,False,4437927,0.415097,4984893,4438610,139.0
512,warm,False,4528392,0.36255,5017459,4529010,159.0
1536,warm,False,2564867,0.367642,3061393,2565510,160.0
1536,warm,False,3165126,0.403656,3709062,3165880,119.0
1536,warm,False,3367201,0.408014,3905552,3367880,119.0
1536,warm,False,2918959,0.402466,3460073,2919660,120.0
1536,warm,False,2799740,0.406608,3343755,2800370,160.0
1536,warm,False,2439732,0.748568,3319299,2440350,139.0
1536,warm,False,2873153,0.73175,3731404,2874050,140.0
1536,warm,False,2792298,0.474923,3394475,2793000,199.0
1536,warm,False,3186484,0.387797,3705330,3187180,180.0
1536,warm,False,2734121,0.364184,3222394,2734800,160.0
1536,warm,False,2804473,0.416803,3349507,2805150,179.0
1536,warm,False,2613871,0.390854,3128538,2614480,160.0
1536,warm,False,4131839,0.386815,4811794,4132710,119.0
1536,warm,False,2517047,0.737498,3385346,2517720,140.0
1536,warm,False,2871238,0.426496,3428302,2871930,159.0
1536,warm,False,3210288,0.429058,3781532,3211060,179.0
1536,warm,False,2999892,0.413841,3538906,3000530,179.0
1536,warm,False,2537658,0.434238,3100060,2538320,160.0
1536,warm,False,21683334,0.427233,22247287,21684040,158.0
1536,warm,False,2816506,0.413307,3358675,2817240,119.0
1536,warm,False,2979948,0.719083,3842685,2980580,139.0
1536,warm,False,2595291,0.749964,3471117,2595880,140.0
1536,warm,False,2438021,0.456695,3062321,2438790,198.0
1536,warm,False,2529413,0.412493,3081805,2530070,119.0
1536,warm,False,3285300,0.394674,3809765,3285990,119.0
1536,warm,False,2937626,0.760304,3823947,2938240,140.0
1536,warm,False,3026758,0.405519,3559310,3027400,179.0
1536,warm,False,2610677,0.379101,3122145,2611330,160.0
1536,warm,False,4110315,0.42714,4739392,4111000,179.0
1536,warm,False,2845190,0.386218,3364999,2845820,179.0
1536,warm,False,2839880,0.482423,3465254,2840540,199.0
1536,warm,False,2767527,0.394128,3297853,2768200,119.0
1536,warm,False,3207894,0.37803,3718985,3208660,119.0
1536,warm,False,2872379,0.725801,3731294,2873050,140.0
1536,warm,False,2738698,0.412331,3304973,2739310,179.0
1536,warm,False,2691538,0.368726,3189519,2692230,159.0
1536,warm,False,2895247,0.398729,3421217,2895920,159.0
1536,warm,False,2311689,0.721951,3229571,2312360,119.0
1536,warm,False,2692559,0.39777,3301095,2693320,180.0
1536,warm,False,2722859,0.367773,3218906,2723520,160.0
1536,warm,False,2598351,0.428775,3159019,2599020,160.0
1536,warm,False,2484219,0.401057,3029087,2484940,159.0
1536,warm,False,2870896,0.775079,3783222,2871780,140.0
