memory,type,is_cold,exec_time,connection_time,client_time,provider_time
2048,warm,False,6156968,0.087575,6369048,6237
2048,warm,False,6006433,0.082195,6300903,6111
2048,warm,False,6024497,0.071559,6143566,6030
2048,warm,False,5986675,0.058909,6197276,5991
2048,warm,False,6349005,0.063215,6467599,6357
2048,warm,False,6457217,0.077314,6654203,6534
2048,warm,False,6470355,0.082785,6613688,6483
2048,warm,False,6223613,0.096468,6369113,6230
2048,warm,False,6332424,0.067974,6504766,6385
2048,warm,False,6151655,0.076526,6280677,6157
2048,warm,False,6252112,0.1182,6429950,6259
2048,warm,False,6134676,0.086891,6366399,6235
2048,warm,False,6144258,0.06147,6261016,6152
2048,warm,False,6057549,0.099218,6246663,6064
2048,warm,False,6066484,0.091724,6325052,6074
2048,warm,False,6269799,0.084227,6405580,6275
2048,warm,False,6121892,0.089372,6311573,6129
2048,warm,False,6273483,0.09613,6431894,6283
2048,warm,False,6350874,0.066786,6466919,6357
2048,warm,False,6260256,0.093137,6406773,6267
2048,warm,False,6174923,0.09372,6320352,6183
2048,warm,False,6266456,0.11862,6438954,6273
2048,warm,False,6549519,0.081376,6770846,6557
2048,warm,False,6353808,0.115492,6526128,6359
2048,warm,False,6241983,0.123868,6499905,6326
2048,warm,False,6036265,0.087781,6196516,6042
2048,warm,False,6080152,0.097046,6277939,6086
2048,warm,False,6162814,0.12018,6354569,6173
2048,warm,False,6105065,0.087621,6243313,6110
2048,warm,False,6262255,0.08563,6421671,6268
2048,warm,False,6257468,0.105229,6419232,6267
2048,warm,False,6168331,0.113796,6341070,6177
2048,warm,False,6199673,0.09725,6357237,6209
2048,warm,False,6185992,0.069599,6337794,6220
2048,warm,False,6603649,0.079808,6807327,6685
2048,warm,False,6568528,0.09577,6742835,6596
2048,warm,False,6154703,0.089213,6379808,6243
2048,warm,False,6176486,0.094172,6329768,6183
2048,warm,False,6043250,0.085032,6189872,6056
2048,warm,False,6003519,0.086168,6198993,6008
2048,warm,False,6046214,0.097129,6311521,6054
2048,warm,False,6036621,0.076891,6164002,6042
2048,warm,False,6096367,0.073898,6231835,6105
2048,warm,False,6077792,0.082435,6209061,6084
2048,warm,False,6106672,0.079347,6244833,6115
2048,warm,False,6264855,0.108093,6422209,6273
2048,warm,False,6040026,0.076293,6288441,6046
2048,warm,False,6355135,0.079216,6545691,6366
2048,warm,False,6559614,0.083608,6765530,6636
2048,warm,False,6535006,0.083488,6678282,6541
2048,warm,False,6138402,0.116734,6369215,6206
2048,warm,False,6124842,0.105581,6330545,6156
2048,warm,False,6069602,0.091379,6214569,6077
2048,warm,False,6067877,0.100498,6227860,6076
2048,warm,False,6126292,0.086613,6270336,6135
2048,warm,False,6138076,0.082762,6275543,6144
2048,warm,False,6123512,0.09432,6316139,6173
2048,warm,False,6209955,0.108383,6377344,6222
2048,warm,False,6108281,0.099767,6258841,6115
2048,warm,False,7151320,0.090378,7296834,7157
2048,warm,False,7120533,0.075495,7249738,7130
2048,warm,False,6707280,0.095309,6882866,6741
2048,warm,False,6584119,0.072693,6707531,6589
2048,warm,False,6781714,0.086298,6919624,6788
2048,warm,False,6082874,0.078454,6214775,6091
2048,warm,False,6874608,0.099171,7031367,6889
2048,warm,False,6417006,0.089946,6606941,6422
2048,warm,False,6886651,0.112404,7067971,6900
2048,warm,False,7002170,0.070523,7120932,7007
2048,warm,False,6206290,0.103826,6364923,6212
2048,warm,False,6468168,0.074973,6596116,6474
2048,warm,False,6336174,0.090909,6484876,6344
2048,warm,False,6897288,0.110539,7056044,6904
2048,warm,False,6451871,0.086567,6604623,6458
2048,warm,False,6068433,0.077499,6202603,6075
2048,warm,False,6015056,0.082893,6150593,6022
2048,warm,False,6045564,0.097101,6195575,6052
2048,warm,False,6086394,0.079375,6301270,6094
2048,warm,False,6083240,0.078739,6241909,6118
2048,warm,False,6090967,0.060498,6202298,6097
2048,warm,False,6063072,0.099436,6243165,6098
2048,warm,False,7135403,0.087281,7277459,7142
2048,warm,False,6595172,0.114337,6804647,6644
2048,warm,False,7001445,0.064087,7139965,7014
2048,warm,False,6527625,0.092661,6762765,6618
2048,warm,False,5976996,0.126146,6336924,5985
2048,warm,False,6030812,0.115981,6193260,6037
2048,warm,False,6065166,0.083627,6204768,6072
2048,warm,False,6025147,0.101771,6191919,6032
2048,warm,False,6071437,0.078753,6274134,6077
2048,warm,False,6893119,0.124551,7081070,6899
2048,warm,False,6950503,0.114542,7185779,7026
2048,warm,False,6428075,0.062432,6599949,6488
2048,warm,False,6670125,0.057565,6781107,6677
2048,warm,False,6801262,0.083935,6941221,6809
2048,warm,False,6034306,0.087963,6181202,6043
2048,warm,False,5994204,0.062203,6105039,5999
2048,warm,False,6462042,0.117634,6735677,6563
2048,warm,False,6217565,0.116277,6380084,6224
2048,warm,False,6123938,0.06476,6300615,6132
2048,warm,False,6063148,0.081374,6206134,6070
2048,warm,False,6288464,0.090011,6429727,6294
2048,warm,False,6111522,0.121755,6297596,6125
2048,warm,False,6140965,0.10497,6317542,6148
2048,warm,False,6555300,0.08664,6692687,6560
2048,warm,False,6445685,0.114624,6615337,6454
2048,warm,False,6246014,0.077139,6373398,6251
2048,warm,False,6179039,0.06679,6298354,6184
2048,warm,False,6096832,0.065729,6218483,6102
2048,warm,False,6125375,0.098602,6330457,6132
2048,warm,False,6098904,0.09811,6281958,6140
2048,warm,False,6137035,0.08679,6277492,6142
2048,warm,False,6940469,0.098322,7109807,6946
2048,warm,False,7069204,0.078184,7201382,7075
2048,warm,False,6459415,0.095713,6604099,6465
2048,warm,False,6325288,0.070731,6455110,6334
2048,warm,False,6289133,0.069261,6410990,6296
2048,warm,False,6262823,0.060509,6373982,6270
2048,warm,False,6219492,0.0883,6424426,6287
2048,warm,False,6065127,0.090597,6203507,6070
2048,warm,False,6073980,0.081338,6339318,6102
2048,warm,False,6108639,0.063891,6230478,6116
2048,warm,False,6162923,0.078609,6288711,6168
2048,warm,False,6715923,0.108057,6874801,6724
2048,warm,False,6724010,0.094594,6931885,6732
2048,warm,False,6828985,0.070217,6954726,6834
2048,warm,False,6596849,0.090337,6821618,6684
2048,warm,False,6278021,0.102351,6433112,6286
2048,warm,False,6164486,0.095129,6318589,6170
2048,warm,False,6129549,0.073419,6254690,6137
2048,warm,False,6127715,0.105172,6290790,6135
2048,warm,False,6019358,0.081796,6233955,6026
2048,warm,False,6048982,0.073287,6207554,6086
