memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
512,warm,False,265991,0.381093,775767,267680,92.0
512,warm,False,358825,5.397682,6090456,360420,94.0
512,warm,False,325731,0.402101,862758,327740,93.0
512,warm,False,304656,0.413351,848587,306410,93.0
512,warm,False,295054,0.375262,797591,296770,93.0
512,warm,False,278935,0.368771,776335,280730,92.0
512,warm,False,340661,0.38906,863334,342930,93.0
512,warm,False,279455,0.409832,815054,281140,94.0
512,warm,False,263671,0.384035,776661,265470,93.0
512,warm,False,276930,0.425349,827965,278750,93.0
512,warm,False,299869,0.443912,968892,302110,93.0
512,warm,False,439329,5.40589,6091136,441800,94.0
512,warm,False,263851,0.467833,958981,265360,92.0
512,warm,False,708763,0.355671,1205143,710850,92.0
512,warm,False,276822,0.41619,829191,278580,93.0
512,warm,False,514688,0.374544,1024426,516940,93.0
512,warm,False,285518,0.363655,792091,287750,93.0
512,warm,False,300085,0.35742,808285,307460,93.0
512,warm,False,301252,0.381568,813014,303130,93.0
512,warm,False,318321,0.396912,854089,320410,93.0
512,warm,False,381537,0.378629,887812,383290,93.0
512,warm,False,277611,0.394786,806805,279500,94.0
512,warm,False,264882,0.443084,957785,266830,93.0
512,warm,False,262291,0.443891,976635,265430,93.0
512,warm,False,268708,0.454661,850878,270340,93.0
512,warm,False,273708,0.384163,792814,275650,93.0
512,warm,False,269632,0.401634,804573,271330,93.0
512,warm,False,279593,0.432078,844496,281540,93.0
512,warm,False,328062,5.413143,6106345,329880,93.0
512,warm,False,338949,5.408038,6088738,340830,94.0
512,warm,False,328920,0.377467,840444,330850,93.0
512,warm,False,287357,0.428277,977050,289270,92.0
512,warm,False,262687,0.37044,802762,264480,93.0
512,warm,False,271053,0.389247,811336,275640,93.0
512,warm,False,376372,5.412089,6088531,378320,94.0
512,warm,False,441998,5.394317,6095521,443920,94.0
512,warm,False,271546,0.369797,781413,273290,93.0
512,warm,False,348160,0.368399,846829,350860,93.0
512,warm,False,284766,0.368864,784389,286480,93.0
512,warm,False,347769,0.377952,860600,349540,93.0
512,warm,False,273573,0.464457,868317,275560,93.0
512,warm,False,266024,0.446032,842891,267650,93.0
512,warm,False,289703,0.425348,957177,291590,92.0
512,warm,False,320196,0.373344,819097,321800,93.0
512,warm,False,370178,0.463779,967864,372150,93.0
512,warm,False,397380,0.357189,880776,399360,93.0
512,warm,False,260009,0.413179,948966,261589,92.0
512,warm,False,261552,0.468751,963588,263100,93.0
512,warm,False,262231,0.382383,773409,264060,93.0
512,warm,False,251762,0.40723,789477,253330,93.0
512,warm,False,314821,0.367058,815138,316630,93.0
512,warm,False,281018,0.43478,850006,282920,93.0
512,warm,False,306445,0.461385,974333,308390,93.0
512,warm,False,276710,0.400917,806469,278690,92.0
512,warm,False,337349,0.370668,838557,339130,93.0
512,warm,False,300858,0.437049,965253,302840,93.0
512,warm,False,385058,5.416144,6106955,387010,93.0
512,warm,False,387569,5.414066,6089278,389800,94.0
512,warm,False,268611,0.389654,788135,270590,93.0
512,warm,False,255098,0.423741,960616,257519,93.0
512,warm,False,350588,5.360822,6092038,352440,94.0
512,warm,False,419431,5.411181,6092183,421290,94.0
512,warm,False,274140,0.440294,843825,275910,93.0
512,warm,False,251844,0.413745,808966,253710,93.0
512,warm,False,382303,5.40434,6083663,384160,94.0
512,warm,False,289313,0.395781,819593,291260,93.0
512,warm,False,251223,0.366164,764959,252980,93.0
512,warm,False,366345,0.406287,958297,368400,92.0
512,warm,False,291902,0.397228,962341,293830,92.0
512,warm,False,330510,0.379228,845257,332280,93.0
512,warm,False,294017,0.388456,826328,296220,92.0
512,warm,False,248502,0.415328,795680,250570,93.0
512,warm,False,331078,5.395153,6083972,332900,93.0
512,warm,False,415670,0.427731,979848,417580,93.0
512,warm,False,279180,0.409324,814739,281130,93.0
512,warm,False,278275,0.340118,796706,280180,93.0
512,warm,False,272835,0.392221,801187,274710,93.0
512,warm,False,294394,0.389882,817806,296510,93.0
512,warm,False,269569,0.382743,780284,271450,93.0
512,warm,False,349499,5.415898,6091678,351420,93.0
512,warm,False,292319,0.391222,813075,294210,93.0
512,warm,False,408666,5.42532,6097999,411230,95.0
512,warm,False,358681,0.382075,870695,360520,93.0
512,warm,False,305300,0.37404,811508,307170,93.0
512,warm,False,286461,0.408604,830876,288300,93.0
512,warm,False,340869,0.401473,878650,342720,92.0
512,warm,False,429942,5.413652,6092751,432510,94.0
512,warm,False,309892,0.463212,961397,312090,93.0
512,warm,False,281193,0.423444,957077,282550,93.0
512,warm,False,285398,0.366097,794285,287950,93.0
512,warm,False,356288,5.367345,6088503,358560,93.0
512,warm,False,250708,0.458268,955239,252550,93.0
512,warm,False,511870,0.461807,1104163,513780,92.0
512,warm,False,426748,0.439183,997616,429240,93.0
512,warm,False,383895,5.404064,6095408,385810,94.0
512,warm,False,303686,0.402821,842566,305520,93.0
512,warm,False,336218,0.342205,800994,337720,92.0
512,warm,False,275049,0.365437,778471,277350,93.0
512,warm,False,280907,0.363302,804159,282690,93.0
512,warm,False,386960,0.430261,949373,388670,93.0
512,warm,False,287823,0.3556,777275,289520,93.0
512,warm,False,249197,0.390867,779287,251060,93.0
512,warm,False,308281,0.426265,864378,309990,93.0
512,warm,False,441074,5.411068,6103571,443290,94.0
512,warm,False,339499,5.409369,6108260,341840,94.0
512,warm,False,399792,0.412544,943210,401440,94.0
512,warm,False,268933,0.456886,955211,271180,92.0
512,warm,False,383363,5.346143,6084460,385110,94.0
512,warm,False,335261,5.396466,6091164,338100,94.0
512,warm,False,428443,0.412002,975218,430360,93.0
512,warm,False,394220,0.43797,962002,396010,93.0
512,warm,False,278174,0.392545,799386,279980,93.0
512,warm,False,258256,0.430746,818958,260190,93.0
512,warm,False,254127,0.367784,770150,255930,93.0
512,warm,False,290195,0.451481,966059,292310,92.0
512,warm,False,369748,5.381076,6092559,371500,93.0
512,warm,False,271035,0.403465,812543,272910,93.0
512,warm,False,276086,0.346484,802029,278380,93.0
512,warm,False,284039,0.466108,957148,285930,93.0
512,warm,False,324242,5.411548,6095428,326390,93.0
512,warm,False,281853,0.421809,976082,283800,93.0
512,warm,False,289836,0.400097,824306,293470,93.0
512,warm,False,310622,0.409769,851903,312420,93.0
512,warm,False,272766,0.464423,970958,274720,93.0
512,warm,False,326053,5.412616,6094526,327980,93.0
512,warm,False,312756,0.385065,826231,314620,93.0
512,warm,False,281041,0.391564,800694,282740,93.0
512,warm,False,272359,0.461117,965438,274210,93.0
512,warm,False,289351,0.393294,815379,291150,93.0
512,warm,False,282098,0.448956,970011,283870,93.0
512,warm,False,368646,0.394155,897067,370450,93.0
512,warm,False,305029,0.380097,812366,306910,93.0
512,warm,False,329148,5.395977,6102323,330910,93.0
512,warm,False,284567,0.360325,793366,286900,92.0
512,warm,False,343834,5.385647,6086988,346020,93.0
512,warm,False,266551,0.387073,791540,268460,93.0
512,warm,False,334304,0.378536,848440,336010,93.0
512,warm,False,394400,0.452219,974960,396360,92.0
512,warm,False,257482,0.375849,771364,259250,93.0
512,warm,False,329937,5.378209,6086906,331790,93.0
512,warm,False,256600,0.399608,791472,258459,93.0
512,warm,False,273216,0.367124,799534,275170,93.0
512,warm,False,316978,0.400498,958524,323050,92.0
512,warm,False,337640,0.368421,839866,339350,93.0
512,warm,False,277825,0.38409,796519,279650,93.0
512,warm,False,280030,0.473333,975114,282090,93.0
512,warm,False,264760,0.42783,969864,266580,92.0
512,warm,False,485709,5.349947,6084813,487350,93.0
512,warm,False,300015,0.436434,961552,302020,92.0
512,warm,False,532937,0.361476,1024215,534720,92.0
512,warm,False,256559,0.385789,783071,258390,92.0
512,warm,False,524082,5.411821,6092857,525980,93.0
512,warm,False,266710,0.457546,860220,268780,93.0
512,warm,False,295397,0.404049,830100,297850,93.0
512,warm,False,255587,0.361917,767735,257579,93.0
512,warm,False,289529,0.416341,841812,291420,93.0
512,warm,False,255964,0.394539,798894,257829,93.0
512,warm,False,330478,0.377477,840638,332340,93.0
512,warm,False,273850,0.40652,809586,275820,93.0
512,warm,False,333532,5.417285,6089856,335500,94.0
512,warm,False,274913,0.378574,810315,276740,93.0
512,warm,False,253652,0.378448,796165,255920,93.0
512,warm,False,393489,5.383323,6100532,395920,94.0
512,warm,False,326594,0.395226,855729,328900,93.0
512,warm,False,698711,0.360667,1190677,701100,93.0
512,warm,False,264192,0.44113,964095,266090,93.0
512,warm,False,331860,0.386933,853429,334750,93.0
512,warm,False,297805,0.398513,836703,299790,93.0
512,warm,False,299228,0.386196,814252,301690,93.0
512,warm,False,318128,5.376829,6084247,319910,94.0
512,warm,False,271082,0.46371,976184,272930,93.0
512,warm,False,257439,0.411883,798088,259510,93.0
512,warm,False,432295,5.365913,6090292,434070,94.0
512,warm,False,289818,0.365282,784749,292150,93.0
512,warm,False,319278,5.381087,6090088,321000,94.0
512,warm,False,343044,0.415307,894812,344990,93.0
512,warm,False,269120,0.455161,959292,271260,92.0
512,warm,False,258111,0.470873,967568,259690,93.0
512,warm,False,309576,0.388271,836688,311770,93.0
512,warm,False,330535,5.402127,6096546,332340,94.0
512,warm,False,280095,0.421903,960705,282330,93.0
512,warm,False,345045,0.378522,857774,347280,93.0
512,warm,False,287372,0.450065,973609,289160,93.0
512,warm,False,348388,5.391915,6104585,349940,94.0
512,warm,False,281776,0.403757,832601,284370,93.0
512,warm,False,305461,0.355205,817712,307380,92.0
512,warm,False,358286,0.407617,892433,360120,93.0
512,warm,False,258449,0.402287,804537,260680,93.0
512,warm,False,254340,0.35015,797123,256390,94.0
512,warm,False,339014,5.429533,6103505,340590,94.0
512,warm,False,353404,0.353664,836839,355210,92.0
512,warm,False,322411,0.421919,969728,324380,93.0
512,warm,False,306496,0.346941,796862,308300,92.0
512,warm,False,312746,5.382323,6098280,314450,94.0
512,warm,False,359316,5.39071,6087009,362220,94.0
512,warm,False,352366,0.421669,906275,354240,95.0
512,warm,False,300912,0.454205,962768,302790,92.0
512,warm,False,266784,0.373977,804386,268790,92.0
512,warm,False,292663,0.377442,799453,294650,93.0
512,warm,False,249388,0.363908,812444,251270,93.0
512,warm,False,320876,5.388312,6091134,329380,94.0
512,warm,False,318439,0.377477,836314,320510,93.0
512,warm,False,302680,0.406124,846391,304520,93.0
512,warm,False,259372,0.432296,818566,260820,93.0
512,warm,False,350117,0.409151,891431,351960,93.0
512,warm,False,282813,0.369089,809249,284520,93.0
512,warm,False,493456,5.349587,6086947,495360,93.0
512,warm,False,290205,5.411868,6081027,292800,94.0
512,warm,False,295689,0.434738,952748,297750,92.0
512,warm,False,280785,0.408426,817169,282500,93.0
512,warm,False,295377,0.350927,779172,296870,95.0
512,warm,False,397338,0.418786,943630,399250,93.0
512,warm,False,282769,0.440609,961902,284980,93.0
512,warm,False,255305,0.458506,962664,257079,93.0
512,warm,False,313048,5.424706,6096168,314890,93.0
512,warm,False,284192,0.361944,802548,286160,93.0
512,warm,False,500253,5.409322,6102708,502370,94.0
512,warm,False,273735,0.471049,956847,275470,92.0
512,warm,False,306446,0.381972,828281,310740,93.0
512,warm,False,446321,5.412129,6107724,448290,94.0
512,warm,False,290324,0.456664,964050,292710,92.0
512,warm,False,296398,0.455723,971259,298410,93.0
512,warm,False,312857,0.417903,865404,314590,92.0
512,warm,False,389656,5.404562,6098408,391130,93.0
512,warm,False,275798,0.468176,959528,277800,92.0
512,warm,False,271332,0.435051,958951,273190,92.0
512,warm,False,373583,0.385212,886015,375590,92.0
512,warm,False,261734,0.343637,797985,263390,92.0
512,warm,False,263590,0.430102,823429,265590,93.0
512,warm,False,357733,0.411503,897428,359480,93.0
512,warm,False,296427,0.355558,780159,297890,93.0
512,warm,False,372484,0.424735,932784,374150,94.0
512,warm,False,251315,0.380142,767609,253200,93.0
512,warm,False,262267,0.371443,769749,263740,93.0
512,warm,False,326277,0.429118,977818,328700,93.0
512,warm,False,324740,5.432659,6093219,326760,93.0
512,warm,False,294004,0.362064,789980,296290,93.0
512,warm,False,383142,5.377099,6091862,385490,94.0
512,warm,False,332225,0.414231,964399,335250,93.0
512,warm,False,405815,0.444348,983065,407610,94.0
512,warm,False,276143,0.415896,820969,277900,93.0
512,warm,False,312555,0.446144,962911,316720,92.0
512,warm,False,399170,5.375885,6094204,401040,93.0
512,warm,False,402985,5.412619,6099385,404750,94.0
512,warm,False,435423,0.422274,990964,437220,93.0
256,warm,False,673323,0.369343,1183244,675280,94.0
256,warm,False,708404,0.399558,1263032,709920,94.0
256,warm,False,531877,0.500071,1230332,533840,93.0
256,warm,False,519121,0.383067,1031531,521100,92.0
256,warm,False,613453,0.41117,1166108,615550,94.0
