#Seconds from epoch.microseconds; CPU times are in microseconds
Begin,End,Duration,User,Sys
1605553902.135322,1605553904.956787,2821465.0,819013.9999999957,65742.99999999945
1605553904.976046,1605553907.782540,2806494.0,784251.9999999951,100061.00000000017
1605553907.802119,1605553911.041398,3239279.0,769266.9999999993,123872.99999999968
1605553911.061545,1605553913.793839,2732294.0,774407.999999994,98489.99999999997
1605553913.814036,1605553918.353974,4539938.0,766859.9999999941,106437.99999999892
1605553918.374541,1605553921.316480,2941939.0,783454.000000006,122221.99999999894
1605553921.337840,1605553924.605526,3267686.0,827760.9999999953,67496.00000000022
1605553924.626650,1605553927.647146,3020496.0,791612.0000000007,81325.00000000143
1605553927.668555,1605553930.604282,2935727.0,785510.0000000021,106488.99999999984
1605553930.626132,1605553934.011087,3384955.0,823234.9999999969,67745.99999999964
1605553934.033394,1605553936.643681,2610287.0,802608.9999999896,98140.00000000079
1605553936.666162,1605553939.181386,2515224.0,817215.9999999878,77607.00000000042
1605553939.204345,1605553942.044794,2840449.0,796218.9999999936,89457.00000000124
1605553942.067978,1605553944.688670,2620692.0,821875.9999999889,74365.99999999949
1605553944.712346,1605553947.216243,2503897.0,778271.0000000037,111629.00000000064
1605553947.240257,1605553950.139559,2899302.0,822091.9999999978,75630.99999999956
1605553950.163727,1605553952.939876,2776149.0,785607.9999999963,77780.00000000063
1605553952.964426,1605553955.859270,2894844.0,821269.9999999984,60088.000000000364
1605553955.884169,1605553958.499966,2615797.0,813829.9999999958,70984.00000000105
1605553958.525179,1605553960.979307,2454128.0,811374.9999999981,76133.99999999971
1605553961.005052,1605553964.049949,3044897.0,824556.0000000012,109676.99999999958
1605553964.076056,1605553966.891294,2815238.0,821605.0000000052,93930.00000000029
1605553966.917734,1605553969.527597,2609863.0,805352.9999999966,95936.99999999927
1605553969.555034,1605553972.178907,2623873.0,806262.9999999871,103762.99999999894
1605553972.206009,1605553974.864718,2658709.0,799715.0000000062,94262.99999999977
1605553974.892252,1605553977.866286,2974034.0,768357.9999999921,131185.9999999996
1605553977.894692,1605553980.323101,2428409.0,798598.9999999958,95038.00000000063
1605553980.351390,1605553983.055525,2704135.0,789988.9999999914,105755.99999999952
1605553983.084523,1605553985.594799,2510276.0,779250.0000000047,108700.00000000068
1605553985.623997,1605553988.256459,2632462.0,819237.9999999986,67814.99999999952
1605553988.286379,1605553990.874905,2588526.0,810800.0000000005,68419.00000000045
1605553990.911454,1605553993.609410,2697956.0,751268.9999999935,149340.99999999974
1605553993.640184,1605553996.461662,2821478.0,782738.0000000091,91595.00000000164
1605553996.492913,1605553999.589365,3096452.0,790448.9999999953,96723.00000000079
1605553999.621056,1605554002.389565,2768509.0,781437.9999999943,114819.00000000067
1605554002.421488,1605554004.916259,2494771.0,778790.9999999983,111722.00000000032
1605554004.948519,1605554007.834447,2885928.0,817130.9999999892,80375.99999999933
1605554007.867351,1605554010.413717,2546366.0,777804.0000000033,115456.99999999926
1605554010.446923,1605554013.317392,2870469.0,780715.9999999981,101504.9999999995
1605554013.351590,1605554016.010576,2658986.0,789747.9999999888,76983.00000000025
1605554016.044456,1605554019.066895,3022439.0,792564.9999999962,89840.00000000058
1605554019.113450,1605554021.854754,2741304.0,827626.9999999925,73911.00000000073
1605554021.890149,1605554024.611206,2721057.0,811973.000000009,89722.99999999933
1605554024.646834,1605554034.700881,10054047.0,780842.0000000069,119123.99999999935
1605554034.737427,1605554037.333294,2595867.0,845518.9999999959,49665.00000000096
1605554037.370196,1605554040.034549,2664353.0,787301.9999999969,100490.99999999988
1605554040.070889,1605554042.753414,2682525.0,845869.0000000076,73315.99999999838
1605554042.790360,1605554045.650621,2860261.0,812828.9999999936,72324.00000000006
1605554045.713238,1605554048.801375,3088137.0,851909.0000000063,102278.99999999935
1605554048.839520,1605554051.628813,2789293.0,823820.000000012,91269.99999999974
1605554051.667496,1605554054.382839,2715343.0,829085.9999999895,77072.99999999862
1605554054.421500,1605554056.994161,2572661.0,789963.0000000002,97562.99999999919
1605554057.033400,1605554059.616472,2583072.0,813603.0000000005,85417.00000000141
1605554059.656734,1605554062.400988,2744254.0,782039.000000026,111193.0000000001
1605554062.441100,1605554065.560685,3119585.0,790157.999999991,86040.99999999981
1605554065.602766,1605554068.251003,2648237.0,776189.0000000164,118252.00000000003
1605554068.292932,1605554070.926358,2633426.0,806027.0000000002,72909.000000001
1605554070.968803,1605554073.565770,2596967.0,772601.0000000087,128007.00000000198
1605554073.607796,1605554076.789930,3182134.0,761774.0000000026,141432.99999999924
1605554076.832211,1605554079.362225,2530014.0,810509.9999999936,70778.99999999815
1605554079.405574,1605554082.312027,2906453.0,798659.0000000149,103853.00000000086
1605554082.355040,1605554085.159080,2804040.0,806657.0000000013,82981.00000000019
1605554085.202466,1605554088.000032,2797566.0,828558.0000000153,82242.00000000081
1605554088.043626,1605554090.614644,2571018.0,771752.9999999898,127750.99999999994
1605554090.658863,1605554093.356439,2697576.0,803215.999999992,104901.00000000169
1605554093.403304,1605554096.021722,2618418.0,780298.9999999852,116142.99999999744
1605554096.067312,1605554098.584429,2517117.0,787262.9999999958,120167.9999999996
1605554098.629682,1605554108.925815,10296133.0,790663.0000000234,95700.00000000079
1605554108.972059,1605554112.205696,3233637.0,824058.0000000079,89832.99999999872
1605554112.252240,1605554114.754178,2501938.0,774771.9999999845,97947.00000000134
1605554114.801175,1605554117.334573,2533398.0,809675.000000027,101623.9999999975
1605554117.382523,1605554119.933866,2551343.0,785292.9999999958,118400.00000000116
1605554119.982207,1605554122.659259,2677052.0,778803.0000000106,123640.00000000175
1605554122.708057,1605554125.225260,2517203.0,782373.0000000069,92162.00000000185
1605554125.274545,1605554127.827069,2552524.0,819186.000000002,83567.99999999964
1605554127.876879,1605554130.830608,2953729.0,781981.0000000019,122088.00000000153
1605554130.880742,1605554133.516486,2635744.0,800961.0000000009,85945.99999999985
1605554133.568469,1605554136.583084,3014615.0,786417.9999999977,110230.00000000138
1605554136.634060,1605554139.362530,2728470.0,793970.9999999991,82502.00000000163
1605554139.415479,1605554142.328756,2913277.0,825981.0000000129,72423.99999999805
1605554142.381381,1605554145.689514,3308133.0,807493.9999999913,92144.00000000112
1605554145.742984,1605554149.227232,3484248.0,808018.0000000041,100736.00000000127
1605554149.280587,1605554151.991929,2711342.0,789683.9999999941,74888.0000000014
1605554152.044781,1605554154.804801,2760020.0,799169.0000000063,96571.99999999833
1605554154.859239,1605554157.587413,2728174.0,807497.0000000121,94400.00000000026
1605554157.642321,1605554160.402818,2760497.0,789966.9999999901,120960.00000000017
1605554160.458247,1605554163.314433,2856186.0,812936.0000000077,81380.0000000029
1605554163.370319,1605554166.250358,2880039.0,791002.9999999893,117201.99999999892
1605554166.306374,1605554169.514980,3208606.0,783859.0000000068,126094.00000000192
1605554169.572330,1605554173.689492,4117162.0,822923.0000000029,83275.00000000044
