id,client_send,client_rcv
1,1598003331.237747,1598003331.44251
2,1598003331.442564,1598003331.647258
3,1598003331.647309,1598003331.852224
4,1598003331.852274,1598003332.053542
5,1598003332.053608,1598003332.260193
6,1598003332.260248,1598003332.463792
7,1598003332.463844,1598003332.668796
8,1598003332.668863,1598003332.875069
9,1598003332.87512,1598003333.079025
10,1598003333.079081,1598003333.283379
11,1598003333.283432,1598003333.488937
12,1598003333.489016,1598003333.691781
13,1598003333.69183,1598003333.896899
14,1598003333.896961,1598003334.101611
15,1598003334.101665,1598003334.306281
16,1598003334.306339,1598003334.514488
17,1598003334.514537,1598003334.715121
18,1598003334.715172,1598003334.918404
19,1598003334.918456,1598003335.126999
20,1598003335.127137,1598003335.330247
21,1598003335.330541,1598003335.535032
22,1598003335.535096,1598003335.740709
23,1598003335.740763,1598003335.945595
24,1598003335.945647,1598003336.149419
25,1598003336.149472,1598003336.354266
26,1598003336.354317,1598003336.558707
27,1598003336.558758,1598003336.764044
28,1598003336.764096,1598003336.966779
29,1598003336.966842,1598003337.170926
30,1598003337.170977,1598003337.377403
31,1598003337.377457,1598003337.582324
32,1598003337.582374,1598003337.787119
33,1598003337.787189,1598003337.913417
34,1598003337.913783,1598003338.039382
35,1598003338.039435,1598003338.196579
36,1598003338.196633,1598003338.400843
37,1598003338.400921,1598003338.607747
38,1598003338.607796,1598003338.811816
39,1598003338.811866,1598003339.015824
40,1598003339.015877,1598003339.219283
41,1598003339.219336,1598003339.423181
42,1598003339.423235,1598003339.628542
43,1598003339.628595,1598003339.831157
44,1598003339.831211,1598003340.035832
45,1598003340.035882,1598003340.247012
46,1598003340.24714,1598003340.450494
47,1598003340.450562,1598003340.655809
48,1598003340.655865,1598003340.861316
49,1598003340.861371,1598003341.064098
50,1598003341.064152,1598003341.270229
51,1598003341.270628,1598003341.475094
52,1598003341.475162,1598003341.675871
53,1598003341.675925,1598003341.880457
54,1598003341.880506,1598003342.083064
