id,client_send,client_rcv
1,1598006055.441738,1598006055.564845
2,1598006055.564898,1598006055.747295
3,1598006055.747344,1598006055.952244
4,1598006055.952297,1598006056.159578
5,1598006056.159629,1598006056.363393
6,1598006056.363447,1598006056.568294
7,1598006056.568389,1598006056.772977
8,1598006056.773029,1598006056.976093
9,1598006056.976151,1598006057.191394
10,1598006057.191448,1598006057.387527
11,1598006057.387583,1598006057.588998
12,1598006057.589118,1598006057.794775
13,1598006057.794833,1598006058.006907
14,1598006058.006968,1598006058.205822
15,1598006058.20588,1598006058.412892
16,1598006058.412947,1598006058.613151
17,1598006058.613431,1598006058.817966
18,1598006058.818062,1598006058.945775
19,1598006058.94583,1598006059.126439
20,1598006059.126496,1598006059.339507
21,1598006059.339565,1598006059.536229
