Begin,End,Duration,User,Sys
1605566616.638,1605566616.803,164926.105,71360,4192
1605566616.842,1605566616.994,151938.388,69372,4346
1605566617.034,1605566617.195,160616.299,70412,4078
1605566617.235,1605566617.408,173196.726,82912,4817
1605566617.449,1605566617.630,180604.605,81172,851
1605566617.672,1605566617.864,192035.619,67367,9165
1605566617.906,1605566618.128,222690.465,71248,5329
1605566618.171,1605566618.368,196999.872,72221,4654
1605566618.410,1605566618.640,230155.565,87833,308
1605566618.685,1605566618.885,200727.815,76315,797
1605566618.930,1605566619.091,161325.095,72676,5462
1605566619.136,1605566619.366,229694.198,71576,4205
1605566619.411,1605566619.563,151827.254,72471,4167
1605566619.609,1605566619.781,172427.231,67295,8242
1605566619.827,1605566620.000,172835.7,76284,0
1605566620.048,1605566620.217,169414.913,69122,7711
1605566620.264,1605566620.413,148288.864,68189,8468
1605566620.461,1605566620.678,217471.588,68685,8071
1605566620.729,1605566620.909,179832.887,63563,12193
1605566620.958,1605566621.124,166054.624,75460,1166
1605566621.173,1605566621.381,207511.012,74879,697
1605566621.431,1605566621.622,191455.122,63581,11738
1605566621.673,1605566621.839,166432.058,76652,476
1605566621.890,1605566622.093,203239.794,74650,1493
1605566622.144,1605566622.322,178258.934,72589,4695
1605566622.375,1605566622.577,202562.33,82849,0
1605566622.630,1605566622.814,184326.287,72991,3447
1605566622.867,1605566623.078,210436.694,71395,4138
1605566623.132,1605566623.327,195107.466,70377,4049
1605566623.380,1605566623.545,164279.488,73464,51
1605566623.599,1605566623.806,206146.323,64106,7649
1605566623.861,1605566624.075,214327.423,69671,4010
1605566624.131,1605566624.354,223828.523,76314,455
1605566624.411,1605566624.581,170072.621,72291,5037
1605566624.637,1605566624.820,182519.33,73481,180
1605566624.877,1605566625.013,136214.2,68717,3032
1605566625.071,1605566625.274,202692.34,63395,12165
1605566625.334,1605566625.502,168608.799,92327,813
