id,client_send,client_rcv
1,1604975028.524921,1604975028.823862
2,1604975028.829781,1604975029.029973
3,1604975029.031368,1604975029.22992
4,1604975029.230709,1604975029.614946
5,1604975029.615078,1604975029.825156
6,1604975029.825327,1604975030.12363
7,1604975030.123784,1604975030.329444
8,1604975030.329555,1604975030.839835
9,1604975030.839978,1604975031.129387
10,1604975031.12971,1604975031.454561
11,1604975031.454698,1604975031.723474
12,1604975031.723608,1604975031.92925
13,1604975031.930059,1604975032.329993
14,1604975032.331085,1604975032.479631
15,1604975032.479854,1604975032.723705
16,1604975032.723843,1604975032.929047
17,1604975032.92935,1604975033.223796
18,1604975033.229962,1604975033.423633
19,1604975033.426268,1604975033.824073
20,1604975033.824198,1604975034.123525
21,1604975034.125279,1604975034.425063
22,1604975034.4262,1604975034.544532
23,1604975034.544666,1604975034.724177
24,1604975034.724302,1604975034.923998
25,1604975034.924136,1604975035.129816
26,1604975035.130057,1604975035.423768
27,1604975035.423892,1604975035.554968
28,1604975035.555144,1604975035.823585
29,1604975035.823702,1604975036.029162
30,1604975036.02935,1604975036.223984
31,1604975036.224234,1604975036.42798
32,1604975036.428103,1604975036.623523
33,1604975036.62368,1604975036.823527
34,1604975036.823707,1604975037.024475
35,1604975037.024602,1604975037.22461
36,1604975037.224942,1604975037.427614
37,1604975037.427711,1604975037.624174
38,1604975037.624296,1604975037.828911
39,1604975037.829403,1604975038.026975
40,1604975038.027263,1604975038.224022
41,1604975038.224193,1604975038.426329
42,1604975038.426725,1604975038.632979
