id,server_rcv,server_send
1,1604972993.8372,1604972993.837221
2,1604972993.903911,1604972993.903931
3,1604972994.041485,1604972994.041495
4,1604972994.203777,1604972994.203797
5,1604972994.381295,1604972994.381315
6,1604972994.504637,1604972994.504655
7,1604972994.531058,1604972994.531079
8,1604972994.559534,1604972994.559554
9,1604972994.585648,1604972994.585667
10,1604972994.70251,1604972994.702531
11,1604972994.807694,1604972994.807714
12,1604972994.906594,1604972994.906614
13,1604972995.101545,1604972995.101553
14,1604972995.269835,1604972995.269855
15,1604972995.303464,1604972995.303485
16,1604972995.404067,1604972995.404087
17,1604972995.681268,1604972995.681287
18,1604972995.885589,1604972995.885608
19,1604972996.089832,1604972996.08984
20,1604972996.29544,1604972996.29546
21,1604972996.499544,1604972996.499563
22,1604972996.524754,1604972996.524806
23,1604972996.604151,1604972996.604171
24,1604972996.909161,1604972996.909181
25,1604972997.001899,1604972997.001918
26,1604972997.102196,1604972997.102204
27,1604972997.318936,1604972997.318956
28,1604972997.40195,1604972997.40197
