id,server_rcv,server_send
1,1604973679.964541,1604973679.964567
2,1604973680.055854,1604973680.055862
3,1604973680.156104,1604973680.156123
4,1604973680.325776,1604973680.325796
5,1604973680.364592,1604973680.364599
6,1604973680.456427,1604973680.456447
7,1604973680.737282,1604973680.737301
8,1604973680.942091,1604973680.942114
9,1604973680.967804,1604973680.967829
10,1604973681.056375,1604973681.056383
11,1604973681.35617,1604973681.356193
12,1604973681.556119,1604973681.556168
13,1604973681.761585,1604973681.761605
14,1604973682.170821,1604973682.170841
15,1604973682.201012,1604973682.201032
16,1604973682.262492,1604973682.262512
17,1604973682.358678,1604973682.358697
18,1604973682.580177,1604973682.580197
19,1604973682.665845,1604973682.665865
20,1604973682.757713,1604973682.757732
21,1604973682.990205,1604973682.990215
22,1604973683.018,1604973683.018019
23,1604973683.194329,1604973683.194347
24,1604973683.26226,1604973683.262278
25,1604973683.362225,1604973683.362234
26,1604973683.604794,1604973683.604805
27,1604973683.809061,1604973683.809082
28,1604973683.8578,1604973683.857821
29,1604973683.958639,1604973683.958659
30,1604973683.991692,1604973683.991709
31,1604973684.058108,1604973684.058116
32,1604973684.158842,1604973684.158859
33,1604973684.400191,1604973684.400211
34,1604973684.462771,1604973684.462789
35,1604973684.557014,1604973684.557034
36,1604973684.69795,1604973684.69797
37,1604973684.756748,1604973684.756767
38,1604973684.862668,1604973684.862688
39,1604973684.958059,1604973684.958079
40,1604973684.988128,1604973684.988145
41,1604973685.156607,1604973685.156625
42,1604973685.446921,1604973685.446939
43,1604973685.652132,1604973685.65215
44,1604973685.857443,1604973685.857462
45,1604973685.95817,1604973685.95819
46,1604973685.986233,1604973685.986251
47,1604973686.063199,1604973686.063207
48,1604973686.163079,1604973686.163097
49,1604973686.256499,1604973686.256515
50,1604973686.47212,1604973686.472137
51,1604973686.562117,1604973686.562165
52,1604973686.880864,1604973686.880883
53,1604973686.956334,1604973686.956359
54,1604973686.987339,1604973686.987356
55,1604973687.061684,1604973687.061693
56,1604973687.290995,1604973687.291013
57,1604973687.368118,1604973687.368135
58,1604973687.700171,1604973687.700188
59,1604973687.764144,1604973687.764161
60,1604973687.862698,1604973687.862716
61,1604973687.959944,1604973687.959962
62,1604973688.110034,1604973688.110042
63,1604973688.161943,1604973688.161961
64,1604973688.51921,1604973688.519217
65,1604973688.558382,1604973688.55839
66,1604973688.699465,1604973688.699482
67,1604973688.756391,1604973688.756409
68,1604973689.134679,1604973689.134691
69,1604973689.159081,1604973689.159099
70,1604973689.258132,1604973689.25815
71,1604973689.357188,1604973689.357206
72,1604973689.457355,1604973689.457373
73,1604973689.558251,1604973689.558269
