id,server_rcv,server_send
1,1604975467.831947,1604975467.831969
2,1604975468.036706,1604975468.036725
3,1604975468.446679,1604975468.446706
4,1604975468.651225,1604975468.651247
5,1604975468.855874,1604975468.855885
6,1604975469.061447,1604975469.061454
7,1604975469.265976,1604975469.265997
8,1604975469.471002,1604975469.471025
9,1604975469.675278,1604975469.675299
10,1604975470.085472,1604975470.085481
11,1604975470.494451,1604975470.494469
12,1604975470.699219,1604975470.699241
13,1604975470.886229,1604975470.886248
14,1604975471.109099,1604975471.10911
15,1604975471.518593,1604975471.518615
16,1604975471.701866,1604975471.701888
17,1604975471.886124,1604975471.886138
18,1604975472.338132,1604975472.338153
19,1604975472.542912,1604975472.542933
20,1604975472.69781,1604975472.69783
21,1604975472.992123,1604975472.992144
22,1604975473.36194,1604975473.361961
23,1604975473.56706,1604975473.567083
24,1604975473.772049,1604975473.772069
25,1604975474.182157,1604975474.182178
26,1604975474.591524,1604975474.591545
27,1604975474.796035,1604975474.796056
28,1604975475.205731,1604975475.205753
