id,server_rcv,server_send
1,1604974515.508091,1604974515.508111
2,1604974515.712847,1604974515.712867
3,1604974515.917944,1604974515.917964
4,1604974516.123326,1604974516.123341
5,1604974516.327625,1604974516.327647
6,1604974516.53285,1604974516.53287
7,1604974516.735368,1604974516.735389
8,1604974516.933147,1604974516.933168
9,1604974517.146259,1604974517.14628
10,1604974517.351632,1604974517.351653
11,1604974517.55656,1604974517.556583
12,1604974517.686637,1604974517.68666
13,1604974517.935374,1604974517.935395
14,1604974518.170729,1604974518.170748
15,1604974518.375564,1604974518.375587
16,1604974518.98953,1604974518.989548
17,1604974519.399628,1604974519.39965
18,1604974519.603908,1604974519.603929
19,1604974519.792836,1604974519.792859
20,1604974520.013716,1604974520.013734
21,1604974520.219211,1604974520.219229
22,1604974520.423277,1604974520.423296
23,1604974520.832873,1604974520.832891
24,1604974521.038025,1604974521.038034
25,1604974521.242668,1604974521.242687
26,1604974521.44788,1604974521.447897
27,1604974521.856986,1604974521.857005
28,1604974522.061705,1604974522.061713
29,1604974522.266998,1604974522.267007
30,1604974522.675674,1604974522.675695
31,1604974523.085585,1604974523.085593
32,1604974523.290861,1604974523.290879
33,1604974523.700327,1604974523.700334
34,1604974523.905607,1604974523.905624
35,1604974524.11055,1604974524.110569
36,1604974524.314123,1604974524.314141
37,1604974524.519983,1604974524.520001
38,1604974524.723683,1604974524.723705
39,1604974524.929138,1604974524.929156
40,1604974525.339237,1604974525.339255
41,1604974525.543096,1604974525.543115
42,1604974525.953679,1604974525.953697
43,1604974526.36229,1604974526.362308
44,1604974526.567546,1604974526.567564
45,1604974526.897447,1604974526.897466
46,1604974527.08685,1604974527.086859
47,1604974527.386851,1604974527.38687
48,1604974527.796448,1604974527.796468
49,1604974527.99977,1604974527.99979
50,1604974528.20554,1604974528.205559
51,1604974528.410562,1604974528.41058
52,1604974528.615682,1604974528.615702
53,1604974528.789108,1604974528.789115
54,1604974529.230354,1604974529.230372
55,1604974529.439464,1604974529.439483
56,1604974529.844589,1604974529.844601
57,1604974530.253663,1604974530.253682
58,1604974530.458284,1604974530.458302
59,1604974530.873548,1604974530.873561
60,1604974531.277605,1604974531.277623
61,1604974531.487748,1604974531.487765
62,1604974531.897496,1604974531.897514
63,1604974532.097722,1604974532.09773
64,1604974532.301964,1604974532.301981
65,1604974532.506092,1604974532.506112
66,1604974532.91695,1604974532.916969
