id,server_rcv,server_send
1,1604974424.166508,1604974424.16653
2,1604974424.576665,1604974424.576685
3,1604974424.986097,1604974424.986117
4,1604974425.190971,1604974425.190992
5,1604974425.395788,1604974425.395809
6,1604974425.600156,1604974425.600176
7,1604974425.805198,1604974425.805207
8,1604974426.010081,1604974426.010102
9,1604974426.215237,1604974426.215259
10,1604974426.447505,1604974426.447525
11,1604974426.624189,1604974426.624209
12,1604974426.828955,1604974426.828976
13,1604974427.034349,1604974427.034371
14,1604974427.239347,1604974427.239367
15,1604974427.443493,1604974427.44352
16,1604974427.64816,1604974427.648183
17,1604974427.85368,1604974427.853701
18,1604974428.057843,1604974428.057852
19,1604974428.26304,1604974428.263064
20,1604974428.467766,1604974428.467787
21,1604974428.672271,1604974428.672278
22,1604974429.082226,1604974429.082234
23,1604974429.286949,1604974429.286973
24,1604974429.69607,1604974429.696093
25,1604974429.884734,1604974429.884754
26,1604974430.105545,1604974430.105555
27,1604974430.311438,1604974430.311462
28,1604974430.515979,1604974430.515999
29,1604974430.925384,1604974430.925405
30,1604974431.130041,1604974431.130051
31,1604974431.335163,1604974431.335189
32,1604974431.539532,1604974431.539553
33,1604974431.744095,1604974431.744134
34,1604974431.949624,1604974431.949646
35,1604974432.153815,1604974432.153835
36,1604974432.563927,1604974432.563953
37,1604974432.768353,1604974432.768373
38,1604974433.177943,1604974433.177969
39,1604974433.386038,1604974433.386049
40,1604974433.587389,1604974433.58741
41,1604974433.99696,1604974433.996979
42,1604974434.201991,1604974434.202016
43,1604974434.40731,1604974434.40732
44,1604974434.685381,1604974434.685405
45,1604974435.021636,1604974435.021657
