id,client_send,client_rcv
1,1604974868.524644,1604974868.924121
2,1604974868.924241,1604974869.123477
3,1604974869.123736,1604974869.423796
4,1604974869.430987,1604974869.723547
5,1604974869.723719,1604974869.923867
6,1604974869.924183,1604974870.126443
7,1604974870.126526,1604974870.323826
8,1604974870.323952,1604974870.52908
9,1604974870.529215,1604974870.72871
10,1604974870.728956,1604974870.929779
11,1604974870.92993,1604974871.129015
12,1604974871.129494,1604974871.324553
13,1604974871.324693,1604974871.523809
14,1604974871.524139,1604974871.723729
15,1604974871.729708,1604974872.125568
16,1604974872.125722,1604974872.332295
17,1604974872.333128,1604974872.535173
18,1604974872.535328,1604974872.728675
19,1604974872.728807,1604974873.024041
20,1604974873.024703,1604974873.353923
21,1604974873.354126,1604974873.629064
22,1604974873.629198,1604974873.82404
23,1604974873.824438,1604974874.024021
24,1604974874.024558,1604974874.168571
25,1604974874.168692,1604974874.424067
26,1604974874.424465,1604974874.62985
27,1604974874.631091,1604974874.923731
28,1604974874.930348,1604974875.123723
29,1604974875.125643,1604974875.628858
30,1604974875.629158,1604974875.828717
31,1604974875.828963,1604974876.029739
32,1604974876.029967,1604974876.225652
33,1604974876.225745,1604974876.428084
34,1604974876.428213,1604974876.723793
35,1604974876.723935,1604974877.030389
36,1604974877.033084,1604974877.2242
37,1604974877.224496,1604974877.624016
38,1604974877.63053,1604974877.934122
39,1604974877.934661,1604974878.123532
40,1604974878.124841,1604974878.267278
41,1604974878.267677,1604974878.525016
42,1604974878.525148,1604974878.73192
43,1604974878.732063,1604974878.929371
44,1604974879.023593,1604974879.292185
45,1604974879.292347,1604974879.524498
46,1604974879.524661,1604974879.823584
47,1604974879.82442,1604974880.023694
48,1604974880.123402,1604974880.314944
49,1604974880.315076,1604974880.530075
50,1604974880.53021,1604974880.729294
51,1604974880.729528,1604974880.933429
52,1604974880.933543,1604974881.223495
53,1604974881.223639,1604974881.339587
54,1604974881.340711,1604974881.629618
55,1604974881.731402,1604974882.023974
56,1604974882.024141,1604974882.229741
57,1604974882.232211,1604974882.42633
58,1604974882.42905,1604974882.624291
59,1604974882.626443,1604974883.029632
60,1604974883.029758,1604974883.224264
61,1604974883.224399,1604974883.59124
62,1604974883.59232,1604974883.830044
63,1604974883.830691,1604974884.023622
64,1604974884.023733,1604974884.224453
65,1604974884.2281,1604974884.414549
66,1604974884.414684,1604974884.623841
67,1604974884.623942,1604974884.83491
68,1604974884.835628,1604974885.023709
69,1604974885.026027,1604974885.230901
70,1604974885.231748,1604974885.524297
71,1604974885.524427,1604974885.923734
72,1604974885.924039,1604974886.257563
73,1604974886.257729,1604974886.5251
