memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
0,burst,False,213227,0.296695,3273340,2383719,
0,burst,False,226756,0.319649,13476135,11970825,
0,burst,False,242199,0.591973,5600220,4441767,
0,burst,False,223395,0.326079,8539798,7382488,
0,burst,False,260647,0.548044,9191443,7651350,
0,burst,False,241522,0.29996,2266225,1368277,
0,burst,False,230188,0.278526,4749774,1993162,
0,burst,False,347921,0.296625,4665839,3627957,
0,burst,False,254176,0.591258,11249741,9653508,
0,burst,False,223496,0.297806,3269706,2357702,
0,burst,False,218770,0.310985,4710830,3852980,
0,burst,False,212997,0.327373,8629851,7294941,
0,burst,False,229718,0.311059,5987955,4991675,
0,burst,False,256258,0.307847,3239451,2455972,
0,burst,False,194601,0.319122,8349623,6828236,
0,burst,False,271691,0.334868,6038477,2693146,
0,burst,False,229174,0.568073,9229933,7857439,
0,burst,False,205366,0.309337,6548371,5311136,
0,burst,False,209032,0.323913,6198653,4813930,
0,burst,False,227966,0.308212,8817313,7529519,
0,burst,False,308623,0.304123,5083431,4115904,
0,burst,False,234142,0.548879,12878311,11230449,
0,burst,False,202710,0.564837,12530778,10964648,
0,burst,False,226094,0.533514,3885709,2808606,
0,burst,False,234419,0.28557,4683349,3713722,
0,burst,False,225352,0.317119,4386017,3395115,
0,burst,False,216039,0.321843,3931727,2966195,
0,burst,False,207197,0.314578,5545591,4200899,
0,burst,False,234444,0.325726,10412741,9084093,
0,burst,False,271104,0.320826,3777365,2951996,
0,burst,False,224724,0.579967,6539140,2715045,
0,burst,False,260408,0.284482,2482231,1739467,
0,burst,False,197474,0.307104,2901466,1706352,
0,burst,False,207397,0.341426,9625391,8385746,
0,burst,False,217099,0.315435,7163276,6070045,
0,burst,False,232675,0.310975,8205794,6876262,
0,burst,False,251448,0.591336,13470615,11829697,
0,burst,False,249493,0.292525,3032879,2394832,
0,burst,False,246773,0.577123,11648162,10128108,
0,burst,False,234510,0.327219,11638829,10187744,
0,burst,False,209568,0.315225,7322780,5840121,
0,burst,False,165863,0.311456,5066947,3685717,
0,burst,False,211992,0.304189,3477946,2546445,
0,burst,False,212965,0.301138,4246155,2936304,
0,burst,False,227468,0.320395,7940922,6871825,
0,burst,False,239092,0.311573,6158178,4888647,
0,burst,False,238904,0.276463,635442,271977,
0,burst,False,181990,0.296116,3226643,1897905,
0,burst,False,215354,0.32769,7514814,6127868,
0,burst,False,243242,0.338461,7524805,6360956,
0,burst,False,228423,0.322871,6349798,5158605,
0,burst,False,239366,0.295598,1854947,996339,
0,burst,False,227637,0.559733,9605038,8052402,
0,burst,False,201447,0.307043,2206214,1050622,
0,burst,False,252674,0.542147,10395785,8787911,
0,burst,False,210664,0.319034,6984744,5735084,
0,burst,True,1763988,0.271404,2422716,1878014,
0,burst,False,210249,0.315126,2877848,1572595,
0,burst,False,233184,0.2922,4253668,3299073,
0,burst,False,265491,0.289066,2784113,2021331,
0,burst,False,214172,0.300952,2321565,1464546,
0,burst,False,253556,0.557452,4795091,3590617,
0,burst,False,243150,0.314403,2683024,1512323,
0,burst,False,216340,0.321793,6964369,5870618,
0,burst,False,258952,0.308177,2810378,1903079,
0,burst,False,240313,0.562647,9734641,8321188,
0,burst,True,1741316,0.578025,5514364,1851873,
0,burst,False,191587,0.321844,4735397,3629391,
0,burst,False,243251,0.331427,11885583,10415883,
0,burst,False,205548,0.319962,11016944,9712423,
0,burst,False,182532,0.295924,2819502,1503194,
0,burst,False,195874,0.314541,5940086,4858802,
0,burst,False,212229,0.327978,7812903,6724853,
0,burst,False,457420,0.306609,1328661,513433,
0,burst,False,245918,0.584177,7799082,6486284,
0,burst,False,223622,0.534589,12104859,10557207,
0,burst,False,257911,0.320203,4501806,3666443,
0,burst,False,202659,0.281638,5887326,2169692,
