#Seconds from epoch.microseconds; Duration in miliseconds
Begin,End,Wallclock,User,Sys
1605060188.552206,1605060192.053019,3.458,3.201,0.133
1605060192.215711,1605060195.716431,3.462,3.175,0.199
1605060195.883973,1605060199.392649,3.470,3.173,0.222
1605060199.560595,1605060203.065251,3.429,3.108,0.234
1605060203.229079,1605060206.766009,3.461,3.097,0.238
1605060206.934380,1605060210.394103,3.421,3.000,0.273
1605060210.594923,1605060214.054385,3.384,3.003,0.220
1605060214.219707,1605060217.677345,3.378,2.986,0.216
1605060217.846707,1605060221.446462,3.524,3.172,0.217
1605060221.616113,1605060225.250890,3.559,3.173,0.179
1605060225.420747,1605060228.919622,3.423,3.022,0.322
1605060229.122375,1605060233.289854,4.165,3.416,0.168
1605060233.499154,1605060237.043405,3.468,3.105,0.193
1605060237.246742,1605060240.739677,3.454,3.066,0.313
1605060240.947452,1605060244.538214,3.552,3.205,0.262
1605060244.746551,1605060248.243335,3.458,3.225,0.182
1605060248.451638,1605060251.943409,3.453,3.204,0.198
1605060252.152003,1605060255.697108,3.469,3.122,0.268
1605060255.906320,1605060259.495082,3.513,3.234,0.156
1605060259.699813,1605060263.378085,3.603,3.242,0.148
1605060263.587102,1605060267.107384,3.444,3.231,0.126
1605060267.316578,1605060270.771122,3.379,2.980,0.256
1605060270.976742,1605060274.630265,3.610,3.082,0.280
1605060274.877254,1605060278.372201,3.456,3.056,0.215
1605060278.582381,1605060282.092672,3.435,3.112,0.238
1605060282.337418,1605060285.801734,3.425,3.146,0.175
1605060286.045522,1605060289.544944,3.460,3.167,0.171
1605060289.793795,1605060293.408710,3.612,3.235,0.221
1605060293.654083,1605060297.106101,3.376,3.034,0.328
1605060297.354577,1605060300.863331,3.470,2.998,0.270
1605060301.112849,1605060304.730196,3.542,3.165,0.288
1605060304.979457,1605060308.519791,3.465,2.935,0.336
1605060308.769231,1605060312.318695,3.474,3.256,0.172
1605060312.568934,1605060316.076141,3.431,3.171,0.174
1605060316.325837,1605060319.792346,3.391,3.033,0.286
1605060320.043499,1605060323.529117,3.410,2.917,0.223
1605060323.776109,1605060327.240411,3.425,3.180,0.159
1605060327.561117,1605060331.066721,3.467,3.213,0.109
1605060331.355456,1605060334.856468,3.462,3.094,0.281
1605060335.145416,1605060338.635367,3.447,3.052,0.189
1605060338.919833,1605060342.380134,3.421,3.168,0.175
1605060342.669316,1605060346.084320,3.376,3.091,0.178
1605060346.374405,1605060349.720837,3.307,2.965,0.262
1605060350.046864,1605060353.501747,3.379,3.045,0.248
1605060353.791881,1605060357.371990,3.541,3.107,0.261
1605060357.699214,1605060361.155796,3.381,3.114,0.196
1605060361.485451,1605060365.031910,3.507,3.179,0.222
1605060365.361322,1605060368.862337,3.462,3.140,0.215
1605060369.191691,1605060372.741522,3.507,3.145,0.270
1605060373.066079,1605060376.579601,3.475,3.236,0.155
1605060376.908502,1605060380.446429,3.499,3.058,0.215
1605060380.772596,1605060384.277724,3.466,3.150,0.189
1605060384.608545,1605060388.114753,3.430,3.156,0.151
1605060388.440795,1605060391.863597,3.347,3.067,0.199
1605060392.190240,1605060395.806614,3.537,3.084,0.207
1605060396.137770,1605060399.636129,3.423,3.019,0.223
1605060399.967842,1605060403.543588,3.500,3.220,0.228
1605060403.871736,1605060407.414997,3.463,3.170,0.214
1605060407.784293,1605060411.249769,3.426,3.095,0.248
1605060411.619880,1605060415.161710,3.503,3.059,0.259
1605060415.531903,1605060419.081611,3.507,3.220,0.200
1605060419.447399,1605060422.948193,3.462,3.071,0.231
1605060423.318484,1605060426.896969,3.539,3.262,0.194
1605060427.267700,1605060430.813389,3.470,3.213,0.219
1605060431.184586,1605060434.708235,3.448,3.110,0.131
1605060435.079949,1605060438.575202,3.419,3.133,0.154
1605060438.947413,1605060442.413312,3.427,3.156,0.148
1605060442.817647,1605060446.730656,3.833,3.349,0.181
1605060447.099608,1605060450.946379,3.808,3.247,0.221
1605060451.355431,1605060454.776555,3.378,3.060,0.244
1605060455.222799,1605060458.643760,3.382,3.116,0.192
1605060459.053993,1605060462.518270,3.425,3.019,0.320
1605060462.929059,1605060466.348761,3.381,3.032,0.225
1605060466.759771,1605060470.175695,3.373,3.024,0.226
1605060470.587928,1605060474.090528,3.427,3.111,0.131
1605060474.503558,1605060477.965425,3.423,3.105,0.194
1605060478.415850,1605060482.026191,3.571,3.246,0.146
1605060482.476757,1605060485.981149,3.465,3.247,0.140
1605060486.430998,1605060489.867908,3.434,3.136,0.212
1605060490.354553,1605060493.896874,3.503,3.344,0.107
1605060494.348489,1605060497.925662,3.498,2.924,0.278
1605060498.423558,1605060503.046952,4.584,3.365,0.262
1605060503.535588,1605060509.323832,5.749,3.450,0.289
1605060509.817346,1605060513.899985,4.007,3.277,0.302
1605060514.391252,1605060518.106692,3.676,3.173,0.260
1605060518.559967,1605060522.136802,3.501,3.212,0.208
1605060522.590417,1605060526.252365,3.587,3.281,0.171
