#Seconds from epoch.microseconds; Duration in miliseconds
Begin,End,Wallclock,User,Sys
1605066078.626779,1605066078.812365,0.183,0.169,0.014
1605066078.853079,1605066079.039324,0.184,0.169,0.015
1605066079.072047,1605066079.258138,0.184,0.167,0.016
1605066079.299569,1605066079.485117,0.183,0.167,0.016
1605066079.518440,1605066079.704918,0.184,0.155,0.029
1605066079.738641,1605066079.934860,0.186,0.156,0.029
1605066079.968847,1605066080.154765,0.175,0.159,0.016
1605066080.197943,1605066080.385324,0.185,0.151,0.034
1605066080.420224,1605066080.615265,0.193,0.172,0.021
1605066080.650331,1605066080.835995,0.183,0.151,0.032
1605066080.879719,1605066081.065786,0.184,0.171,0.012
1605066081.101645,1605066081.288403,0.184,0.164,0.020
1605066081.333031,1605066081.520314,0.185,0.170,0.014
1605066081.557074,1605066081.763633,0.196,0.175,0.020
1605066081.829160,1605066082.173572,0.330,0.302,0.027
1605066082.252027,1605066082.583010,0.329,0.314,0.014
1605066082.661911,1605066082.992742,0.328,0.293,0.035
1605066083.071780,1605066083.400525,0.326,0.297,0.029
1605066083.467633,1605066083.812553,0.330,0.294,0.036
1605066083.892603,1605066084.223814,0.329,0.300,0.028
1605066084.304630,1605066084.648537,0.341,0.314,0.027
1605066084.729411,1605066085.062951,0.331,0.303,0.027
1605066085.152497,1605066085.505150,0.350,0.283,0.049
1605066085.588087,1605066085.935188,0.332,0.297,0.035
1605066086.025833,1605066086.360611,0.332,0.293,0.038
1605066086.438826,1605066086.907967,0.454,0.408,0.046
1605066087.235027,1605066088.668007,1.394,1.279,0.113
1605066089.035611,1605066090.580583,1.542,1.403,0.130
1605066090.989262,1605066092.382479,1.391,1.242,0.107
1605066092.750500,1605066094.219707,1.430,1.316,0.113
1605066094.589333,1605066096.059888,1.468,1.268,0.199
1605066096.430339,1605066097.905706,1.436,1.304,0.131
1605066098.275858,1605066099.745176,1.430,1.383,0.045
1605066100.153166,1605066101.587499,1.432,1.312,0.081
1605066101.994504,1605066103.424731,1.428,1.297,0.129
1605066103.795933,1605066105.268197,1.392,1.311,0.043
1605066105.639964,1605066107.109866,1.431,1.275,0.153
1605066107.518278,1605066108.949024,1.428,1.290,0.136
1605066109.359442,1605066110.835273,1.473,1.341,0.130
1605066111.245793,1605066112.754763,1.470,1.270,0.198
1605066113.165769,1605066114.638793,1.434,1.324,0.108
1605066115.086704,1605066116.561275,1.435,1.248,0.186
1605066117.014626,1605066118.524183,1.430,1.383,0.045
1605066118.935528,1605066120.364588,1.390,1.256,0.132
1605066120.812714,1605066122.414366,1.562,1.472,0.088
1605066122.859454,1605066124.375035,1.513,1.380,0.132
1605066124.828669,1605066126.261451,1.430,1.323,0.106
1605066126.711482,1605066128.176820,1.426,1.380,0.044
1605066128.626730,1605066130.102003,1.473,1.401,0.070
1605066130.554192,1605066132.022777,1.393,1.109,0.282
1605066132.473245,1605066133.948780,1.473,1.337,0.134
1605066134.396738,1605066135.872343,1.432,1.387,0.044
1605066136.362028,1605066137.870915,1.433,1.289,0.142
1605066138.323362,1605066139.784063,1.421,1.203,0.216
1605066140.274035,1605066141.707194,1.431,1.275,0.154
1605066142.197596,1605066143.666994,1.430,1.290,0.138
1605066144.157753,1605066145.590766,1.431,1.299,0.130
1605066146.086271,1605066147.558222,1.433,1.303,0.128
1605066148.086959,1605066149.558369,1.432,1.228,0.202
1605066150.055396,1605066151.484441,1.390,1.320,0.068
1605066151.980508,1605066153.410347,1.391,1.239,0.150
1605066153.902865,1605066155.375705,1.434,1.261,0.171
1605066155.905147,1605066157.342134,1.434,1.323,0.110
1605066157.872523,1605066159.305812,1.431,1.247,0.182
1605066159.836608,1605066161.270081,1.431,1.301,0.128
1605066161.801267,1605066163.277225,1.433,1.322,0.109
1605066163.809631,1605066165.284461,1.436,1.322,0.112
1605066165.818294,1605066167.291941,1.434,1.298,0.134
1605066167.825519,1605066169.379140,1.514,1.274,0.156
1605066169.997650,1605066171.511720,1.475,1.223,0.136
1605066172.123653,1605066173.722372,1.596,1.383,0.167
1605066174.337411,1605066176.182765,1.806,1.567,0.101
