#Seconds from epoch.microseconds; Duration in miliseconds
Begin,End,Wallclock,User,Sys
1605066060.149677,1605066060.300771,0.142,0.106,0.027
1605066060.301361,1605066060.434161,0.130,0.115,0.016
1605066060.435038,1605066060.566946,0.130,0.114,0.015
1605066060.567586,1605066060.697564,0.128,0.107,0.021
1605066060.698253,1605066060.827694,0.127,0.111,0.016
1605066060.828420,1605066060.958320,0.128,0.095,0.033
1605066060.959079,1605066061.093178,0.132,0.090,0.041
1605066061.094047,1605066061.225800,0.129,0.121,0.008
1605066061.226668,1605066061.359653,0.131,0.110,0.021
1605066061.360563,1605066061.493836,0.131,0.114,0.016
1605066061.494818,1605066061.628989,0.132,0.127,0.005
1605066061.630059,1605066061.762372,0.130,0.106,0.023
1605066061.763441,1605066061.898625,0.133,0.118,0.012
1605066061.899758,1605066062.032259,0.130,0.098,0.032
1605066062.033525,1605066062.167365,0.132,0.104,0.027
1605066062.168612,1605066062.299923,0.129,0.111,0.017
1605066062.301244,1605066062.432814,0.129,0.113,0.016
1605066062.434227,1605066062.563355,0.127,0.115,0.012
1605066062.564782,1605066062.695286,0.128,0.103,0.025
1605066062.696777,1605066062.826220,0.127,0.086,0.041
1605066062.827774,1605066062.958620,0.129,0.103,0.025
1605066062.960285,1605066063.088032,0.125,0.113,0.012
1605066063.089759,1605066063.220317,0.128,0.092,0.036
1605066063.222137,1605066063.352299,0.128,0.112,0.016
1605066063.354215,1605066063.484076,0.128,0.108,0.020
1605066063.486103,1605066063.623538,0.135,0.105,0.024
1605066063.625680,1605066063.757308,0.129,0.109,0.020
1605066063.759489,1605066063.888929,0.127,0.111,0.016
1605066063.891240,1605066064.020082,0.127,0.111,0.016
1605066064.022461,1605066064.151496,0.127,0.107,0.019
1605066064.153930,1605066064.283861,0.128,0.108,0.020
1605066064.286441,1605066064.415553,0.127,0.111,0.016
1605066064.418198,1605066064.546616,0.126,0.099,0.027
1605066064.549320,1605066064.679915,0.128,0.115,0.013
1605066064.682782,1605066064.812614,0.128,0.115,0.012
1605066064.815579,1605066064.944164,0.126,0.118,0.008
1605066064.947206,1605066065.078280,0.129,0.120,0.009
1605066065.081420,1605066065.212848,0.129,0.117,0.012
1605066065.216148,1605066065.345839,0.127,0.103,0.025
1605066065.349233,1605066065.476604,0.125,0.117,0.008
1605066065.480145,1605066065.607702,0.125,0.121,0.004
1605066065.611381,1605066065.740063,0.126,0.122,0.004
1605066065.743818,1605066065.873821,0.128,0.115,0.012
1605066065.877695,1605066066.005570,0.126,0.105,0.021
1605066066.009555,1605066066.139752,0.128,0.106,0.021
1605066066.143984,1605066066.273693,0.127,0.114,0.013
1605066066.278005,1605066066.407384,0.127,0.111,0.016
1605066066.411843,1605066066.541595,0.127,0.122,0.005
1605066066.546142,1605066066.675856,0.127,0.119,0.008
1605066066.680541,1605066066.808864,0.126,0.096,0.030
1605066066.813718,1605066066.944407,0.128,0.104,0.024
1605066066.949398,1605066067.078542,0.127,0.107,0.020
1605066067.083677,1605066067.214317,0.128,0.108,0.020
1605066067.219708,1605066067.349817,0.128,0.119,0.008
1605066067.355249,1605066067.486659,0.129,0.109,0.019
1605066067.492267,1605066067.620926,0.126,0.114,0.012
1605066067.626690,1605066067.755743,0.127,0.103,0.023
1605066067.761693,1605066067.890875,0.127,0.114,0.013
1605066067.896898,1605066068.027744,0.128,0.119,0.009
1605066068.034141,1605066068.164173,0.128,0.112,0.016
1605066068.170569,1605066068.299741,0.127,0.111,0.016
1605066068.306339,1605066068.434933,0.126,0.110,0.016
1605066068.441683,1605066068.570042,0.126,0.101,0.025
1605066068.577087,1605066068.705321,0.126,0.113,0.013
1605066068.712481,1605066068.840048,0.125,0.109,0.016
1605066068.847394,1605066068.975396,0.126,0.089,0.036
1605066068.982884,1605066069.113579,0.128,0.108,0.020
1605066069.121519,1605066069.249880,0.126,0.110,0.016
1605066069.257731,1605066069.388495,0.129,0.112,0.016
1605066069.396529,1605066069.527216,0.128,0.120,0.008
1605066069.535452,1605066069.667126,0.129,0.117,0.012
1605066069.675634,1605066069.807307,0.129,0.121,0.008
1605066069.816039,1605066069.947603,0.129,0.111,0.018
1605066069.956521,1605066070.088964,0.130,0.122,0.008
1605066070.098130,1605066070.229495,0.129,0.117,0.012
1605066070.238824,1605066070.369882,0.129,0.103,0.025
1605066070.379476,1605066070.508924,0.127,0.107,0.020
1605066070.518711,1605066070.650728,0.130,0.110,0.019
1605066070.660721,1605066070.792904,0.130,0.101,0.028
1605066070.803250,1605066070.936076,0.130,0.106,0.024
1605066070.946559,1605066071.079566,0.131,0.095,0.035
1605066071.090425,1605066071.221153,0.128,0.100,0.028
1605066071.232028,1605066071.364957,0.131,0.118,0.012
1605066071.376135,1605066071.508689,0.130,0.121,0.009
1605066071.520080,1605066071.650706,0.128,0.103,0.025
1605066071.662265,1605066071.794928,0.130,0.115,0.016
1605066071.806794,1605066071.937837,0.129,0.108,0.021
1605066071.949779,1605066072.082257,0.130,0.103,0.027
1605066072.094487,1605066072.224129,0.127,0.092,0.035
1605066072.236557,1605066072.367102,0.128,0.107,0.021
1605066072.379956,1605066072.512447,0.130,0.120,0.009
1605066072.525326,1605066072.654996,0.127,0.106,0.021
1605066072.668163,1605066072.799070,0.129,0.124,0.004
1605066072.812541,1605066072.943208,0.128,0.104,0.024
1605066072.956819,1605066073.087909,0.129,0.115,0.013
1605066073.102169,1605066073.233256,0.129,0.128,0.000
1605066073.247584,1605066073.377255,0.127,0.101,0.026
1605066073.391811,1605066073.523294,0.129,0.116,0.013
1605066073.538095,1605066073.667891,0.127,0.115,0.012
1605066073.683092,1605066073.816286,0.131,0.118,0.012
1605066073.831751,1605066073.962947,0.129,0.113,0.016
1605066073.978555,1605066074.110700,0.130,0.126,0.004
1605066074.126482,1605066074.258173,0.129,0.110,0.019
1605066074.274308,1605066074.405020,0.128,0.085,0.043
1605066074.421390,1605066074.553086,0.129,0.121,0.008
1605066074.569670,1605066074.699309,0.127,0.123,0.004
1605066074.716297,1605066074.849239,0.131,0.106,0.024
1605066074.866553,1605066075.000323,0.131,0.106,0.025
1605066075.017798,1605066075.147840,0.128,0.115,0.012
1605066075.165729,1605066075.295206,0.127,0.107,0.020
1605066075.313596,1605066075.445255,0.129,0.117,0.012
1605066075.463657,1605066075.596533,0.131,0.114,0.017
1605066075.615390,1605066075.747495,0.130,0.120,0.009
1605066075.766667,1605066075.896545,0.128,0.112,0.016
1605066075.917374,1605066076.049902,0.130,0.114,0.015
1605066076.069749,1605066076.198438,0.126,0.109,0.017
1605066076.218436,1605066076.348414,0.128,0.112,0.016
1605066076.368900,1605066076.497157,0.126,0.108,0.017
1605066076.518491,1605066076.649165,0.128,0.112,0.016
1605066076.669916,1605066076.826130,0.154,0.135,0.019
1605066076.855446,1605066077.042539,0.185,0.169,0.015
1605066077.072199,1605066077.268580,0.186,0.154,0.031
1605066077.298602,1605066077.487252,0.186,0.154,0.032
1605066077.517616,1605066077.706414,0.186,0.157,0.029
1605066077.745099,1605066077.929654,0.182,0.177,0.005
1605066077.960522,1605066078.147059,0.184,0.165,0.019
1605066078.178448,1605066078.374886,0.186,0.158,0.028
1605066078.406519,1605066078.594838,0.186,0.167,0.019
