id,client_send,client_rcv
1,1604977490.545619,1604977490.739652
2,1604977490.739979,1604977490.939512
3,1604977490.945524,1604977491.139847
4,1604977491.140174,1604977491.33954
5,1604977491.341998,1604977491.639523
6,1604977491.640454,1604977491.944873
7,1604977491.944988,1604977492.340864
8,1604977492.340944,1604977492.639726
9,1604977492.63993,1604977492.839435
10,1604977492.839552,1604977493.139754
11,1604977493.139966,1604977493.364768
12,1604977493.364904,1604977493.639505
13,1604977493.639618,1604977493.839484
14,1604977493.839612,1604977494.039385
15,1604977494.039502,1604977494.244793
16,1604977494.244903,1604977494.3838
17,1604977494.383907,1604977494.539675
18,1604977494.539886,1604977494.839459
19,1604977494.839725,1604977495.039656
20,1604977495.039877,1604977495.239713
21,1604977495.2399,1604977495.410087
22,1604977495.410214,1604977495.644718
23,1604977495.645018,1604977495.939657
24,1604977495.939765,1604977496.23948
25,1604977496.239832,1604977496.434912
26,1604977496.435032,1604977496.639575
27,1604977496.645009,1604977496.939386
28,1604977496.939658,1604977497.339445
29,1604977497.341178,1604977497.739611
30,1604977497.739732,1604977498.139538
31,1604977498.139885,1604977498.342765
32,1604977498.342852,1604977498.539561
33,1604977498.540125,1604977498.744997
34,1604977498.745107,1604977498.939662
35,1604977498.939811,1604977499.139639
36,1604977499.13982,1604977499.505083
