id,server_rcv,server_send
1,1604982837.983304,1604982837.983322
2,1604982838.188509,1604982838.188522
3,1604982838.597031,1604982838.597051
4,1604982838.806229,1604982838.806249
5,1604982839.007651,1604982839.007669
6,1604982839.41619,1604982839.41621
7,1604982839.626177,1604982839.626197
8,1604982839.826227,1604982839.826244
9,1604982840.030538,1604982840.030556
10,1604982840.645357,1604982840.645377
11,1604982840.850173,1604982840.850193
12,1604982841.054858,1604982841.054866
13,1604982841.464137,1604982841.464157
14,1604982841.668814,1604982841.66882
15,1604982841.874331,1604982841.874342
16,1604982842.284214,1604982842.284235
17,1604982842.488064,1604982842.488085
18,1604982842.897834,1604982842.897852
19,1604982843.103268,1604982843.10328
20,1604982843.716771,1604982843.716788
21,1604982843.92253,1604982843.922548
22,1604982844.127557,1604982844.127566
23,1604982844.536428,1604982844.536446
24,1604982844.742143,1604982844.742161
25,1604982844.946521,1604982844.946539
26,1604982845.150907,1604982845.150925
27,1604982845.355573,1604982845.355581
28,1604982845.560809,1604982845.56083
29,1604982845.765118,1604982845.765136
30,1604982845.970002,1604982845.970023
31,1604982846.384805,1604982846.384826
32,1604982846.771361,1604982846.771369
33,1604982846.925693,1604982846.925717
34,1604982847.175826,1604982847.175852
35,1604982847.403286,1604982847.403309
36,1604982847.607018,1604982847.607038
37,1604982847.80416,1604982847.804179
38,1604982848.018496,1604982848.018519
39,1604982848.223485,1604982848.223494
40,1604982848.63226,1604982848.63228
41,1604982848.837431,1604982848.837449
42,1604982849.042201,1604982849.042213
43,1604982849.246919,1604982849.246936
44,1604982849.451562,1604982849.451579
45,1604982849.656452,1604982849.656472
46,1604982849.861796,1604982849.861813
47,1604982850.065738,1604982850.065745
48,1604982850.271304,1604982850.271321
49,1604982850.475337,1604982850.475345
50,1604982850.885318,1604982850.885339
51,1604982851.00017,1604982851.000188
52,1604982851.295018,1604982851.295038
53,1604982851.704967,1604982851.704974
54,1604982851.909605,1604982851.909617
55,1604982852.113687,1604982852.113697
56,1604982852.319107,1604982852.319126
57,1604982852.932937,1604982852.932957
