id,server_rcv,server_send
1,1604979199.497076,1604979199.497097
2,1604979199.735562,1604979199.735582
3,1604979200.111982,1604979200.111992
4,1604979200.521996,1604979200.522017
5,1604979200.930617,1604979200.930638
6,1604979201.136083,1604979201.136097
7,1604979201.544782,1604979201.544802
8,1604979201.955049,1604979201.955069
9,1604979202.160067,1604979202.160087
10,1604979202.569405,1604979202.569417
11,1604979202.978398,1604979202.978418
12,1604979203.183878,1604979203.183897
13,1604979203.3883,1604979203.38833
14,1604979203.592646,1604979203.592665
15,1604979203.798442,1604979203.798467
16,1604979204.002569,1604979204.002589
17,1604979204.207584,1604979204.207636
18,1604979204.411931,1604979204.411954
19,1604979204.617584,1604979204.617604
20,1604979204.822872,1604979204.822893
21,1604979205.23191,1604979205.231934
22,1604979205.436525,1604979205.436535
23,1604979205.846689,1604979205.8467
24,1604979206.050422,1604979206.05043
25,1604979206.256425,1604979206.256448
26,1604979206.460457,1604979206.460477
27,1604979206.665365,1604979206.665386
28,1604979207.074909,1604979207.074918
29,1604979207.279952,1604979207.279976
30,1604979207.484606,1604979207.484626
31,1604979207.689211,1604979207.689234
32,1604979208.098922,1604979208.09893
33,1604979208.303663,1604979208.303673
34,1604979208.509055,1604979208.509075
35,1604979208.699203,1604979208.699223
36,1604979208.844607,1604979208.844631
37,1604979209.123576,1604979209.123586
38,1604979209.532741,1604979209.532761
39,1604979209.942173,1604979209.942194
40,1604979210.351734,1604979210.351755
41,1604979210.55665,1604979210.55667
42,1604979210.761463,1604979210.761473
43,1604979210.96632,1604979210.96634
44,1604979211.170663,1604979211.170683
