id,server_rcv,server_send
1,1604979970.570537,1604979970.570561
2,1604979970.771159,1604979970.771179
3,1604979970.904084,1604979970.90409
4,1604979971.184551,1604979971.184571
5,1604979971.389578,1604979971.389598
6,1604979971.594088,1604979971.594114
7,1604979972.003871,1604979972.003896
8,1604979972.413539,1604979972.413558
9,1604979972.823136,1604979972.823156
10,1604979973.232558,1604979973.232578
11,1604979973.438102,1604979973.438122
12,1604979973.847307,1604979973.847326
13,1604979974.050805,1604979974.050813
14,1604979974.462531,1604979974.462551
15,1604979974.666591,1604979974.666602
16,1604979974.871329,1604979974.871349
17,1604979975.281521,1604979975.281541
18,1604979975.485589,1604979975.485609
19,1604979975.61381,1604979975.613834
20,1604979975.80422,1604979975.804233
21,1604979976.100507,1604979976.100515
22,1604979976.304587,1604979976.304607
23,1604979976.920143,1604979976.920163
24,1604979977.124628,1604979977.124639
25,1604979977.329202,1604979977.329222
26,1604979977.534413,1604979977.534434
27,1604979977.739449,1604979977.739469
28,1604979977.943342,1604979977.943362
29,1604979978.353443,1604979978.353463
30,1604979978.557923,1604979978.557947
31,1604979978.967334,1604979978.967354
32,1604979979.376636,1604979979.376656
33,1604979979.581989,1604979979.58201
34,1604979979.803499,1604979979.803525
35,1604979980.009553,1604979980.009577
36,1604979980.401264,1604979980.401285
37,1604979980.606008,1604979980.606029
38,1604979981.015099,1604979981.015108
39,1604979981.220332,1604979981.220353
40,1604979981.424916,1604979981.424936
41,1604979981.630119,1604979981.63014
42,1604979981.834778,1604979981.834795
43,1604979982.039738,1604979982.039747
44,1604979982.244282,1604979982.244303
45,1604979982.44872,1604979982.44874
46,1604979982.858595,1604979982.858617
47,1604979983.063586,1604979983.063608
48,1604979983.268717,1604979983.268734
49,1604979983.678004,1604979983.678015
50,1604979983.804748,1604979983.804767
51,1604979984.292691,1604979984.292711
52,1604979984.497323,1604979984.497342
53,1604979984.907029,1604979984.90705
54,1604979985.316848,1604979985.316869
55,1604979985.521374,1604979985.521395
56,1604979985.7261,1604979985.72612
57,1604979985.908018,1604979985.908026
58,1604979986.136107,1604979986.136125
59,1604979986.340097,1604979986.340117
