id,server_rcv,server_send
1,1604976534.637137,1604976534.637146
2,1604976534.841988,1604976534.841995
3,1604976535.046656,1604976535.046663
4,1604976535.359417,1604976535.359425
5,1604976535.661447,1604976535.661455
6,1604976535.865491,1604976535.865497
7,1604976536.070143,1604976536.070151
8,1604976536.27568,1604976536.275687
9,1604976536.479497,1604976536.479505
10,1604976536.889252,1604976536.889259
11,1604976537.299488,1604976537.299498
12,1604976537.50436,1604976537.504369
13,1604976537.913602,1604976537.91361
14,1604976538.118587,1604976538.118598
15,1604976538.323131,1604976538.323137
16,1604976538.700217,1604976538.700236
17,1604976538.937879,1604976538.937899
18,1604976539.347544,1604976539.347564
19,1604976539.551556,1604976539.551562
20,1604976539.961895,1604976539.961915
21,1604976540.166709,1604976540.166714
22,1604976540.370826,1604976540.370833
23,1604976540.575531,1604976540.575538
24,1604976540.985265,1604976540.985271
25,1604976541.394975,1604976541.394981
26,1604976541.600178,1604976541.600184
27,1604976542.009825,1604976542.009833
28,1604976542.419444,1604976542.41945
