payload_size,repetition,is_cold,connection_time,start_timestamp,finish_timestamp,request_id,clock_drift_mean,clock_drift_std,invocation_time
1024,0,1,0.063572,1604976845.112054,1604976845.344503,2zee7v0kq8d8,-0.014107282672609602,0.04088501244589424,0.15476953362682885
1024,1,1,0.067696,1604976917.055033,1604976917.381935,0dkhbnbdbn7a,-0.03273363296802227,0.05805927713994614,0.22647227972118672
1024,2,1,0.098106,1604977001.1525,1604977001.348794,0tud9qypl3ok,-0.024369352138959445,0.04933531332432525,0.0738187171512017
1024,3,1,0.064533,1604977080.205601,1604977080.432415,dvujrma6t8ej,-0.026439078343220245,0.04004579335017087,0.1358419532577319
1024,4,1,0.073304,1604977170.113015,1604977170.349848,nqkv0y1t7vt7,-0.01808062692483266,0.04102583604495611,0.14544846862570446
329970,0,1,0.053254,1604977252.036934,1604977255.297584,p0kpxm76k75e,-0.041793602354386276,0.03998843404184189,3.1656025555740808
329970,1,1,0.108977,1604977330.142491,1604977330.841693,r466a1rfoqyt,-0.02469971886387578,0.047783703540053415,0.565525103417008
329970,2,1,0.062089,1604977413.010671,1604977416.327301,tz4nf2jsj0ks,-0.03548576434453329,0.007818799463156927,3.219055360701243
329970,3,1,0.058572,1604977483.258765,1604977483.941107,i58nsza73g2w,-0.014506604936387803,0.04795041066082464,0.6092634475233291
329970,4,1,0.064247,1604977556.749893,1604977557.446484,gb4dg0dxw4yf,-0.020005205930289576,0.04255645787341736,0.6123389329094322
658916,0,1,0.100217,1604977648.53761,1604977649.064518,r20f13cfqtep,-0.015457842660986858,0.0390870011239316,0.41123307817641547
658916,1,1,0.069477,1604977717.957645,1604977718.840822,ys2uqtm3nsgr,-0.025134252177344427,0.04799820531545923,0.7885657898301018
658916,2,1,0.071659,1604977808.282365,1604977809.24051,is0yon77xgzd,-0.019032885288370067,0.03957868403014394,0.8674530178946133
658916,3,1,0.064298,1604977892.746998,1604977893.63857,93fxnz22iufc,-0.024242812014640645,0.04597133238914864,0.8030311865815508
658916,4,1,0.089605,1604977970.474091,1604977974.703154,9gpwjr4ee0kh,-0.03938305377960205,0.03405465602174636,4.100074980278015
987862,0,1,0.060757,1604978046.668393,1604978047.641779,pa1z329ipyaa,-0.02102146023198178,0.03910725927485713,0.8916075890386481
987862,1,1,0.060762,1604978138.624599,1604978139.042819,8yj2k74203bu,-0.0243281279840777,0.03369421816934289,0.3331299151982954
987862,2,1,0.054241,1604978211.532015,1604978215.670292,vrq45bjla59l,-0.034855157136917114,0.011907196779438897,4.049180658277511
987862,3,1,0.092685,1604978278.912937,1604978279.751451,dg4dsgwjzkyk,-0.021955046388838027,0.03903555962918396,0.7238740431955125
987862,4,1,0.062404,1604978354.688322,1604978358.184375,mnwzlpllukfy,-0.014342546463012695,0.02621915502979073,3.419306433959961
1316808,0,1,0.052142,1604978409.57776,1604978410.554566,r4eb60rxexlx,-0.025429027922013226,0.04683442325829762,0.8992348974472495
1316808,1,1,0.056708,1604978502.763363,1604978503.568462,bxqyc13rw4xz,-0.018633358819144113,0.036106045439094965,0.7297576516483852
1316808,2,1,0.062908,1604978576.487357,1604978577.212077,w8hgb2knf257,-0.021054670430611874,0.04165155398944366,0.6407573307900913
1316808,3,1,0.091068,1604978655.128392,1604978656.028822,ocqx4jq4d4ym,-0.02026978986603873,0.05199155612705966,0.7890921741995129
1316808,4,1,0.059285,1604978750.362818,1604978751.227211,uwg1xtl6dwa1,-0.015194609761238098,0.04486337985039757,0.7899133860731125
1645754,0,1,0.063612,1604978826.370984,1604978827.156626,my8siu4je1ei,-0.01769581513527112,0.03853490228844734,0.7043340935103588
1645754,1,1,0.054997,1604978895.568436,1604978896.693083,w3bc3se1wcdd,-0.026553640762964886,0.04647973592642338,1.0430964997399648
1645754,2,1,0.095576,1604978964.589379,1604978968.164345,ac8f6psc2ygr,-0.03181322609506002,0.012524573996508326,3.4475767277318443
1645754,3,1,0.050406,1604979028.069326,1604979029.149201,phd7y77qtf20,-0.020183028845951474,0.0404839336374286,1.009285963524654
1645754,4,1,0.058146,1604979101.801627,1604979102.849823,ueis63lxtrap,-0.023694735306959886,0.04675029734892563,0.9663553420398419
1974700,0,1,0.054523,1604979188.233992,1604979189.291269,v7edmtx78l50,-0.031469900499690666,0.04257291159465067,0.9712840636879313
1974700,1,1,0.092696,1604979290.222745,1604979291.159457,vn4x213xhylt,-0.024252195289169533,0.04485823956498112,0.8197638313068998
1974700,2,1,0.058917,1604979383.418985,1604979384.451671,8dxszaot6qxe,-0.03411418054162002,0.05220542048341891,0.9396548145603087
1974700,3,1,0.062787,1604979460.617751,1604979461.459025,9ytcvmb1i13b,-0.029052392296169117,0.04474641874078975,0.7494346307598612
1974700,4,1,0.06336,1604979550.319903,1604979551.257931,x7qrfhgra66j,-0.017381106392811922,0.04189456658467576,0.8572869907598981
2303646,0,1,0.095477,1604979646.653908,1604979647.658981,704r6zrzc4u9,-0.012996259382215597,0.04507298479636784,0.8965998111439074
2303646,1,1,0.056337,1604979734.065092,1604979735.042929,3oz1dj786r52,-0.015838292241096497,0.04365017478207526,0.9056615550642014
2303646,2,1,0.064223,1604979808.574419,1604979809.545941,4c1m1hfffzbg,-0.025088237177941106,0.04254936462322,0.8822108556412728
2303646,3,1,0.065602,1604979876.365126,1604979877.445647,kpswdj4n5bfg,-0.02445011035255764,0.04414290171858439,0.9904689963674131
2303646,4,1,0.091763,1604979963.201795,1604979964.25452,brx57ua5qfcw,-0.02655270544149108,0.054187889002259015,0.9344091328153448
2632592,0,1,0.05767,1604980038.36522,1604980039.449171,6z2kusctu2ql,-0.024079020818074545,0.047419686365961,1.0022019755808513
2632592,1,1,0.057747,1604980121.312683,1604980122.299871,9jnltz7bgrcc,-0.022480549290776253,0.046156286815285684,0.906960313105464
2632592,2,1,0.056442,1604980202.822701,1604980203.948668,373lprsl8f80,-0.022091066395794903,0.0418706051224405,1.047433959361041
2632592,3,1,0.098094,1604980290.680883,1604980291.74866,8kwj9sgpugxz,-0.02693591735981129,0.046005614819646656,0.9427472394700227
2632592,4,1,0.053582,1604980358.476872,1604980363.527786,9cblwhsowhsq,-0.03810847156188067,0.026651615836175695,4.9592235775866795
2961538,0,1,0.062345,1604980449.195346,1604980450.445616,1c67f5vpf6nt,-0.017691192419632622,0.04705351020097981,1.1702336974119103
2961538,1,1,0.058549,1604980538.285767,1604980541.805113,e2eo2rus9zhb,-0.0469910192489624,0.040389639155474735,3.4138059795150757
2961538,2,1,0.101298,1604980603.619112,1604980604.759833,hbskomutm9po,-0.026785868055680218,0.04551401959236303,1.0126372146316978
2961538,3,1,0.067139,1604980701.71612,1604980702.950418,jpidixdueiv2,-0.03732217311859131,0.05116502679996687,1.1298368176803588
2961538,4,1,0.054584,1604980768.481906,1604980772.365916,qptasaglf66a,-0.05620129903157552,0.046092975351319905,3.7732247774912513
3290485,0,1,0.052912,1604980859.89633,1604980861.026483,tdhpa1pi6l6x,-0.060332536697387695,0.05999910315431011,1.0169084040527343
3290485,1,1,0.100082,1604980938.474774,1604980939.67557,xvqlx8v8iy7m,-0.030075480198038036,0.047251762849566406,1.0706386471212979
3290485,2,1,0.060783,1604981028.250295,1604981031.748292,5mjr3k1013pk,-0.031744223014981136,0.02691131711553628,3.405469822501987
3290485,3,1,0.057744,1604981092.89168,1604981094.104041,j6yxw6tmx31u,-0.0239089006601378,0.05216871875855562,1.1307081966756776
3290485,4,1,0.053993,1604981177.679352,1604981178.75681,pvyenfqrvn0m,-0.03508838134653428,0.05457255042519059,0.9883765234691396
3619431,0,1,0.120885,1604981263.913759,1604981265.282643,6ub3t86gv9bw,-0.031711106030446176,0.048365411272121975,1.2162879805784406
3619431,1,1,0.056237,1604981344.796986,1604981349.517868,7apvzv1oagf6,-0.03526431083679199,0.0138631168556627,4.629380628097534
3619431,2,1,0.059721,1604981406.433966,1604981407.680378,h4jm4yldz0u0,-0.028341792725227976,0.044569338382189926,1.1583492460778726
3619431,3,1,0.051646,1604981477.3039,1604981478.560268,rpc4irtn897w,-0.022906269345964705,0.056433892642711654,1.1818156524832588
3619431,4,1,0.056055,1604981548.989536,1604981550.442768,23u7vefooty9,-0.036184647987628805,0.04893931368218892,1.3609924019543878
3948377,0,1,0.098505,1604981631.312182,1604981632.998331,t6hts7jtk407,-0.01927666608677354,0.04294222042192934,1.568367454244037
3948377,1,1,0.062409,1604981714.0507,1604981717.722511,ycrq25obga7k,-0.03402175307273865,0.014537909481735096,3.575380350748062
3948377,2,1,0.053074,1604981793.9244,1604981795.235966,dhb45ems7ahl,-0.030404096557980494,0.04553176972367084,1.2280877794490994
3948377,3,1,0.063284,1604981892.047803,1604981893.378667,l4mmxu2fr296,-0.020604160698977383,0.046717767101694285,1.2469760303563207
3948377,4,1,0.108607,1604981975.584178,1604981979.787827,qss652svskuk,-0.043680614233016966,0.0124800140986181,4.0513614298038485
4277323,0,1,0.057442,1604982040.711535,1604982042.050049,i4ohvpyvq139,-0.028695253358371017,0.0469273696910091,1.2523768362259795
4277323,1,1,0.063484,1604982126.519726,1604982128.060092,v1cn9gb9jpag,-0.024081644084718492,0.0437357710725123,1.4528002902872297
4277323,2,1,0.068369,1604982227.695068,1604982231.939158,id4e0vjymz9i,-0.04772425889968872,0.04604156299831988,4.127996821361542
4277323,3,1,0.106133,1604982295.067779,1604982296.467001,gazwd0k8skst,-0.023017925600851735,0.04071194122554319,1.2700709715243923
4277323,4,1,0.063735,1604982379.450733,1604982380.863247,jkzbo8ypuc7f,-0.027577526228768485,0.04567581981433243,1.3212014450999667
4606269,0,1,0.057417,1604982455.640733,1604982457.193327,agfd5l11wiqx,-0.033178130785624184,0.06336773490693039,1.4619988156712849
4606269,1,1,0.060193,1604982542.883056,1604982547.006636,va9wiah8amgu,-0.04228934764862061,0.019477226108752507,4.021097631294251
4606269,2,1,0.10923,1604982603.92035,1604982605.693292,9vo2egrc7s5w,-0.02547008760513798,0.048099523007868794,1.63824174016891
4606269,3,1,0.055049,1604982675.619525,1604982677.193125,eun8555ieyvx,-0.02147877627405627,0.04693073913661002,1.4970722775131753
4606269,4,1,0.058331,1604982756.513949,1604982757.982284,zora41v9bgdz,-0.01265447735786438,0.0549418651799103,1.397349674314499
4935215,0,1,0.061788,1604982828.994065,1604982830.4679,d0huiwbrlmu1,-0.03241197268168131,0.05854703225724998,1.3796350187733968
4935215,1,1,0.112534,1604982915.620675,1604982917.249498,8oscar1l0ddn,-0.017056244175608564,0.04067939745330523,1.499232559321706
4935215,2,1,0.066519,1604982992.215387,1604982993.769616,r40oqcv8mfc0,-0.018272883125713894,0.08068512962556791,1.4694368995280946
4935215,3,1,0.078436,1604983074.755448,1604983078.48685,ejmogtg6ri1y,-0.04312848448753357,0.01525334024698388,3.60983743583107
4935215,4,1,0.055814,1604983139.46692,1604983140.959727,zd9guui7dwjc,-0.03211044806700487,0.07539820165137795,1.40488270182008
5264161,0,1,0.099975,1604983224.669157,1604983226.471051,f0orcckh8cuf,-0.03175164814348574,0.050097537014753106,1.6701673013651814
5264161,1,1,0.051108,1604983307.609424,1604983309.20358,2zdnop1deq8j,-0.014959901571273804,0.041031066486841586,1.5280878868503571
5264161,2,1,0.048833,1604983386.071035,1604983387.849505,3eyljpem9uu6,-0.012854188680648804,0.0377837486651584,1.716782850687027
5264161,3,1,0.063357,1604983457.523079,1604983459.124705,rkgwa7a8r05d,-0.010498976707458496,0.03931548823394705,1.5277701810531616
5264161,4,1,0.107452,1604983540.4686,1604983542.109227,wld42heuitx2,-0.025876016230196565,0.04533749685385272,1.5072988911184362
5593107,0,1,0.048935,1604983626.892327,1604983628.707468,2qudzllwml03,-0.029264214492979505,0.056795202704745716,1.7369417481077285
5593107,1,1,0.049498,1604983722.15125,1604983723.797934,9wkrl7wtf7v6,-0.013935927991513853,0.04525773172564485,1.5832502417777732
5593107,2,1,0.057378,1604983795.878908,1604983797.654464,z659lcws110n,-0.03291755655537481,0.05135750747953934,1.6852605309385218
5593107,3,1,0.10315,1604983875.319154,1604983877.100007,6ixm599c5l49,-0.015919504846845355,0.053427019116626236,1.6617835282189504
5593107,4,1,0.057261,1604983954.375051,1604983958.628499,if1sdhgkskxx,-0.04288840293884277,0.026454271365547007,4.1532986065521245
5922053,0,1,0.066517,1604984030.900053,1604984032.878022,6a4j2hl1fze1,-0.02441529035568237,0.03768981030099903,1.8870366408424377
5922053,1,1,0.053383,1604984105.131302,1604984107.025377,bkny3wp3ti03,-0.021316873616185682,0.04698668701899739,1.819375043223414
