id,server_rcv,server_send
1,1604980299.689064,1604980299.689086
2,1604980299.893468,1604980299.893487
3,1604980300.302807,1604980300.302826
4,1604980300.507803,1604980300.507824
5,1604980300.899417,1604980300.899436
6,1604980301.122158,1604980301.122166
7,1604980301.326963,1604980301.326987
8,1604980301.531942,1604980301.531963
9,1604980301.736839,1604980301.736859
10,1604980301.941111,1604980301.941135
11,1604980302.14665,1604980302.14667
12,1604980302.556159,1604980302.556179
13,1604980302.761077,1604980302.761097
14,1604980302.965862,1604980302.965886
15,1604980303.374829,1604980303.37485
16,1604980303.57873,1604980303.57875
17,1604980303.710797,1604980303.710818
18,1604980303.911702,1604980303.911722
19,1604980304.210523,1604980304.210544
20,1604980304.603022,1604980304.603042
21,1604980305.013161,1604980305.01318
22,1604980305.42126,1604980305.421281
23,1604980305.625909,1604980305.62593
24,1604980305.830868,1604980305.830888
25,1604980306.035777,1604980306.035786
26,1604980306.446,1604980306.446021
27,1604980306.651444,1604980306.651464
