#Seconds from epoch.microseconds; CPU times are in microseconds
Begin,End,Duration,User,Sys
1605054236.376206,1605054240.784517,4408311.0,1030250.0000000001,371751.0
1605054240.785128,1605054241.109068,323940.0,204302.0000000002,0.0
1605054241.109727,1605054241.324052,214325.0,202386.99999999988,0.0
1605054241.324707,1605054241.535718,211011.0,202275.9999999999,0.0
1605054241.536424,1605054241.745568,209144.0,205305.99999999977,0.0
1605054241.746273,1605054241.954711,208438.0,204702.00000000017,0.0
1605054241.955478,1605054242.161694,206216.0,203691.00000000006,0.0
1605054242.162489,1605054242.368004,205515.0,202897.00000000012,0.0
1605054242.368862,1605054242.581647,212785.0,204385.99999999997,0.0
1605054242.582535,1605054242.787457,204922.0,202355.99999999997,0.0
1605054242.788355,1605054243.010131,221776.0,202925.9999999997,0.0
1605054243.011120,1605054243.370996,359876.0,210821.00000000015,0.0
1605054243.380563,1605054243.619762,239199.0,205061.99999999985,0.0
1605054243.620842,1605054243.825772,204930.0,202112.99999999977,0.0
1605054243.826898,1605054244.034801,207903.0,201492.0,0.0
1605054244.036002,1605054244.240126,204124.0,201539.99999999962,0.0
1605054244.241355,1605054244.444640,203285.0,200923.0000000004,0.0
1605054244.445982,1605054244.649091,203109.0,200627.0000000008,0.0
1605054244.650510,1605054244.854929,204419.0,201738.99999999988,0.0
1605054244.856362,1605054245.065395,209033.0,201886.0,0.0
1605054245.066985,1605054245.274430,207445.0,202696.99999999968,0.0
1605054245.276052,1605054245.481663,205611.0,203024.0000000001,0.0
1605054245.483295,1605054245.690114,206819.0,204308.00000000015,0.0
1605054245.691838,1605054245.896394,204556.0,202024.9999999999,0.0
1605054245.898202,1605054246.102273,204071.0,201168.0,0.0
1605054246.104158,1605054246.306841,202683.0,200006.9999999994,0.0
1605054246.308786,1605054246.512460,203674.0,201193.00000000084,0.0
1605054246.514543,1605054246.717822,203279.0,200684.00000000076,0.0
1605054246.719972,1605054246.923757,203785.0,200795.0000000003,0.0
1605054246.926011,1605054247.131308,205297.0,200078.99999999968,0.0
1605054247.133584,1605054247.337283,203699.0,201171.99999999968,0.0
1605054247.339677,1605054247.543701,204024.0,201596.9999999996,0.0
1605054247.546230,1605054247.749085,202855.0,200374.9999999993,0.0
1605054247.751717,1605054247.955192,203475.0,200694.00000000038,0.0
1605054247.957971,1605054248.161370,203399.0,200933.0000000009,0.0
1605054248.164152,1605054248.366920,202768.0,200217.00000000032,0.0
1605054248.369838,1605054248.572953,203115.0,200582.0000000007,0.0
1605054248.575955,1605054248.778467,202512.0,199832.99999999994,0.0
1605054248.781608,1605054248.987707,206099.0,201506.00000000017,0.0
1605054248.991004,1605054249.194994,203990.0,201415.0000000008,0.0
1605054249.198378,1605054249.401611,203233.0,200701.9999999997,0.0
1605054249.405017,1605054249.609094,204077.0,201494.0000000003,0.0
1605054249.612681,1605054249.816304,203623.0,201193.9999999992,0.0
1605054249.819994,1605054250.024717,204723.0,202223.00000000003,0.0
1605054250.028583,1605054250.231773,203190.0,200637.99999999965,43.00000000001525
1605054250.235735,1605054250.437782,202047.0,199536.99999999942,0.0
1605054250.441837,1605054250.643663,201826.0,199329.00000000052,0.0
1605054250.647886,1605054250.849408,201522.0,198845.99999999962,0.0
1605054250.853815,1605054251.056674,202859.0,196483.99999999988,3666.999999999976
1605054251.061143,1605054251.265790,204647.0,201942.99999999997,0.0
1605054251.270551,1605054251.474034,203483.0,200960.00000000026,0.0
1605054251.478770,1605054251.682648,203878.0,197856.99999999907,3342.999999999985
1605054251.687555,1605054251.892036,204481.0,201863.00000000122,0.0
1605054251.897088,1605054252.101961,204873.0,202122.00000000102,0.0
1605054252.107158,1605054252.311147,203989.0,201278.0000000003,0.0
1605054252.316503,1605054252.520996,204493.0,201791.9999999993,0.0
1605054252.526572,1605054252.731027,204455.0,201522.00000000064,0.0
1605054252.736721,1605054252.940841,204120.0,197661.0000000001,3691.0000000000555
1605054252.946719,1605054253.153107,206388.0,199934.99999999997,3857.9999999999172
1605054253.159248,1605054253.365269,206021.0,203499.99999999822,0.0
1605054253.371494,1605054253.577619,206125.0,199356.99999999913,3925.0000000000673
1605054253.583976,1605054253.786416,202440.0,199952.99999999892,0.0
1605054253.792930,1605054253.998742,205812.0,202944.9999999997,0.0
1605054254.005434,1605054254.210184,204750.0,198074.0000000001,3809.99999999998
1605054254.216995,1605054254.420633,203638.0,200675.00000000038,0.0
1605054254.427671,1605054254.630395,202724.0,199866.99999999936,0.0
1605054254.637591,1605054254.846127,208536.0,196334.00000000023,3974.000000000033
1605054254.853527,1605054255.055484,201957.0,199123.00000000017,0.0
1605054255.063043,1605054255.266311,203268.0,200637.0000000004,0.0
1605054255.274227,1605054255.477213,202986.0,200401.00000000116,0.0
1605054255.485292,1605054255.688856,203564.0,200990.0000000009,0.0
1605054255.697240,1605054255.900469,203229.0,200734.9999999981,0.0
1605054255.909050,1605054256.111602,202552.0,199673.00000000067,0.0
1605054256.120070,1605054256.322159,202089.0,199310.00000000055,0.0
1605054256.330900,1605054256.538374,207474.0,199984.99999999808,0.0
1605054256.547275,1605054256.748322,201047.0,198505.00000000081,0.0
1605054256.757378,1605054256.959371,201993.0,195236.0000000013,3850.9999999999377
1605054256.968625,1605054257.169729,201104.0,198241.99999999691,0.0
1605054257.179414,1605054257.380616,201202.0,198322.000000001,0.0
1605054257.390306,1605054257.596341,206035.0,199328.00000000128,0.0
1605054257.606602,1605054257.807976,201374.0,198739.99999999726,0.0
1605054257.818362,1605054258.020497,202135.0,199553.00000000166,0.0
1605054258.030997,1605054258.237441,206444.0,199791.00000000116,0.0
1605054258.248212,1605054258.450488,202276.0,195637.99999999886,3969.999999999918
1605054258.461326,1605054258.664165,202839.0,200060.99999999805,0.0
1605054258.675211,1605054258.882058,206847.0,196063.9999999998,3867.000000000065
1605054258.893342,1605054259.095345,202003.0,199256.00000000186,0.0
1605054259.106943,1605054259.309542,202599.0,199974.99999999846,0.0
1605054259.321291,1605054259.523399,202108.0,199421.99999999843,0.0
1605054259.535499,1605054259.738131,202632.0,200016.999999999,0.0
1605054259.750384,1605054259.953267,202883.0,200148.99999999968,0.0
1605054259.965739,1605054260.170237,204498.0,201897.00000000244,0.0
1605054260.183355,1605054260.392394,209039.0,202681.0000000019,0.0
1605054260.405640,1605054260.611306,205666.0,202950.0000000013,29.99999999997449
1605054260.624605,1605054260.828945,204340.0,201758.99999999913,0.0
1605054260.842505,1605054261.046781,204276.0,197983.0000000007,3740.9999999999945
1605054261.060835,1605054261.264288,203453.0,200779.0000000007,0.0
1605054261.278710,1605054261.483688,204978.0,202351.00000000017,0.0
1605054261.498076,1605054261.703288,205212.0,202418.00000000154,0.0
1605054261.717939,1605054261.926512,208573.0,201850.00000000032,4.000000000004
1605054261.941638,1605054262.148823,207185.0,204342.00000000047,71.00000000004326
1605054262.163949,1605054262.370502,206553.0,203858.00000000032,0.0
1605054262.385782,1605054262.591060,205278.0,202194.99999999968,13.99999999995849
1605054262.606677,1605054262.816225,209548.0,202711.99999999822,0.0
1605054262.832149,1605054263.037344,205195.0,202439.9999999993,20.000000000020002
1605054263.053421,1605054263.255358,201937.0,195219.00000000157,3967.9999999999714
1605054263.271893,1605054263.475258,203365.0,200595.99999999732,0.0
1605054263.491906,1605054263.695888,203982.0,201147.99999999988,0.0
1605054263.712825,1605054263.914780,201955.0,199180.00000000192,0.0
1605054263.932086,1605054264.135540,203454.0,196801.00000000067,4010.999999999987
1605054264.153291,1605054264.360633,207342.0,200638.00000000143,0.0
1605054264.378608,1605054264.582948,204340.0,201534.00000000233,0.0
1605054264.601222,1605054264.807070,205848.0,198145.9999999977,3940.9999999999723
1605054264.826081,1605054265.031401,205320.0,202754.9999999998,0.0
1605054265.050380,1605054265.258751,208371.0,201482.00000000215,0.0
1605054265.278723,1605054265.482928,204205.0,201627.99999999948,0.0
1605054265.503087,1605054265.707189,204102.0,201451.99999999974,0.0
1605054265.727183,1605054265.931031,203848.0,201284.9999999986,0.0
1605054265.951758,1605054266.160924,209166.0,197918.99999999884,4043.0000000000186
