memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
0,burst,False,14252000,0.280291,15775296,14479589,
0,burst,False,14506000,0.270984,15777604,14792195,
0,burst,False,16088000,0.278478,21817062,17042779,
0,burst,False,14320000,0.273582,15779798,14612195,
0,burst,False,12497000,0.967162,13678275,12617136,
0,burst,False,15195000,0.295026,20634500,15797963,
0,burst,False,15000000,0.269963,16745508,15463780,
0,burst,False,16298000,0.310331,21868422,17119005,
0,burst,False,2608000,0.334602,4195113,3269549,
0,burst,False,16360000,0.308139,21834625,17225511,
0,burst,False,15054000,0.264717,16582019,15594145,
0,burst,False,16532000,0.340039,18462839,17606896,
0,burst,False,7969000,0.967511,9991361,8261501,
0,burst,True,11232000,0.995797,13489890,11766946,
0,burst,False,15026000,0.273739,16698818,15502052,
0,burst,True,1758000,0.94052,11888307,3254324,
0,burst,False,15135000,0.286163,16659028,15683539,
0,burst,False,16835000,0.32353,18401974,17979832,
0,burst,False,8029000,1.008646,9976507,8392334,
0,burst,False,11504000,0.982565,13677833,11997772,
0,burst,False,14048000,0.249366,15580996,14579273,
0,burst,False,16448000,0.301083,21822692,17249088,
0,burst,False,14985000,0.261112,16743294,15446309,
0,burst,False,3188000,0.940825,11888389,3304440,
0,burst,False,2646000,0.264361,10648486,4386109,
0,burst,False,8654000,0.995572,9841076,8739949,
0,burst,False,15004000,0.232681,15587782,15287131,
0,burst,False,14065000,0.266131,15619362,14392700,
0,burst,False,1886000,0.253393,3227103,2001682,
0,burst,False,16318000,0.30833,21824218,17071563,
0,burst,False,15069000,0.247362,16669970,15576855,
0,burst,False,16305000,0.322367,21841982,17103194,
0,burst,False,11448000,1.014319,13690039,11910788,
0,burst,False,15977000,0.314551,21884163,17095831,
0,burst,False,15134000,0.267844,16671520,15698448,
0,burst,False,14050000,0.275215,15597401,14328461,
0,burst,False,11433000,0.986302,13681955,11869066,
0,burst,True,550000,0.983909,2489149,942626,
0,burst,False,14921000,0.242908,16758534,15153826,
0,burst,False,15249000,0.252879,16617321,15825544,
0,burst,False,16708000,0.337473,18465459,17729530,
0,burst,False,14180000,0.25291,15721990,14628753,
0,burst,False,2488000,0.23923,10608046,4377174,
0,burst,False,16337000,0.291457,21816280,17274745,
0,burst,False,14163000,0.25725,15719088,14598964,
0,burst,False,1345000,0.334327,11458868,2036869,
0,burst,False,14273000,0.24431,15743028,14763140,
0,burst,False,8034000,0.967211,10013785,8323085,
0,burst,False,16266000,0.294474,21456979,17021470,
0,burst,False,14300000,0.263216,15546167,14699230,
0,burst,False,16436000,0.325081,18225817,17407445,
0,burst,False,16653000,0.335581,18411299,17825965,
0,burst,False,16397000,0.296913,21808448,17216095,
0,burst,False,16784000,0.335146,18503573,17867451,
0,burst,False,16459000,0.326761,18354707,17541807,
0,burst,False,2234000,0.249494,3261494,2242611,
0,burst,False,14125000,0.264863,15726996,14494764,
0,burst,False,7928000,0.985401,9986683,8215227,
0,burst,False,16101000,0.326093,21870227,17064631,
0,burst,False,15103000,0.292912,16675131,15602883,
0,burst,True,2452000,0.223752,3017048,2694480,
0,burst,False,16582000,0.328199,18488949,17526668,
0,burst,False,16520000,0.298796,21846805,17144627,
0,burst,False,16645000,0.329822,18472098,17609235,
0,burst,False,16638000,0.301997,21821654,17396955,
0,burst,False,15920000,0.287244,21859613,17065527,
0,burst,False,14109000,0.306239,15695878,14457103,
0,burst,False,17050000,0.317466,21828568,17441502,
0,burst,False,14403000,0.266938,15758410,14848016,
0,burst,False,14193000,0.285114,15726992,14654184,
0,burst,False,16547000,0.331732,18465460,17621259,
0,burst,False,11597000,0.959513,13719409,12159512,
0,burst,False,16303000,0.298545,21046929,16497219,
0,burst,False,16475000,0.333366,18378294,17545700,
0,burst,False,14134000,0.260016,15711199,14535688,
0,burst,False,16505000,0.329158,18436407,17566240,
0,burst,False,2263000,0.262406,3275704,2377163,
0,burst,False,15859000,0.293595,21825951,16900581,
0,burst,False,14422000,0.275486,15717914,14844550,
0,burst,True,1744000,0.244479,2406717,1900133,
0,burst,False,14318000,0.252493,15598799,14641398,
0,burst,False,16787000,0.294598,18433822,17965396,
0,burst,False,14972000,0.255547,16388885,15847372,
0,burst,False,16939000,0.302488,18498563,18038997,
0,burst,False,16320000,0.332299,21844145,17194156,
0,burst,False,16737000,0.327423,18483696,17787487,
0,burst,False,11487000,0.975225,13686857,11964840,
0,burst,False,16568000,0.316158,21836767,17128254,
0,burst,False,17021000,0.312091,18496141,18104542,
0,burst,False,14240000,0.262486,15598948,14685058,
0,burst,False,15100000,0.299285,16659853,15627161,
0,burst,True,2440000,0.242468,10638594,4365373,
0,burst,False,11392000,0.986715,13677519,11642530,
0,burst,False,16567000,0.330794,18377896,17692378,
0,burst,False,15935000,0.331306,21865216,17034725,
0,burst,False,16648000,0.331757,18421648,17806204,
0,burst,False,7811000,0.969954,9979252,7902430,
0,burst,True,16560000,0.338349,18239670,17572129,
0,burst,False,7571000,0.988508,9999105,7640095,
0,burst,False,15018000,0.274264,16702999,15512742,
0,burst,False,14141000,0.266557,15700017,14539175,
0,burst,False,16212000,0.312985,21855359,17118399,
0,burst,False,16630000,0.332389,18483349,17594461,
0,burst,False,16305000,0.313494,21829209,17084127,
0,burst,False,15180000,0.254338,16678279,15768538,
0,burst,False,16611000,0.334782,18417763,17743999,
0,burst,False,15039000,0.277761,16736401,15533852,
0,burst,False,16362000,0.312442,21829906,17132180,
0,burst,False,16605000,0.339955,18392649,17757290,
0,burst,False,14948000,0.251421,16545862,15427836,
0,burst,False,14945000,0.262914,16725511,15223989,
0,burst,False,7914000,1.047063,9972514,8169417,
0,burst,False,14353000,0.284441,15654554,14696301,
0,burst,True,2297000,0.281729,16330650,4155591,
0,burst,False,16799000,0.291012,18370606,17939307,
0,burst,False,15190000,0.271421,16657789,15773298,
0,burst,False,16613000,0.335033,18394277,17745982,
0,burst,False,16981000,0.307207,18477555,18052043,
0,burst,False,16008000,0.299944,21834443,17096415,
0,burst,False,16475000,0.330636,18418342,17519933,
0,burst,False,1146000,0.327867,11243387,1821951,
0,burst,False,14457000,0.263387,15777403,14793946,
0,burst,False,14238000,0.278566,15630267,14649999,
0,burst,False,16344000,0.297719,21812960,17204954,
0,burst,False,14961000,0.264525,16695720,15373015,
0,burst,False,16416000,0.29993,21816110,17216783,
0,burst,False,16618000,0.346027,18454400,17763080,
0,burst,False,16906000,0.317662,18505019,18007460,
