#Seconds from epoch.microseconds; Duration in miliseconds
Begin,End,Wallclock,User,Sys
1605055357.611716,1605055358.903776,1.287,0.732,0.082
1605055358.904375,1605055359.902498,0.996,0.693,0.073
1605055359.903550,1605055360.947491,1.041,0.699,0.081
1605055360.948146,1605055362.023208,1.073,0.709,0.066
1605055362.023930,1605055363.019953,0.993,0.678,0.094
1605055363.020792,1605055364.061949,1.039,0.669,0.103
1605055364.062826,1605055365.031895,0.966,0.669,0.090
1605055365.032807,1605055366.093691,1.058,0.680,0.081
1605055366.094528,1605055367.048263,0.951,0.701,0.055
1605055367.049181,1605055368.077793,1.026,0.708,0.060
1605055368.078810,1605055369.067840,0.987,0.696,0.086
1605055369.069002,1605055370.142722,1.071,0.692,0.091
1605055370.143820,1605055371.147559,1.001,0.720,0.069
1605055371.148772,1605055372.232550,1.081,0.716,0.063
1605055372.233774,1605055373.238809,1.000,0.717,0.061
1605055373.240117,1605055374.308533,1.066,0.711,0.060
1605055374.310121,1605055375.320531,1.008,0.711,0.067
1605055375.322011,1605055376.377709,1.053,0.688,0.083
1605055376.379216,1605055377.358577,0.977,0.702,0.056
1605055377.360362,1605055378.444768,1.082,0.716,0.070
1605055378.446415,1605055379.428081,0.979,0.672,0.096
1605055379.430064,1605055380.458925,1.026,0.691,0.075
1605055380.460723,1605055381.453409,0.990,0.683,0.081
1605055381.455542,1605055382.506929,1.038,0.678,0.093
1605055382.509337,1605055383.567292,1.055,0.688,0.078
1605055383.569693,1605055384.625325,1.053,0.712,0.074
1605055384.627947,1605055385.665856,1.035,0.701,0.067
1605055385.668356,1605055386.735229,1.064,0.692,0.070
1605055386.737970,1605055387.735297,0.995,0.695,0.072
1605055387.737776,1605055388.817770,1.077,0.706,0.065
1605055388.820147,1605055389.804008,0.981,0.698,0.073
1605055389.806492,1605055390.899197,1.087,0.706,0.073
1605055390.901787,1605055391.923100,1.019,0.688,0.085
1605055391.925697,1605055393.014295,1.086,0.699,0.070
1605055393.017048,1605055393.992721,0.973,0.711,0.054
1605055393.995577,1605055395.046131,1.048,0.680,0.087
1605055395.049765,1605055396.021952,0.970,0.704,0.058
1605055396.025195,1605055397.113868,1.086,0.692,0.085
1605055397.117346,1605055398.099538,0.980,0.676,0.086
1605055398.103545,1605055399.166749,1.061,0.691,0.075
1605055399.170474,1605055400.152022,0.979,0.691,0.076
1605055400.155642,1605055401.220230,1.062,0.716,0.051
1605055401.224641,1605055402.201835,0.975,0.682,0.089
1605055402.205877,1605055403.239316,1.031,0.695,0.073
1605055403.243363,1605055404.237356,0.987,0.734,0.028
1605055404.242201,1605055405.292421,1.047,0.693,0.080
1605055405.297546,1605055406.280080,0.980,0.707,0.061
1605055406.284710,1605055407.328642,1.041,0.687,0.085
1605055407.334167,1605055408.340639,1.004,0.690,0.079
1605055408.346292,1605055409.380681,1.032,0.703,0.078
1605055409.387171,1605055410.407511,1.012,0.692,0.076
1605055410.413384,1605055411.448147,1.032,0.704,0.063
1605055411.454390,1605055412.444043,0.987,0.695,0.068
1605055412.449470,1605055413.502137,1.050,0.688,0.067
1605055413.507521,1605055414.519213,1.009,0.675,0.088
1605055414.524820,1605055415.588237,1.061,0.696,0.068
1605055415.594151,1605055416.581320,0.985,0.702,0.066
1605055416.587599,1605055417.663428,1.073,0.698,0.082
1605055417.670667,1605055418.691717,1.018,0.708,0.051
1605055418.698016,1605055419.756698,1.056,0.701,0.056
1605055419.763239,1605055420.737162,0.971,0.667,0.094
1605055420.744954,1605055421.792967,1.045,0.707,0.067
1605055421.800383,1605055422.780602,0.978,0.697,0.071
1605055422.787592,1605055423.874146,1.084,0.719,0.054
1605055423.882438,1605055424.868104,0.983,0.692,0.083
1605055424.875675,1605055425.937825,1.060,0.712,0.067
1605055425.945459,1605055426.933676,0.986,0.726,0.049
1605055426.941546,1605055428.029415,1.085,0.703,0.069
1605055428.038871,1605055429.009612,0.968,0.684,0.077
1605055429.017900,1605055430.078519,1.058,0.687,0.072
1605055430.088473,1605055431.084064,0.993,0.704,0.068
1605055431.092639,1605055432.134735,1.040,0.683,0.074
1605055432.144921,1605055433.113840,0.966,0.687,0.072
1605055433.124484,1605055434.179399,1.052,0.694,0.071
1605055434.190161,1605055435.206022,1.013,0.702,0.083
1605055435.215514,1605055436.284616,1.067,0.708,0.067
1605055436.294550,1605055437.283689,0.987,0.699,0.080
1605055437.293374,1605055438.306633,1.011,0.686,0.076
1605055438.316713,1605055439.289018,0.970,0.694,0.072
1605055439.299603,1605055440.336510,1.034,0.702,0.080
1605055440.350580,1605055441.333205,0.980,0.681,0.089
1605055441.344066,1605055442.388878,1.042,0.704,0.069
1605055442.405558,1605055443.411208,1.003,0.705,0.074
1605055443.423896,1605055444.513910,1.087,0.715,0.070
1605055444.525809,1605055445.506530,0.978,0.709,0.059
1605055445.520496,1605055446.622222,1.099,0.727,0.069
1605055446.634310,1605055447.615926,0.979,0.705,0.065
1605055447.628389,1605055448.711024,1.080,0.721,0.047
1605055448.725419,1605055449.724133,0.996,0.711,0.066
1605055449.736326,1605055450.797311,1.059,0.680,0.081
1605055450.809521,1605055451.770143,0.958,0.697,0.060
1605055451.785294,1605055452.815285,1.027,0.695,0.080
1605055452.831632,1605055453.816638,0.982,0.710,0.062
1605055453.832703,1605055454.846361,1.011,0.705,0.068
1605055454.866310,1605055455.881090,1.011,0.689,0.086
1605055455.895165,1605055456.863631,0.966,0.660,0.098
1605055456.880677,1605055457.985274,1.102,0.709,0.081
1605055458.000620,1605055458.984316,0.981,0.713,0.055
1605055459.002048,1605055460.071564,1.067,0.673,0.101
1605055460.087270,1605055461.074317,0.985,0.668,0.103
1605055461.090433,1605055462.167088,1.074,0.669,0.107
1605055462.182948,1605055463.157875,0.973,0.686,0.084
1605055463.174221,1605055464.256299,1.080,0.732,0.059
1605055464.272035,1605055465.249577,0.975,0.707,0.051
1605055465.269220,1605055466.288800,1.017,0.696,0.070
1605055466.308348,1605055467.301508,0.990,0.704,0.073
1605055467.318111,1605055468.324725,1.004,0.702,0.052
1605055468.346157,1605055469.323339,0.975,0.676,0.094
1605055469.344431,1605055470.368044,1.021,0.706,0.063
1605055470.391513,1605055471.369090,0.975,0.701,0.067
1605055471.387691,1605055472.464025,1.074,0.696,0.069
1605055472.485864,1605055473.469143,0.980,0.717,0.049
1605055473.488973,1605055474.566316,1.075,0.701,0.082
1605055474.586299,1605055475.591070,1.002,0.682,0.091
1605055475.611395,1605055476.674282,1.060,0.687,0.084
1605055476.694977,1605055477.727943,1.031,0.714,0.081
1605055477.747459,1605055478.819433,1.070,0.696,0.074
1605055478.839258,1605055479.802650,0.961,0.687,0.073
1605055479.826917,1605055480.882377,1.053,0.696,0.071
1605055480.902819,1605055481.904043,0.999,0.696,0.078
1605055481.928741,1605055483.107073,1.176,0.689,0.082
1605055483.131910,1605055484.202027,1.067,0.735,0.072
1605055484.223306,1605055485.289592,1.064,0.728,0.051
1605055485.320700,1605055486.363117,1.040,0.692,0.098
1605055486.386329,1605055487.416817,1.028,0.660,0.109
1605055487.441529,1605055488.443436,1.000,0.692,0.075
1605055488.470413,1605055489.560752,1.088,0.691,0.086
1605055489.588880,1605055490.586834,0.995,0.715,0.070
1605055490.610221,1605055491.665205,1.052,0.692,0.083
1605055491.693885,1605055492.727106,1.031,0.694,0.092
1605055492.755906,1605055493.833250,1.075,0.727,0.070
1605055493.857554,1605055494.838490,0.979,0.672,0.088
1605055494.868485,1605055495.905649,1.034,0.684,0.093
1605055495.935320,1605055496.929422,0.992,0.719,0.057
1605055496.954700,1605055498.019708,1.063,0.695,0.078
1605055498.045780,1605055499.058795,1.011,0.727,0.065
1605055499.090218,1605055500.147872,1.055,0.742,0.042
1605055500.175607,1605055501.195198,1.017,0.697,0.079
1605055501.225323,1605055502.306125,1.078,0.699,0.080
1605055502.337782,1605055503.362516,1.022,0.669,0.107
1605055503.390048,1605055504.425498,1.033,0.698,0.065
1605055504.453510,1605055505.511619,1.056,0.699,0.070
1605055505.545931,1605055506.604259,1.055,0.689,0.090
1605055506.633761,1605055507.634412,0.998,0.721,0.056
1605055507.664430,1605055508.748684,1.082,0.730,0.056
1605055508.781498,1605055509.774953,0.991,0.716,0.058
1605055509.804882,1605055510.912731,1.105,0.699,0.092
1605055510.945816,1605055511.929838,0.981,0.695,0.068
1605055511.964931,1605055512.978210,1.011,0.674,0.086
1605055513.009991,1605055514.089622,1.077,0.699,0.077
1605055514.127144,1605055515.169528,1.040,0.715,0.064
1605055515.201337,1605055516.235510,1.032,0.696,0.086
1605055516.267788,1605055517.336467,1.066,0.724,0.052
1605055517.369026,1605055518.351663,0.980,0.714,0.051
1605055518.391227,1605055519.481009,1.087,0.723,0.056
1605055519.514613,1605055520.523386,1.006,0.702,0.082
1605055520.564024,1605055521.640011,1.073,0.730,0.062
1605055521.674076,1605055522.680664,1.004,0.712,0.072
1605055522.715086,1605055523.763732,1.046,0.709,0.075
1605055523.798597,1605055524.835424,1.034,0.711,0.084
1605055524.871130,1605055525.903029,1.029,0.679,0.097
1605055525.948657,1605055526.951659,1.000,0.716,0.066
1605055526.988118,1605055528.039959,1.049,0.703,0.072
1605055528.076859,1605055529.147020,1.068,0.697,0.079
1605055529.191713,1605055530.238308,1.044,0.694,0.081
1605055530.276939,1605055531.265367,0.986,0.689,0.083
1605055531.310826,1605055532.364389,1.051,0.713,0.065
1605055532.402589,1605055533.398631,0.994,0.694,0.076
1605055533.437532,1605055534.472621,1.033,0.687,0.079
1605055534.511855,1605055535.505558,0.991,0.702,0.070
1605055535.545173,1605055536.617558,1.070,0.694,0.075
1605055536.666178,1605055537.654696,0.986,0.684,0.085
1605055537.694886,1605055538.707731,1.010,0.695,0.067
1605055538.752956,1605055539.750140,0.995,0.691,0.077
1605055539.791192,1605055540.843116,1.049,0.699,0.071
1605055540.885739,1605055541.902814,1.015,0.720,0.061
1605055541.945646,1605055543.021251,1.073,0.689,0.102
1605055543.076442,1605055544.084705,1.005,0.696,0.083
1605055544.136134,1605055545.181449,1.043,0.679,0.084
1605055545.225763,1605055546.215226,0.987,0.684,0.079
1605055546.265088,1605055547.323471,1.056,0.739,0.029
1605055547.368115,1605055548.363726,0.993,0.683,0.097
1605055548.417952,1605055549.481594,1.061,0.692,0.093
1605055549.527344,1605055550.522934,0.993,0.699,0.068
1605055550.569005,1605055551.651240,1.080,0.702,0.076
1605055551.706436,1605055552.692685,0.984,0.713,0.065
1605055552.739266,1605055553.802235,1.060,0.729,0.055
1605055553.849887,1605055554.863516,1.011,0.679,0.099
1605055554.920746,1605055555.954986,1.031,0.710,0.062
1605055556.005403,1605055557.000561,0.993,0.702,0.068
1605055557.049089,1605055558.118231,1.067,0.690,0.081
1605055558.167079,1605055559.137832,0.968,0.710,0.049
1605055559.196919,1605055560.264543,1.065,0.714,0.071
1605055560.314404,1605055561.303662,0.987,0.700,0.069
1605055561.353900,1605055562.409869,1.053,0.728,0.058
1605055562.469543,1605055563.476152,1.004,0.705,0.082
1605055563.527670,1605055564.622304,1.092,0.702,0.075
1605055564.674595,1605055565.666100,0.989,0.701,0.077
1605055565.718555,1605055566.782992,1.062,0.727,0.061
1605055566.836903,1605055567.831787,0.992,0.695,0.073
