memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
0,burst,False,522568,0.232408,9582128,8512160,
0,burst,False,574725,0.229369,17488448,8348943,
0,burst,False,607641,0.246276,6019776,2513503,
0,burst,False,610266,0.235875,48003205,38880879,
0,burst,True,1865723,0.294845,4538839,1957425,
0,burst,False,525452,0.252164,27638247,26306120,
0,burst,False,1577431,0.271644,33535013,32371827,
0,burst,False,2581269,0.274977,37641158,36535308,
0,burst,False,626594,0.306292,45147271,43913017,
0,burst,False,1475046,0.250713,43464640,42077708,
0,burst,False,587258,0.20451,14417622,5411749,
0,burst,False,569990,0.260945,7954764,3532004,
0,burst,False,511610,0.256808,40510461,39109935,
0,burst,False,534526,0.292002,9186325,8390484,
0,burst,False,503058,0.246374,26610036,25311823,
0,burst,False,1531793,0.310068,32957717,31756801,
0,burst,False,2541081,0.299371,27853733,26402939,
0,burst,False,1509300,0.260905,48107784,46540722,
0,burst,False,1551568,0.306262,41601980,40399256,
0,burst,False,531545,0.29777,12680658,11644073,
0,burst,False,2370604,0.235016,36943657,27853613,
0,burst,False,790013,0.295742,12885457,11873729,
0,burst,False,502583,0.241044,13057435,12140175,
0,burst,False,530626,0.278871,5543484,3009165,
0,burst,False,558873,0.262233,11249295,2351994,
0,burst,False,926695,0.278184,7549672,6678123,
0,burst,False,552151,0.307504,17605443,16640841,
0,burst,False,590611,0.282471,6940517,3916921,
0,burst,False,1421484,0.308969,6947556,6152453,
0,burst,False,631860,0.262093,16873622,7791139,
0,burst,False,514175,0.299355,11454361,10582812,
0,burst,False,482143,0.295396,14801209,13887276,
0,burst,False,546815,0.245614,46773599,37661992,
0,burst,False,6753200,0.312885,26416214,25199822,
0,burst,False,1591231,0.260401,46033358,44770493,
0,burst,False,519690,0.28,5977003,3548841,
0,burst,False,1046009,0.261531,4685111,4069645,
0,burst,False,520527,0.277236,4889009,4167637,
0,burst,False,648883,0.309542,7554351,6794843,
0,burst,False,540270,0.303294,19645638,18473059,
0,burst,False,545707,0.218683,53407965,51811977,
0,burst,False,2634359,0.290186,35601718,34380721,
0,burst,False,547673,0.297451,8746078,7856390,
0,burst,False,539796,0.282179,7962825,7210882,
0,burst,False,605619,0.2457,12571822,3641435,
0,burst,False,668010,0.213774,5640405,2667715,
0,burst,False,598607,0.246283,5404674,1903925,
0,burst,False,516325,0.294926,15203174,14079976,
0,burst,False,528823,0.263369,17582435,16436020,
0,burst,True,2832284,0.270668,7530297,2971519,
0,burst,False,1475528,0.289202,45053937,43547747,
0,burst,False,507597,0.24811,15711784,14849347,
0,burst,False,2589077,0.297971,32766944,31459598,
0,burst,False,514507,0.318138,18659808,17247798,
0,burst,False,484768,0.270242,5540038,4663088,
0,burst,False,1097647,0.281489,25595877,24292340,
0,burst,False,554085,0.275134,10731901,1820143,
0,burst,False,522845,0.285537,18514647,9516341,
0,burst,False,652083,0.283449,4175272,695382,
0,burst,False,553426,0.2777,15322169,14340311,
0,burst,False,1530940,0.333868,34437901,32950851,
0,burst,False,575885,0.293038,40404193,39253545,
0,burst,False,7275078,0.240279,35395811,34052229,
0,burst,False,774098,0.229556,19330559,10312863,
0,burst,False,523019,0.299922,14514578,13407097,
