#Seconds from epoch.microseconds; CPU times are in microseconds
Begin,End,Duration,User,Sys
1605552624.264609,1605552625.677540,1412931.0,207454.00000000003,86799.99999999999
1605552625.678054,1605552626.862595,1184541.0,182658.0,103871.99999999999
1605552626.863144,1605552627.138396,275252.0,84756.00000000006,29759.000000000007
1605552627.138939,1605552627.372247,233308.0,55408.99999999993,58329.99999999999
1605552627.372857,1605552627.601445,228588.0,42215.0,69753.00000000001
1605552627.602100,1605552627.877054,274954.0,68031.99999999999,48624.99999999997
1605552627.877737,1605552628.137265,259528.0,82633.00000000007,39733.00000000002
1605552628.138030,1605552628.399663,261633.0,87141.99999999994,24231.000000000004
1605552628.400408,1605552628.665357,264949.0,71434.0,33366.000000000065
1605552628.666179,1605552628.949542,283363.0,76148.0000000001,43352.99999999998
1605552628.950353,1605552629.250771,300418.0,76473.99999999993,47630.99999999998
1605552629.251638,1605552629.643862,392224.0,70829.00000000003,53871.0
1605552629.644790,1605552629.916567,271777.0,69888.00000000017,46328.999999999956
1605552629.917611,1605552630.278488,360877.0,56791.00000000004,62589.00000000001
1605552630.279537,1605552630.550053,270516.0,79717.00000000004,35026.0
1605552630.551157,1605552630.825901,274744.0,48497.99999999993,64110.99999999992
1605552630.827070,1605552631.152141,325071.0,74538.0,37098.99999999999
1605552631.153351,1605552631.523512,370161.0,65404.999999999935,56961.999999999956
1605552631.524812,1605552631.794471,269659.0,79050.99999999999,41058.00000000015
1605552631.795814,1605552632.097579,301765.0,83404.00000000026,28059.999999999975
1605552632.099001,1605552632.356150,257149.0,77686.00000000036,29817.9999999999
1605552632.357730,1605552632.723447,365717.0,68432.00000000004,46099.00000000011
1605552632.725306,1605552633.063752,338446.0,72321.99999999978,42328.99999999984
1605552633.065415,1605552633.334566,269151.0,60353.0000000001,51876.00000000004
1605552633.336278,1605552633.564386,228108.0,66181.99999999996,45537.999999999854
1605552633.566263,1605552633.839746,273483.0,91266.00000000007,37482.00000000024
1605552633.841672,1605552634.176924,335252.0,72340.99999999977,56593.99999999981
1605552634.178981,1605552634.530160,351179.0,78577.00000000012,34478.00000000001
1605552634.532270,1605552634.751125,218855.0,70390.00000000017,38691.00000000003
1605552634.753287,1605552635.020000,266713.0,72763.00000000013,57536.99999999995
1605552635.022325,1605552635.392268,369943.0,54100.00000000004,61994.0000000001
1605552635.394699,1605552635.711958,317259.0,86909.00000000035,31647.999999999898
1605552635.714474,1605552636.000600,286126.0,70967.9999999997,32599.999999999964
1605552636.003192,1605552636.354155,350963.0,75678.9999999996,35070.00000000016
1605552636.356821,1605552636.611706,254885.0,70603.00000000019,54321.99999999998
1605552636.614553,1605552636.910331,295778.0,78625.99999999987,44774.000000000095
1605552636.913199,1605552637.284648,371449.0,71274.99999999997,41449.999999999985
1605552637.287679,1605552637.573813,286134.0,61805.00000000011,51635.000000000095
1605552637.576910,1605552637.828784,251874.0,73131.99999999975,49058.99999999996
