,memory,type,is_cold,exec_time,connection_time,client_time,provider_time,cost
0,128,cold,True,1874949,0.073825,5241327.0,1889000,4.79375
1,128,cold,True,1926158,0.10699700000000001,5098908.0,1939000,5.025000000000001
2,128,cold,True,2140560,0.126735,5651345.0,2153000,5.487500000000002
3,128,cold,True,1755893,0.076272,4774047.0,1766000,4.562500000000001
4,128,cold,True,1969335,0.098428,4240937.0,1982000,5.025000000000001
5,128,cold,True,1916565,0.098643,4930897.0,1926000,5.025000000000001
6,128,cold,True,1904400,0.09681100000000001,4462375.0,1917000,5.025000000000001
7,128,cold,True,2623286,0.091201,5778093.0,2635000,6.643750000000002
8,128,cold,True,2465151,0.14294300000000001,5653541.0,2481000,6.18125
9,128,cold,True,1998457,0.07753099999999999,5225467.0,2011000,5.2562500000000005
10,128,cold,True,1871827,0.087737,4723439.0,1885000,4.79375
11,128,cold,True,2026150,0.06009199999999999,5779732.0,2045000,5.2562500000000005
12,128,cold,True,2039295,0.081285,5678899.0,2051000,5.2562500000000005
13,128,cold,True,1889046,0.145754,5852151.0,1904000,5.025000000000001
14,128,cold,True,1980403,0.099143,6194364.0,1993000,5.025000000000001
15,128,cold,True,1949519,0.131975,5574818.0,1968000,5.025000000000001
16,128,cold,True,2576441,0.147896,5764647.0,2596000,6.4125000000000005
17,128,cold,True,1782812,0.106848,4432255.0,1793000,4.562500000000001
18,128,cold,True,1908671,0.068985,5187490.0,1919000,5.025000000000001
19,128,cold,True,1857994,0.088172,4232402.0,1868000,4.79375
20,128,cold,True,1735626,0.061479,4908810.0,1748000,4.562500000000001
21,128,cold,True,2085312,0.08872000000000001,5534079.0,2099000,5.2562500000000005
22,128,cold,True,2143965,0.107075,5053477.0,2158000,5.487500000000002
23,128,cold,True,1957692,0.150455,6224165.0,1972000,5.025000000000001
24,128,cold,True,1783700,0.053132000000000006,4857208.0,1796000,4.562500000000001
25,128,cold,True,1929397,0.098414,4995108.0,1943000,5.025000000000001
26,128,cold,True,1905278,0.078327,5430888.0,1918000,5.025000000000001
27,128,cold,True,1899929,0.078373,5248866.0,1912000,5.025000000000001
28,128,cold,True,2601991,0.151804,5687093.0,2625000,6.643750000000002
29,128,cold,True,1833733,0.083923,4812969.0,1843000,4.79375
30,128,cold,True,1893269,0.087078,4255558.0,1904000,5.025000000000001
31,128,cold,True,1792952,0.100605,4247993.0,1804000,4.79375
