,memory,type,is_cold,exec_time,connection_time,client_time,provider_time,cost
124,512,cold,True,7415219,0.058779,10054576.0,7429000,69.775
125,512,cold,True,8383351,0.12678,12444028.0,8402000,79.02500000000002
126,512,cold,True,7343493,0.099819,10623860.0,7358000,68.85000000000002
127,512,cold,True,9960521,0.164189,13435302.0,9978000,92.9
128,512,cold,True,6900300,0.15708699999999998,10159383.0,6913000,65.15000000000002
129,512,cold,True,7470752,0.077295,10364082.0,7483000,69.775
130,512,cold,True,8460214,0.08250199999999999,11420830.0,8473000,79.02500000000002
131,512,cold,True,8374578,0.09426799999999999,12328981.0,8391000,78.10000000000001
132,512,cold,True,7569283,0.092552,11736743.0,7581000,70.7
133,512,cold,True,8343929,0.101783,11803741.0,8363000,78.10000000000001
134,512,cold,True,7210584,0.125376,10311365.0,7222000,67.92500000000001
135,512,cold,True,8430587,0.072114,11462012.0,8442000,79.02500000000002
136,512,cold,True,6795485,0.076032,9646104.0,6809000,64.22500000000001
137,512,cold,True,7413714,0.073671,11749797.0,7426000,69.775
138,512,cold,True,7828329,0.157789,11316048.0,7840000,73.47500000000001
139,512,cold,True,6671929,0.107201,9739117.0,6685000,62.375
140,512,cold,True,6727494,0.12784500000000001,9502362.0,6739000,63.30000000000001
141,512,cold,True,10026625,0.139204,13458500.0,10038000,93.82500000000002
142,512,cold,True,8686088,0.094087,13004277.0,8700000,80.87500000000003
143,512,cold,True,8639434,0.076883,12005398.0,8652000,80.87500000000003
144,512,cold,True,6387452,0.12978199999999998,8874081.0,6398000,59.60000000000001
145,512,cold,True,7500005,0.095499,10381869.0,7511000,70.7
146,512,cold,True,7346938,0.083325,10618486.0,7367000,68.85000000000002
147,512,cold,True,6971679,0.14668699999999998,10169498.0,6981000,65.15000000000002
148,512,cold,True,7171673,0.139877,9626199.0,7182000,67.00000000000001
149,512,cold,True,7465633,0.100256,10418987.0,7477000,69.775
150,512,cold,True,8251245,0.08318400000000001,11512618.0,8263000,77.17500000000001
151,512,cold,True,7424765,0.094061,10032447.0,7437000,69.775
152,512,cold,True,7386508,0.092657,10618395.0,7399000,68.85000000000002
153,512,cold,True,7337477,0.08528,10068541.0,7354000,68.85000000000002
154,512,cold,True,8303694,0.07142899999999999,10605786.0,8315000,78.10000000000001
155,512,cold,True,7150581,0.087826,10003265.0,7167000,67.00000000000001
156,512,cold,True,7600502,0.082865,10265498.0,7614000,71.62500000000001
157,512,cold,True,8304726,0.131331,12256427.0,8319000,78.10000000000001
158,512,cold,True,7026878,0.086991,10971951.0,7039000,66.07500000000002
159,512,cold,True,7260046,0.110679,9916423.0,7273000,67.92500000000001
160,512,cold,True,6667071,0.145759,11413627.0,6683000,62.375
161,512,cold,True,6764999,0.070238,9653672.0,6778000,63.30000000000001
162,512,cold,True,6455772,0.06235,9272106.0,6469000,60.525000000000006
163,512,cold,True,8013097,0.171268,11193970.0,8032000,75.32500000000002
164,512,cold,True,7162165,0.133964,10363285.0,7174000,67.00000000000001
165,512,cold,True,9488080,0.09471900000000001,13059039.0,9501000,89.20000000000002
166,512,cold,True,6752638,0.067025,9515973.0,6763000,63.30000000000001
167,512,cold,True,8120942,0.092561,11430945.0,8133000,76.25
168,512,cold,True,7256939,0.125101,9633616.0,7270000,67.92500000000001
169,512,cold,True,8266489,0.165229,11235180.0,8281000,77.17500000000001
170,512,cold,True,6784250,0.084119,8955208.0,6795000,63.30000000000001
171,512,cold,True,10630962,0.16561900000000002,15013234.0,10644000,99.37500000000001
172,512,cold,True,9516717,0.062575,12486218.0,9540000,89.20000000000002
173,512,cold,True,7858459,0.10447000000000001,11871910.0,7869000,73.47500000000001
174,512,cold,True,8056860,0.07998,11375087.0,8070000,75.32500000000002
175,512,cold,True,8091372,0.082824,11416525.0,8106000,76.25
176,512,cold,True,7121312,0.144673,10906753.0,7133000,67.00000000000001
177,512,cold,True,8015044,0.075526,11129669.0,8028000,75.32500000000002
178,512,cold,True,9456742,0.081301,13169695.0,9475000,88.27500000000003
179,512,cold,True,7560882,0.07606399999999999,10971308.0,7575000,70.7
180,512,cold,True,6668905,0.150539,9877175.0,6680000,62.375
181,512,cold,True,6812574,0.09219,9875005.0,6826000,64.22500000000001
182,512,cold,True,7948518,0.07496900000000001,11185112.0,7961000,74.40000000000002
183,512,cold,True,6153473,0.073384,8436306.0,6163000,57.75000000000001
184,512,cold,True,8421626,0.132687,12437892.0,8438000,79.02500000000002
185,512,cold,True,7966229,0.0964,11047307.0,7979000,74.40000000000002
186,512,cold,True,9543487,0.079658,13068144.0,9557000,89.20000000000002
187,512,cold,True,8110137,0.127937,11215437.0,8120000,76.25
188,512,cold,True,7488734,0.165712,10577533.0,7502000,70.7
189,512,cold,True,9476089,0.087884,13167163.0,9499000,88.27500000000003
190,512,cold,True,11498885,0.09353,14349371.0,11514000,107.70000000000002
191,512,cold,True,10054554,0.070841,14928915.0,10075000,93.82500000000002
192,512,cold,True,7766634,0.083774,10733643.0,7782000,72.55000000000003
193,512,cold,True,9619968,0.09591000000000001,12461710.0,9636000,90.125
194,512,cold,True,6580079,0.11742899999999999,8888882.0,6592000,61.45
195,512,cold,True,7895310,0.14113599999999998,11275951.0,7909000,74.40000000000002
196,512,cold,True,7011296,0.126093,9281523.0,7023000,66.07500000000002
197,512,cold,True,7139168,0.082618,10321017.0,7154000,67.00000000000001
198,512,cold,True,7296502,0.09629800000000001,10480718.0,7308000,68.85000000000002
199,512,cold,True,7775855,0.126538,11346364.0,7789000,72.55000000000003
0,512,warm,False,1050374,0.08523,1105008.0,1056000,10.575000000000003
1,512,warm,False,1086370,0.085787,1140886.0,1094000,10.575000000000003
2,512,warm,False,1157048,0.09875,1211231.0,1162000,11.500000000000002
3,512,warm,False,1134397,0.093477,1183934.0,1141000,11.500000000000002
4,512,warm,False,1077248,0.09303,1130178.0,1083000,10.575000000000003
5,512,warm,False,1018139,0.113014,1070241.0,1025000,10.575000000000003
6,512,warm,False,1037107,0.097579,1104263.0,1042000,10.575000000000003
7,512,warm,False,1025523,0.11902,1075656.0,1033000,10.575000000000003
8,512,warm,False,1034586,0.086714,1129267.0,1069000,10.575000000000003
9,512,warm,False,1037847,0.082013,1197569.0,1044000,10.575000000000003
10,512,warm,False,1184248,0.082426,1238694.0,1192000,11.500000000000002
11,512,warm,False,1118585,0.062898,1197617.0,1127000,11.500000000000002
12,512,warm,False,1111298,0.10227,1165453.0,1119000,11.500000000000002
13,512,warm,False,1011372,0.08025299999999999,1087762.0,1043000,10.575000000000003
14,512,warm,False,1123079,0.070329,1173687.0,1129000,11.500000000000002
15,512,warm,False,1078317,0.11005799999999999,1153164.0,1086000,10.575000000000003
16,512,warm,False,997235,0.11398499999999999,1051859.0,1004000,10.575000000000003
17,512,warm,False,1117916,0.09650700000000001,1171305.0,1125000,11.500000000000002
18,512,warm,False,1153826,0.10403699999999999,1217802.0,1169000,11.500000000000002
19,512,warm,False,1194557,0.08405599999999999,1254809.0,1203000,12.425
20,512,warm,False,1206004,0.08893,1273501.0,1223000,12.425
21,512,warm,False,1128298,0.09271499999999999,1181789.0,1136000,11.500000000000002
22,512,warm,False,1217254,0.086757,1284214.0,1225000,12.425
23,512,warm,False,1122653,0.10291700000000001,1204675.0,1160000,11.500000000000002
24,512,warm,False,1088154,0.102711,1138048.0,1095000,10.575000000000003
25,512,warm,False,1204645,0.095614,1260827.0,1214000,12.425
26,512,warm,False,1135632,0.08609299999999999,1186505.0,1142000,11.500000000000002
27,512,warm,False,1152529,0.085767,1206161.0,1159000,11.500000000000002
28,512,warm,False,1105895,0.08603200000000001,1153923.0,1113000,11.500000000000002
29,512,warm,False,1011186,0.104031,1166351.0,1116000,11.500000000000002
30,512,warm,False,1007376,0.09512899999999999,1157985.0,1012000,10.575000000000003
31,512,warm,False,1029991,0.07814700000000001,1080797.0,1037000,10.575000000000003
32,512,warm,False,1186332,0.074807,1235654.0,1192000,11.500000000000002
33,512,warm,False,1119055,0.059378999999999994,1242931.0,1196000,11.500000000000002
34,512,warm,False,1130375,0.09578400000000001,1185589.0,1138000,11.500000000000002
35,512,warm,False,1088897,0.085745,1139356.0,1095000,10.575000000000003
36,512,warm,False,1128818,0.091788,1185008.0,1137000,11.500000000000002
37,512,warm,False,1017488,0.08052000000000001,1074475.0,1025000,10.575000000000003
38,512,warm,False,1054322,0.090462,1109690.0,1062000,10.575000000000003
39,512,warm,False,1030220,0.11361700000000001,1088371.0,1036000,10.575000000000003
40,512,warm,False,1028627,0.096509,1166378.0,1035000,10.575000000000003
41,512,warm,False,1265964,0.08264099999999999,1323440.0,1274000,12.425
42,512,warm,False,1034926,0.056588,1170971.0,1104000,11.500000000000002
43,512,warm,False,1032757,0.075282,1083276.0,1040000,10.575000000000003
44,512,warm,False,1105175,0.0768,1153720.0,1114000,11.500000000000002
45,512,warm,False,927306,0.06817899999999999,1015659.0,963000,9.650000000000002
46,512,warm,False,932766,0.08972000000000001,1020024.0,938000,9.650000000000002
47,512,warm,False,1025749,0.083204,1113549.0,1033000,10.575000000000003
48,512,warm,False,1017972,0.08684700000000001,1071563.0,1024000,10.575000000000003
49,512,warm,False,1098092,0.07777,1148741.0,1105000,11.500000000000002
50,512,warm,False,1204932,0.070924,1271300.0,1225000,12.425
51,512,warm,False,1085056,0.10484600000000001,1138100.0,1095000,10.575000000000003
52,512,warm,False,1214658,0.09195,1270834.0,1221000,12.425
53,512,warm,False,1098372,0.08621799999999999,1213209.0,1170000,11.500000000000002
54,512,warm,False,960733,0.088992,1021158.0,967000,9.650000000000002
55,512,warm,False,928953,0.074645,1008674.0,963000,9.650000000000002
56,512,warm,False,956532,0.096221,1077438.0,963000,9.650000000000002
57,512,warm,False,963794,0.086755,1121907.0,970000,9.650000000000002
58,512,warm,False,1065852,0.091805,1118660.0,1073000,10.575000000000003
59,512,warm,False,1129712,0.117822,1182107.0,1138000,11.500000000000002
60,512,warm,False,1063509,0.07107100000000001,1117612.0,1070000,10.575000000000003
61,512,warm,False,1075574,0.10159,1140934.0,1084000,10.575000000000003
62,512,warm,False,1098213,0.098194,1146792.0,1105000,11.500000000000002
63,512,warm,False,1175274,0.077434,1231309.0,1182000,11.500000000000002
64,512,warm,False,1104777,0.086881,1158319.0,1111000,11.500000000000002
65,512,warm,False,1220161,0.09162100000000001,1324629.0,1267000,12.425
66,512,warm,False,1067735,0.087642,1127869.0,1074000,10.575000000000003
67,512,warm,False,1006896,0.07269400000000001,1151702.0,1100000,10.575000000000003
68,512,warm,False,1070651,0.061439999999999995,1195210.0,1075000,10.575000000000003
69,512,warm,False,1012219,0.122904,1116533.0,1074000,10.575000000000003
70,512,warm,False,963499,0.067678,1049814.0,970000,9.650000000000002
71,512,warm,False,1034787,0.12389000000000001,1156793.0,1039000,10.575000000000003
72,512,warm,False,1161847,0.08938099999999999,1212784.0,1168000,11.500000000000002
73,512,warm,False,1097397,0.08431799999999999,1151636.0,1103000,11.500000000000002
74,512,warm,False,982360,0.097704,1032587.0,989000,9.650000000000002
75,512,warm,False,986389,0.08559,1041349.0,993000,9.650000000000002
76,512,warm,False,1096522,0.10795899999999999,1232927.0,1105000,11.500000000000002
77,512,warm,False,1116350,0.089077,1236666.0,1182000,11.500000000000002
78,512,warm,False,1033726,0.09467300000000001,1149246.0,1104000,11.500000000000002
79,512,warm,False,1108458,0.074408,1171562.0,1115000,11.500000000000002
80,512,warm,False,1102429,0.08536200000000001,1159533.0,1110000,11.500000000000002
81,512,warm,False,1036614,0.10311300000000001,1088586.0,1044000,10.575000000000003
82,512,warm,False,1214101,0.09703200000000001,1270403.0,1223000,12.425
83,512,warm,False,1298034,0.08167,1457182.0,1404000,14.275000000000002
84,512,warm,False,1021000,0.086757,1162766.0,1112000,11.500000000000002
85,512,warm,False,1009565,0.091669,1074652.0,1019000,10.575000000000003
86,512,warm,False,1028148,0.091542,1079219.0,1034000,10.575000000000003
87,512,warm,False,961433,0.068595,1010705.0,968000,9.650000000000002
88,512,warm,False,940626,0.13481500000000002,1090809.0,1007000,10.575000000000003
89,512,warm,False,1167358,0.074309,1216988.0,1175000,11.500000000000002
90,512,warm,False,1037416,0.081095,1090872.0,1044000,10.575000000000003
91,512,warm,False,985457,0.082625,1037977.0,993000,9.650000000000002
92,512,warm,False,1055360,0.070675,1152776.0,1069000,10.575000000000003
93,512,warm,False,981745,0.079674,1084358.0,989000,9.650000000000002
94,512,warm,False,1030326,0.09987,1078474.0,1036000,10.575000000000003
95,512,warm,False,989780,0.09867999999999999,1098911.0,995000,9.650000000000002
96,512,warm,False,1005733,0.088896,1060396.0,1012000,10.575000000000003
97,512,warm,False,1082233,0.08147599999999999,1201646.0,1097000,10.575000000000003
98,512,warm,False,1020537,0.100941,1073592.0,1027000,10.575000000000003
99,512,warm,False,1054468,0.081605,1162640.0,1060000,10.575000000000003
100,512,warm,False,1098745,0.08810599999999999,1211307.0,1171000,11.500000000000002
101,512,warm,False,1022215,0.075781,1154281.0,1103000,11.500000000000002
102,512,warm,False,969865,0.082557,1094858.0,978000,9.650000000000002
103,512,warm,False,998173,0.083973,1048796.0,1003000,10.575000000000003
104,512,warm,False,1041138,0.076847,1098287.0,1048000,10.575000000000003
105,512,warm,False,1041101,0.089351,1114534.0,1047000,10.575000000000003
106,512,warm,False,1126599,0.077651,1179612.0,1133000,11.500000000000002
107,512,warm,False,1111540,0.086297,1164454.0,1118000,11.500000000000002
108,512,warm,False,1094252,0.07587200000000001,1180356.0,1101000,11.500000000000002
109,512,warm,False,980317,0.09552000000000001,1034034.0,989000,9.650000000000002
110,512,warm,False,977180,0.059602999999999996,1031866.0,982000,9.650000000000002
111,512,warm,False,1127592,0.070876,1184448.0,1133000,11.500000000000002
112,512,warm,False,972275,0.057638999999999996,1126526.0,978000,9.650000000000002
113,512,warm,False,1005736,0.059525,1108972.0,1013000,10.575000000000003
114,512,warm,False,1036050,0.074892,1192310.0,1042000,10.575000000000003
115,512,warm,False,1011939,0.087962,1110053.0,1064000,10.575000000000003
116,512,warm,False,933529,0.091917,1060136.0,1004000,10.575000000000003
117,512,warm,False,1094927,0.086852,1141796.0,1101000,11.500000000000002
118,512,warm,False,1020450,0.078894,1071700.0,1028000,10.575000000000003
119,512,warm,False,1080175,0.086738,1171737.0,1088000,10.575000000000003
120,512,warm,False,1097672,0.091309,1151808.0,1104000,11.500000000000002
121,512,warm,False,1012382,0.09123400000000001,1134953.0,1070000,10.575000000000003
122,512,warm,False,1093258,0.088562,1154885.0,1099000,10.575000000000003
123,512,warm,False,1099687,0.089047,1201691.0,1106000,11.500000000000002
124,512,warm,False,1011357,0.095134,1066794.0,1017000,10.575000000000003
125,512,warm,False,1003224,0.08314099999999999,1090221.0,1010000,10.575000000000003
126,512,warm,False,1298083,0.09511599999999999,1352435.0,1308000,13.35
127,512,warm,False,1214879,0.096649,1276138.0,1223000,12.425
128,512,warm,False,1259551,0.075878,1316572.0,1269000,12.425
129,512,warm,False,1150888,0.08846,1205687.0,1158000,11.500000000000002
130,512,warm,False,1264739,0.071869,1323185.0,1271000,12.425
131,512,warm,False,1122515,0.073224,1196712.0,1143000,11.500000000000002
132,512,warm,False,1183527,0.094251,1250793.0,1193000,11.500000000000002
133,512,warm,False,1116711,0.101006,1269691.0,1215000,12.425
134,512,warm,False,1211268,0.091031,1356902.0,1302000,13.35
135,512,warm,False,1177181,0.093173,1235317.0,1185000,11.500000000000002
136,512,warm,False,1037402,0.063303,1223121.0,1178000,11.500000000000002
137,512,warm,False,1207588,0.090613,1279437.0,1228000,12.425
138,512,warm,False,1011105,0.067264,1148757.0,1016000,10.575000000000003
139,512,warm,False,1023684,0.085243,1078504.0,1031000,10.575000000000003
140,512,warm,False,1051319,0.088543,1122510.0,1057000,10.575000000000003
141,512,warm,False,964156,0.083975,1071630.0,969000,9.650000000000002
142,512,warm,False,973118,0.080923,1030158.0,981000,9.650000000000002
143,512,warm,False,1104308,0.066777,1214402.0,1126000,11.500000000000002
144,512,warm,False,1118933,0.090126,1217318.0,1125000,11.500000000000002
145,512,warm,False,1318191,0.077132,1369874.0,1326000,13.35
146,512,warm,False,1155769,0.094203,1207117.0,1163000,11.500000000000002
147,512,warm,False,1094422,0.07638500000000001,1146233.0,1101000,11.500000000000002
148,512,warm,False,1167552,0.089157,1221048.0,1175000,11.500000000000002
149,512,warm,False,1284063,0.0892,1346079.0,1291000,12.425
150,512,warm,False,1108527,0.102566,1271214.0,1211000,12.425
151,512,warm,False,1126208,0.088638,1192019.0,1134000,11.500000000000002
152,512,warm,False,1122322,0.059316999999999995,1211318.0,1131000,11.500000000000002
153,512,warm,False,1178708,0.082674,1236498.0,1186000,11.500000000000002
154,512,warm,False,1029273,0.084886,1079734.0,1034000,10.575000000000003
155,512,warm,False,1029651,0.069517,1113621.0,1035000,10.575000000000003
156,512,warm,False,1097638,0.090254,1157778.0,1110000,11.500000000000002
157,512,warm,False,1124405,0.092514,1173937.0,1131000,11.500000000000002
158,512,warm,False,987249,0.083747,1167480.0,1060000,10.575000000000003
159,512,warm,False,1131373,0.08379,1355528.0,1310000,13.35
160,512,warm,False,1105171,0.085086,1234355.0,1172000,11.500000000000002
161,512,warm,False,1050507,0.070495,1101987.0,1056000,10.575000000000003
162,512,warm,False,1116165,0.099663,1173485.0,1127000,11.500000000000002
163,512,warm,False,1231630,0.076875,1283146.0,1239000,12.425
164,512,warm,False,1154750,0.069498,1207378.0,1161000,11.500000000000002
165,512,warm,False,1207140,0.090526,1261322.0,1213000,12.425
166,512,warm,False,1113239,0.085241,1202240.0,1121000,11.500000000000002
167,512,warm,False,1052816,0.091656,1105586.0,1059000,10.575000000000003
168,512,warm,False,1027370,0.090688,1159603.0,1112000,11.500000000000002
169,512,warm,False,969825,0.075677,1088151.0,974000,9.650000000000002
170,512,warm,False,1005042,0.094011,1108045.0,1014000,10.575000000000003
171,512,warm,False,1168478,0.090477,1224293.0,1175000,11.500000000000002
172,512,warm,False,1043117,0.07119,1106282.0,1058000,10.575000000000003
173,512,warm,False,1041381,0.07216499999999999,1211744.0,1049000,10.575000000000003
174,512,warm,False,1027416,0.06908500000000001,1111227.0,1064000,10.575000000000003
175,512,warm,False,1035534,0.075547,1110311.0,1043000,10.575000000000003
176,512,warm,False,1019836,0.070872,1096140.0,1055000,10.575000000000003
177,512,warm,False,1009840,0.09084,1091434.0,1016000,10.575000000000003
178,512,warm,False,1033521,0.075843,1211502.0,1040000,10.575000000000003
179,512,warm,False,1027637,0.109681,1077941.0,1033000,10.575000000000003
180,512,warm,False,930412,0.092489,1018024.0,967000,9.650000000000002
181,512,warm,False,891745,0.076115,942683.0,898000,8.725000000000001
182,512,warm,False,982186,0.10205399999999999,1035267.0,988000,9.650000000000002
183,512,warm,False,1120930,0.08148,1201271.0,1160000,11.500000000000002
184,512,warm,False,1044582,0.088537,1104554.0,1050000,10.575000000000003
