,memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used,cost
0,Dynamic,burst,False,522568,0.232408,9349720.0,8512160,,31.020625000000003
1,Dynamic,burst,False,574725,0.22936900000000002,17259079.0,8348943,,31.020625000000003
2,Dynamic,burst,False,607641,0.24627600000000002,5773500.0,2513503,,31.020625000000003
3,Dynamic,burst,False,610266,0.235875,47767330.0,38880879,,31.020625000000003
4,Dynamic,burst,True,1865723,0.29484499999999997,4243994.0,1957425,,31.020625000000003
5,Dynamic,burst,False,525452,0.252164,27386083.0,26306120,,31.020625000000003
6,Dynamic,burst,False,1577431,0.271644,33263369.0,32371827,,31.020625000000003
7,Dynamic,burst,False,2581269,0.27497699999999997,37366181.0,36535308,,31.020625000000003
8,Dynamic,burst,False,626594,0.306292,44840979.0,43913017,,31.020625000000003
9,Dynamic,burst,False,1475046,0.250713,43213927.0,42077708,,31.020625000000003
10,Dynamic,burst,False,587258,0.20451,14213112.0,5411749,,31.020625000000003
11,Dynamic,burst,False,569990,0.260945,7693819.0,3532004,,31.020625000000003
12,Dynamic,burst,False,511610,0.256808,40253653.0,39109935,,31.020625000000003
13,Dynamic,burst,False,534526,0.292002,8894323.0,8390484,,31.020625000000003
14,Dynamic,burst,False,503058,0.24637399999999998,26363662.0,25311823,,31.020625000000003
15,Dynamic,burst,False,1531793,0.310068,32647649.0,31756801,,31.020625000000003
16,Dynamic,burst,False,2541081,0.299371,27554362.0,26402939,,31.020625000000003
17,Dynamic,burst,False,1509300,0.260905,47846879.0,46540722,,31.020625000000003
18,Dynamic,burst,False,1551568,0.306262,41295718.0,40399256,,31.020625000000003
19,Dynamic,burst,False,531545,0.29777,12382888.0,11644073,,31.020625000000003
20,Dynamic,burst,False,2370604,0.23501599999999997,36708641.0,27853613,,31.020625000000003
21,Dynamic,burst,False,790013,0.295742,12589715.0,11873729,,31.020625000000003
22,Dynamic,burst,False,502583,0.241044,12816391.0,12140175,,31.020625000000003
23,Dynamic,burst,False,530626,0.278871,5264613.0,3009165,,31.020625000000003
24,Dynamic,burst,False,558873,0.262233,10987062.0,2351994,,31.020625000000003
25,Dynamic,burst,False,926695,0.278184,7271488.0,6678123,,31.020625000000003
26,Dynamic,burst,False,552151,0.307504,17297939.0,16640841,,31.020625000000003
27,Dynamic,burst,False,590611,0.282471,6658046.0,3916921,,31.020625000000003
28,Dynamic,burst,False,1421484,0.308969,6638587.0,6152453,,31.020625000000003
29,Dynamic,burst,False,631860,0.26209299999999996,16611529.0,7791139,,31.020625000000003
30,Dynamic,burst,False,514175,0.29935500000000004,11155006.0,10582812,,31.020625000000003
31,Dynamic,burst,False,482143,0.295396,14505813.0,13887276,,31.020625000000003
32,Dynamic,burst,False,546815,0.245614,46527985.0,37661992,,31.020625000000003
33,Dynamic,burst,False,6753200,0.31288499999999997,26103329.0,25199822,,31.020625000000003
34,Dynamic,burst,False,1591231,0.26040100000000005,45772957.0,44770493,,31.020625000000003
35,Dynamic,burst,False,519690,0.28,5697003.0,3548841,,31.020625000000003
36,Dynamic,burst,False,1046009,0.261531,4423580.0,4069645,,31.020625000000003
37,Dynamic,burst,False,520527,0.27723600000000004,4611773.0,4167637,,31.020625000000003
38,Dynamic,burst,False,648883,0.309542,7244809.0,6794843,,31.020625000000003
39,Dynamic,burst,False,540270,0.303294,19342344.0,18473059,,31.020625000000003
40,Dynamic,burst,False,545707,0.218683,53189282.0,51811977,,31.020625000000003
41,Dynamic,burst,False,2634359,0.290186,35311532.0,34380721,,31.020625000000003
42,Dynamic,burst,False,547673,0.297451,8448627.0,7856390,,31.020625000000003
43,Dynamic,burst,False,539796,0.282179,7680646.0,7210882,,31.020625000000003
44,Dynamic,burst,False,605619,0.2457,12326122.0,3641435,,31.020625000000003
45,Dynamic,burst,False,668010,0.213774,5426631.0,2667715,,31.020625000000003
46,Dynamic,burst,False,598607,0.246283,5158391.0,1903925,,31.020625000000003
47,Dynamic,burst,False,516325,0.294926,14908248.0,14079976,,31.020625000000003
48,Dynamic,burst,False,528823,0.263369,17319066.0,16436020,,31.020625000000003
49,Dynamic,burst,True,2832284,0.27066799999999996,7259629.0,2971519,,31.020625000000003
50,Dynamic,burst,False,1475528,0.289202,44764735.0,43547747,,31.020625000000003
51,Dynamic,burst,False,507597,0.24811,15463674.0,14849347,,31.020625000000003
52,Dynamic,burst,False,2589077,0.297971,32468973.0,31459598,,31.020625000000003
53,Dynamic,burst,False,514507,0.31813800000000003,18341670.0,17247798,,31.020625000000003
54,Dynamic,burst,False,484768,0.270242,5269796.0,4663088,,31.020625000000003
55,Dynamic,burst,False,1097647,0.281489,25314388.0,24292340,,31.020625000000003
56,Dynamic,burst,False,554085,0.275134,10456767.0,1820143,,31.020625000000003
57,Dynamic,burst,False,522845,0.285537,18229110.0,9516341,,31.020625000000003
58,Dynamic,burst,False,652083,0.28344899999999995,3891823.0,695382,,31.020625000000003
59,Dynamic,burst,False,553426,0.2777,15044469.0,14340311,,31.020625000000003
60,Dynamic,burst,False,1530940,0.333868,34104033.0,32950851,,31.020625000000003
61,Dynamic,burst,False,575885,0.293038,40111155.0,39253545,,31.020625000000003
62,Dynamic,burst,False,7275078,0.240279,35155532.0,34052229,,31.020625000000003
63,Dynamic,burst,False,774098,0.22955599999999998,19101003.0,10312863,,31.020625000000003
64,Dynamic,burst,False,523019,0.29992199999999997,14214656.0,13407097,,31.020625000000003
65,Dynamic,burst,False,553149,0.260909,11177319.0,10553118,,31.020625000000003
66,Dynamic,burst,False,510133,0.23749,26976824.0,25784832,,31.020625000000003
67,Dynamic,burst,False,1556082,0.22054,49506248.0,48052435,,31.020625000000003
68,Dynamic,burst,False,563106,0.290896,17922447.0,17247855,,31.020625000000003
69,Dynamic,burst,False,2546872,0.22275799999999998,39470133.0,38166524,,31.020625000000003
70,Dynamic,burst,False,1614617,0.282893,46594013.0,45541324,,31.020625000000003
71,Dynamic,burst,False,1556525,0.37088699999999997,37547067.0,36402840,,31.020625000000003
72,Dynamic,burst,False,501691,0.275214,39846697.0,38862003,,31.020625000000003
73,Dynamic,burst,False,6636916,0.281883,24905934.0,23860453,,31.020625000000003
74,Dynamic,burst,False,1567725,0.35156,42467863.0,41310582,,31.020625000000003
75,Dynamic,burst,False,567222,0.279457,7910047.0,7264419,,31.020625000000003
76,Dynamic,burst,False,541505,0.249809,32598296.0,23808714,,31.020625000000003
77,Dynamic,burst,False,2313018,0.34687199999999996,39763539.0,38730463,,31.020625000000003
78,Dynamic,burst,False,575601,0.284474,4075364.0,3671256,,31.020625000000003
79,Dynamic,burst,False,527633,0.298795,35725884.0,34888901,,31.020625000000003
80,Dynamic,burst,False,1614613,0.280618,45382924.0,36586311,,31.020625000000003
81,Dynamic,burst,False,533535,0.292525,9579364.0,8920798,,31.020625000000003
82,Dynamic,burst,False,546153,0.282528,20277481.0,11375047,,31.020625000000003
83,Dynamic,burst,False,493337,0.3193,17319288.0,16286301,,31.020625000000003
84,Dynamic,burst,False,1515176,0.284244,42304914.0,41344527,,31.020625000000003
85,Dynamic,burst,False,484142,0.26929000000000003,14673811.0,13835029,,31.020625000000003
86,Dynamic,burst,False,554548,0.265669,22441941.0,21506070,,31.020625000000003
87,Dynamic,burst,False,529906,0.344049,4201330.0,3237071,,31.020625000000003
88,Dynamic,burst,False,573462,0.25185799999999997,13236164.0,12353251,,31.020625000000003
89,Dynamic,burst,False,526475,0.28832199999999997,18317637.0,17387819,,31.020625000000003
90,Dynamic,burst,False,527665,0.296973,12404613.0,11533214,,31.020625000000003
91,Dynamic,burst,False,535469,0.275202,6045221.0,3323073,,31.020625000000003
92,Dynamic,burst,False,619791,0.269964,3596214.0,3132519,,31.020625000000003
93,Dynamic,burst,False,525236,0.294731,11175662.0,10468503,,31.020625000000003
94,Dynamic,burst,False,488262,0.288193,4716163.0,4216686,,31.020625000000003
95,Dynamic,burst,False,539359,0.31454099999999996,6475841.0,5686903,,31.020625000000003
96,Dynamic,burst,False,663359,0.26571999999999996,14354112.0,13787517,,31.020625000000003
97,Dynamic,burst,False,547374,0.283565,13404523.0,12675579,,31.020625000000003
98,Dynamic,burst,False,632634,0.26413400000000004,7685640.0,4565853,,31.020625000000003
99,Dynamic,burst,False,550599,0.258894,8278991.0,7754276,,31.020625000000003
100,Dynamic,burst,False,2632677,0.290742,32149458.0,23273246,,31.020625000000003
101,Dynamic,burst,False,5541516,0.25732,21182200.0,20355190,,31.020625000000003
102,Dynamic,burst,False,656359,0.24455300000000002,9277195.0,689686,,31.020625000000003
103,Dynamic,burst,False,677774,0.23427699999999999,11724490.0,3030538,,31.020625000000003
104,Dynamic,burst,False,503721,0.29531399999999997,14454316.0,13575732,,31.020625000000003
105,Dynamic,burst,False,680325,0.293624,7150582.0,4601621,,31.020625000000003
106,Dynamic,burst,False,530473,0.28433800000000004,7314990.0,6716015,,31.020625000000003
107,Dynamic,burst,False,679526,0.297043,18510914.0,17851282,,31.020625000000003
108,Dynamic,burst,False,543453,0.22821999999999998,39254507.0,30480587,,31.020625000000003
109,Dynamic,burst,False,498896,0.263793,51335710.0,50021436,,31.020625000000003
110,Dynamic,burst,False,1484564,0.305944,42759258.0,41881141,,31.020625000000003
111,Dynamic,burst,False,645589,0.301442,9140487.0,8424208,,31.020625000000003
112,Dynamic,burst,False,593299,0.270876,9514224.0,8906163,,31.020625000000003
113,Dynamic,burst,False,6666799,0.25056,26862965.0,18047928,,31.020625000000003
114,Dynamic,burst,False,510977,0.250692,12014380.0,11257589,,31.020625000000003
115,Dynamic,burst,False,521373,0.248506,37991930.0,37039877,,31.020625000000003
116,Dynamic,burst,False,638457,0.254745,6259543.0,3140029,,31.020625000000003
117,Dynamic,burst,False,3820605,0.218255,7541729.0,6870723,,31.020625000000003
