,memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used,cost
0,512,cold,True,18705790,0.6248229999999999,20118125.0,18724700,512.0,156.898
1,512,cold,True,19363628,0.443316,20581132.0,19367460,512.0,161.899
2,512,cold,True,19561103,0.43527200000000005,21865176.0,19564080,512.0,163.566
3,512,cold,True,19591778,0.42507799999999996,20404357.0,19609370,512.0,164.3995
4,512,cold,True,19836896,0.6523800000000001,20696667.0,19839980,512.0,166.0665
5,512,cold,True,19627324,0.429384,20434915.0,19631070,512.0,164.3995
6,512,cold,True,16869382,0.428571,24008726.0,16878500,424.0,141.0615
7,512,cold,True,16582952,0.43491899999999994,23951993.0,16611540,423.0,139.3945
8,512,cold,True,18462659,0.6239939999999999,19357010.0,18479530,512.0,154.3975
9,512,cold,True,18867249,0.6532789999999999,19662656.0,18881600,512.0,157.7315
10,512,cold,True,16524495,0.44588900000000004,23744869.0,16543960,407.0,138.561
11,512,cold,True,20160241,0.397067,20992636.0,20162970,512.0,168.567
12,512,cold,True,19101362,0.6007060000000001,19985468.0,19103800,512.0,160.232
13,512,cold,True,19597429,0.620437,20598581.0,19616230,512.0,164.3995
14,512,cold,True,19065600,0.631089,20191636.0,19068790,512.0,159.3985
15,512,cold,True,18716804,0.425071,19427801.0,18719650,512.0,156.898
16,512,cold,True,19783862,0.43992,20550775.0,19786430,512.0,165.233
17,512,cold,True,20562686,0.45270600000000005,21509820.0,20569960,512.0,171.901
18,512,cold,True,16448561,0.406915,23759438.0,16471650,426.0,137.7275
19,512,cold,True,16642979,0.41257299999999997,24108220.0,16653110,415.0,139.3945
20,512,cold,True,19457502,0.422386,20384286.0,19463320,512.0,162.73250000000002
21,512,cold,True,19483306,0.413583,20342505.0,19500390,512.0,163.566
22,512,cold,True,19946700,0.423217,20763072.0,19949900,512.0,166.9
23,512,cold,True,16768941,0.45736499999999997,23936260.0,16792600,409.0,140.228
24,512,cold,True,16345933,0.45313000000000003,23587363.0,16354130,424.0,136.89399999999998
25,512,cold,True,18687373,0.377125,19419500.0,18690100,512.0,156.0645
26,512,cold,True,16676698,0.400719,23884730.0,16685220,433.0,139.3945
27,512,cold,True,19576648,0.44345500000000004,20443509.0,19579110,512.0,163.566
28,512,cold,True,18724824,0.444168,19564594.0,18727220,512.0,156.898
29,512,cold,True,16531639,0.376256,23866609.0,16538790,411.0,138.561
30,512,cold,True,18650176,0.38908000000000004,19382800.0,18653510,512.0,156.0645
31,512,cold,True,16555939,0.395416,23850825.0,16565020,420.0,138.561
32,512,cold,True,18981568,0.6462439999999999,20279297.0,18993720,512.0,158.565
33,512,cold,True,18133815,0.603445,19572274.0,18153090,512.0,151.897
34,512,cold,True,16513937,0.433971,24001605.0,16531800,421.0,138.561
35,512,cold,True,19918278,0.45036899999999996,20885377.0,19921610,512.0,166.9
36,512,cold,True,16463576,0.420231,24247171.0,16487320,428.0,137.7275
37,512,cold,True,18912591,0.379779,20201922.0,18915510,512.0,158.565
38,512,cold,True,16912559,0.469546,24260422.0,16939460,424.0,141.895
39,512,cold,True,19858821,0.364684,20628774.0,19878450,512.0,166.0665
40,512,cold,True,18780799,0.422754,23137603.0,18784240,512.0,156.898
41,512,cold,True,19763612,0.65756,20741341.0,19784560,512.0,165.233
42,512,cold,True,15133130,0.416491,21973771.0,15152490,415.0,126.89200000000001
43,512,cold,True,19049108,0.612057,19777219.0,19051690,512.0,159.3985
44,512,cold,True,20061311,0.657844,20868928.0,20075620,512.0,167.7335
45,512,cold,True,20385923,0.41469399999999995,21418864.0,20401220,512.0,171.0675
46,512,cold,True,20024812,0.435899,20877202.0,20044210,512.0,167.7335
47,512,cold,True,16685706,0.440129,24049527.0,16692650,425.0,139.3945
48,512,cold,True,16361080,0.420166,24834761.0,16380300,422.0,136.89399999999998
49,512,cold,True,20047796,0.465183,20919846.0,20050690,512.0,167.7335
50,512,cold,True,17749753,0.401399,18732162.0,17752310,512.0,148.563
51,512,cold,True,20291559,0.40181300000000003,21508143.0,20309840,512.0,170.234
52,512,cold,True,18789608,0.453454,20178174.0,18792240,512.0,156.898
