id,client_send,client_rcv
1,1597936868.548749,1597936868.685387
2,1597936868.68548,1597936868.821241
3,1597936868.821333,1597936868.958901
4,1597936868.958998,1597936869.095774
5,1597936869.095865,1597936869.232622
6,1597936869.232713,1597936869.369383
7,1597936869.369476,1597936869.504594
8,1597936869.504685,1597936869.639764
9,1597936869.639854,1597936869.776623
10,1597936869.776719,1597936869.914364
11,1597936869.914461,1597936870.049363
12,1597936870.049451,1597936870.184437
13,1597936870.184527,1597936870.321386
14,1597936870.321484,1597936870.458934
15,1597936870.459029,1597936870.594257
16,1597936870.594345,1597936870.731634
17,1597936870.731737,1597936870.869309
18,1597936870.869403,1597936871.00693
19,1597936871.007021,1597936871.144661
20,1597936871.14475,1597936871.281324
21,1597936871.281411,1597936871.418934
22,1597936871.419027,1597936871.55416
23,1597936871.554266,1597936871.691763
24,1597936871.691856,1597936871.828504
25,1597936871.828597,1597936871.96372
26,1597936871.963812,1597936872.100524
27,1597936872.100619,1597936872.241387
28,1597936872.241483,1597936872.379058
29,1597936872.379152,1597936872.515169
30,1597936872.515263,1597936872.652524
31,1597936872.652612,1597936872.789341
