id,server_rcv,server_send
1,1597937010.711013,1597937010.71103
2,1597937010.827457,1597937010.827474
3,1597937010.944693,1597937010.944702
4,1597937011.06082,1597937011.060828
5,1597937011.180282,1597937011.1803
6,1597937011.298623,1597937011.298644
7,1597937011.41658,1597937011.416594
8,1597937011.533287,1597937011.533303
9,1597937011.650405,1597937011.650423
10,1597937011.768676,1597937011.768693
11,1597937011.901782,1597937011.901791
12,1597937012.021979,1597937012.021985
13,1597937012.141514,1597937012.141521
14,1597937012.258157,1597937012.258174
15,1597937012.375746,1597937012.375761
16,1597937012.494923,1597937012.494934
17,1597937012.629285,1597937012.629303
18,1597937012.747641,1597937012.747658
19,1597937012.864409,1597937012.864426
20,1597937012.982652,1597937012.982669
21,1597937013.102348,1597937013.102355
22,1597937013.219985,1597937013.220001
23,1597937013.338692,1597937013.338708
24,1597937013.455813,1597937013.455821
25,1597937013.57213,1597937013.57215
26,1597937013.692113,1597937013.692122
27,1597937013.810812,1597937013.810829
28,1597937013.928213,1597937013.928227
29,1597937014.047292,1597937014.0473
30,1597937014.165896,1597937014.165912
31,1597937014.284647,1597937014.284665
32,1597937014.40099,1597937014.400997
33,1597937014.518818,1597937014.518833
