id,server_rcv,server_send
1,1597936302.376132,1597936302.37614
2,1597936302.504102,1597936302.504121
3,1597936302.632344,1597936302.632361
4,1597936302.762352,1597936302.762371
5,1597936302.889104,1597936302.889123
6,1597936303.016033,1597936303.016052
7,1597936303.142432,1597936303.142442
8,1597936303.270701,1597936303.270719
9,1597936303.398699,1597936303.39871
10,1597936303.527141,1597936303.527159
11,1597936303.654793,1597936303.654811
12,1597936303.781787,1597936303.781805
13,1597936303.912483,1597936303.912501
14,1597936304.03988,1597936304.039894
15,1597936304.168225,1597936304.168242
16,1597936304.30139,1597936304.301408
17,1597936304.430368,1597936304.430386
18,1597936304.558932,1597936304.55895
19,1597936304.687928,1597936304.687946
20,1597936304.813671,1597936304.813693
21,1597936304.940669,1597936304.940687
22,1597936305.069551,1597936305.069561
23,1597936305.199048,1597936305.199068
24,1597936305.326128,1597936305.326152
25,1597936305.454479,1597936305.454498
26,1597936305.582634,1597936305.582653
27,1597936305.711483,1597936305.711502
28,1597936305.83868,1597936305.838688
29,1597936305.967413,1597936305.967431
30,1597936306.094464,1597936306.094481
31,1597936306.221064,1597936306.221084
32,1597936306.348553,1597936306.348569
33,1597936306.475245,1597936306.475264
34,1597936306.603855,1597936306.603862
35,1597936306.72946,1597936306.729469
36,1597936306.857637,1597936306.857649
37,1597936306.984198,1597936306.984214
38,1597936307.110591,1597936307.1106
39,1597936307.238495,1597936307.238513
40,1597936307.36676,1597936307.366768
41,1597936307.494815,1597936307.494831
42,1597936307.622879,1597936307.622897
43,1597936307.75005,1597936307.750069
44,1597936307.876705,1597936307.876715
45,1597936308.002343,1597936308.00236
46,1597936308.12858,1597936308.128587
47,1597936308.254576,1597936308.254592
48,1597936308.381727,1597936308.381735
49,1597936308.510413,1597936308.51043
50,1597936308.639524,1597936308.63954
51,1597936308.76753,1597936308.767548
52,1597936308.896084,1597936308.896101
53,1597936309.02191,1597936309.021929
54,1597936309.149507,1597936309.149517
