id,client_send,client_rcv
1,1597936319.81306,1597936319.940955
2,1597936319.94104,1597936320.067299
3,1597936320.06739,1597936320.194618
4,1597936320.194704,1597936320.322676
5,1597936320.322771,1597936320.450703
6,1597936320.450795,1597936320.579278
7,1597936320.57937,1597936320.707243
8,1597936320.70734,1597936320.836389
9,1597936320.836483,1597936320.966503
10,1597936320.966604,1597936321.093816
11,1597936321.093909,1597936321.221057
12,1597936321.221149,1597936321.350068
13,1597936321.35016,1597936321.478584
14,1597936321.478833,1597936321.606561
15,1597936321.606982,1597936321.733058
16,1597936321.733147,1597936321.859442
17,1597936321.859532,1597936321.993006
18,1597936321.9931,1597936322.118615
19,1597936322.118711,1597936322.246024
20,1597936322.246122,1597936322.372419
21,1597936322.372513,1597936322.501866
22,1597936322.501963,1597936322.630547
23,1597936322.630933,1597936322.759628
24,1597936322.759718,1597936322.892202
25,1597936322.892298,1597936323.019459
26,1597936323.019554,1597936323.147451
27,1597936323.147551,1597936323.277938
28,1597936323.278034,1597936323.4042
29,1597936323.404294,1597936323.531447
30,1597936323.531542,1597936323.670574
31,1597936323.670667,1597936323.796357
32,1597936323.796445,1597936323.921811
33,1597936323.921902,1597936324.049304
34,1597936324.04942,1597936324.177147
35,1597936324.17724,1597936324.303388
36,1597936324.303481,1597936324.428958
37,1597936324.429056,1597936324.556218
38,1597936324.556312,1597936324.683011
39,1597936324.683106,1597936324.81225
40,1597936324.812567,1597936324.939433
41,1597936324.93953,1597936325.06777
42,1597936325.067866,1597936325.194564
43,1597936325.19466,1597936325.323412
44,1597936325.32351,1597936325.451128
45,1597936325.451222,1597936325.579411
46,1597936325.579505,1597936325.707388
47,1597936325.707482,1597936325.835426
48,1597936325.835524,1597936325.963276
49,1597936325.96337,1597936326.092178
50,1597936326.092268,1597936326.217849
51,1597936326.217945,1597936326.347421
52,1597936326.347548,1597936326.47373
