id,server_rcv,server_send
1,1597936464.936474,1597936464.936497
2,1597936465.073047,1597936465.073055
3,1597936465.210802,1597936465.210821
4,1597936465.347216,1597936465.347235
5,1597936465.487487,1597936465.487506
6,1597936465.626041,1597936465.626049
7,1597936465.762857,1597936465.762879
8,1597936465.901053,1597936465.901072
9,1597936466.039376,1597936466.039385
10,1597936466.191382,1597936466.191401
11,1597936466.329913,1597936466.329935
12,1597936466.467391,1597936466.467412
13,1597936466.604519,1597936466.604526
14,1597936466.739854,1597936466.739862
15,1597936466.876998,1597936466.877006
16,1597936467.014621,1597936467.014639
17,1597936467.151563,1597936467.151572
18,1597936467.289428,1597936467.28944
19,1597936467.426123,1597936467.426142
20,1597936467.562994,1597936467.563013
21,1597936467.70049,1597936467.70051
22,1597936467.83873,1597936467.838753
23,1597936467.976772,1597936467.976795
24,1597936468.112834,1597936468.112842
25,1597936468.248672,1597936468.248691
26,1597936468.386064,1597936468.386084
27,1597936468.522795,1597936468.522815
28,1597936468.660418,1597936468.660428
29,1597936468.797208,1597936468.797226
30,1597936468.93307,1597936468.933089
31,1597936469.073555,1597936469.073562
32,1597936469.209921,1597936469.209937
33,1597936469.346041,1597936469.346058
