id,client_send,client_rcv
1,1597936101.552903,1597936101.678403
2,1597936101.678493,1597936101.805802
3,1597936101.80589,1597936101.933614
4,1597936101.933707,1597936102.061605
5,1597936102.061695,1597936102.189612
6,1597936102.189703,1597936102.316838
7,1597936102.316929,1597936102.443327
8,1597936102.443426,1597936102.569752
9,1597936102.569844,1597936102.697781
10,1597936102.697872,1597936102.82648
11,1597936102.826572,1597936102.954404
12,1597936102.954497,1597936103.080926
13,1597936103.081018,1597936103.208986
14,1597936103.209076,1597936103.336908
15,1597936103.336999,1597936103.46413
16,1597936103.464223,1597936103.592844
17,1597936103.593131,1597936103.720049
18,1597936103.720143,1597936103.846503
19,1597936103.846593,1597936103.975201
20,1597936103.975294,1597936104.105659
21,1597936104.105751,1597936104.232865
