id,server_rcv,server_send
1,1597935996.572633,1597935996.572652
2,1597935996.6907,1597935996.690709
3,1597935996.809473,1597935996.809493
4,1597935996.931735,1597935996.931755
5,1597935997.052002,1597935997.05201
6,1597935997.169589,1597935997.169602
7,1597935997.289111,1597935997.289123
8,1597935997.405735,1597935997.405751
9,1597935997.523587,1597935997.523605
10,1597935997.640149,1597935997.640157
11,1597935997.758455,1597935997.758473
12,1597935997.880603,1597935997.880622
13,1597935997.997443,1597935997.997461
14,1597935998.116055,1597935998.116062
15,1597935998.234032,1597935998.234052
16,1597935998.3516,1597935998.351619
17,1597935998.470922,1597935998.470941
18,1597935998.588079,1597935998.588098
19,1597935998.707482,1597935998.7075
20,1597935998.826191,1597935998.82621
21,1597935998.944178,1597935998.944195
22,1597935999.061679,1597935999.061689
23,1597935999.179566,1597935999.179579
24,1597935999.298945,1597935999.298963
25,1597935999.416054,1597935999.416073
26,1597935999.534806,1597935999.534826
27,1597935999.653235,1597935999.653243
28,1597935999.771036,1597935999.771054
29,1597935999.889831,1597935999.889849
