id,client_send,client_rcv
1,1597935683.509423,1597935683.646155
2,1597935683.646248,1597935683.781973
3,1597935683.782061,1597935683.919799
4,1597935683.919892,1597935684.056567
5,1597935684.056663,1597935684.194157
6,1597935684.194248,1597935684.331895
7,1597935684.331988,1597935684.469946
8,1597935684.470037,1597935684.606118
9,1597935684.606211,1597935684.743692
10,1597935684.743779,1597935684.887193
11,1597935684.887286,1597935685.022959
12,1597935685.023049,1597935685.158998
13,1597935685.159087,1597935685.301355
14,1597935685.301447,1597935685.43992
15,1597935685.440009,1597935685.577177
16,1597935685.577278,1597935685.715921
17,1597935685.716016,1597935685.855572
18,1597935685.855663,1597935685.991919
19,1597935685.992006,1597935686.128549
20,1597935686.12864,1597935686.263752
21,1597935686.263845,1597935686.401256
22,1597935686.401345,1597935686.538128
23,1597935686.538222,1597935686.674953
24,1597935686.675047,1597935686.814545
25,1597935686.814635,1597935686.951654
26,1597935686.951751,1597935687.086993
27,1597935687.087085,1597935687.222957
28,1597935687.223079,1597935687.359309
29,1597935687.359396,1597935687.49564
30,1597935687.495737,1597935687.63727
31,1597935687.637367,1597935687.773299
32,1597935687.773392,1597935687.909475
33,1597935687.909576,1597935688.046029
34,1597935688.046121,1597935688.181244
35,1597935688.181335,1597935688.318848
36,1597935688.318985,1597935688.456504
37,1597935688.456596,1597935688.591918
38,1597935688.592013,1597935688.72845
39,1597935688.728543,1597935688.866063
40,1597935688.866158,1597935689.001258
41,1597935689.001352,1597935689.138826
42,1597935689.138919,1597935689.274957
43,1597935689.275048,1597935689.411679
44,1597935689.411775,1597935689.548443
45,1597935689.548531,1597935689.68442
46,1597935689.684513,1597935689.822285
47,1597935689.822378,1597935689.96532
48,1597935689.965412,1597935690.102021
49,1597935690.102112,1597935690.237374
50,1597935690.237466,1597935690.374008
51,1597935690.374102,1597935690.510131
52,1597935690.510227,1597935690.647901
53,1597935690.647991,1597935690.786071
54,1597935690.786161,1597935690.923032
55,1597935690.923121,1597935691.058865
56,1597935691.058981,1597935691.194045
57,1597935691.194138,1597935691.331761
58,1597935691.331853,1597935691.469275
59,1597935691.469365,1597935691.605294
60,1597935691.605389,1597935691.741351
61,1597935691.74144,1597935691.878044
62,1597935691.878138,1597935692.014985
63,1597935692.015073,1597935692.152444
64,1597935692.15254,1597935692.288582
65,1597935692.288678,1597935692.423735
66,1597935692.423826,1597935692.559831
67,1597935692.559927,1597935692.696425
68,1597935692.696516,1597935692.83424
69,1597935692.834333,1597935692.970912
70,1597935692.971025,1597935693.106937
71,1597935693.107029,1597935693.243843
72,1597935693.243935,1597935693.379821
73,1597935693.379914,1597935693.515865
74,1597935693.515967,1597935693.653446
75,1597935693.653537,1597935693.789468
76,1597935693.78956,1597935693.927122
77,1597935693.927236,1597935694.063052
78,1597935694.063168,1597935694.200677
79,1597935694.200767,1597935694.337586
80,1597935694.337705,1597935694.475425
81,1597935694.475515,1597935694.612715
82,1597935694.6128,1597935694.749684
83,1597935694.749782,1597935694.888108
84,1597935694.888201,1597935695.023952
85,1597935695.024042,1597935695.161386
