id,server_rcv,server_send
1,1597933579.593923,1597933579.593931
2,1597933579.736294,1597933579.736312
3,1597933579.877583,1597933579.877591
4,1597933580.01994,1597933580.01996
5,1597933580.161087,1597933580.161105
6,1597933580.303001,1597933580.303019
7,1597933580.44432,1597933580.444339
8,1597933580.583891,1597933580.583909
9,1597933580.72586,1597933580.725878
10,1597933580.866003,1597933580.866011
