id,client_send,client_rcv
1,1597933710.19451,1597933710.342826
2,1597933710.342943,1597933710.491428
3,1597933710.491523,1597933710.641607
4,1597933710.641698,1597933710.788043
5,1597933710.788142,1597933710.939316
6,1597933710.939401,1597933711.085643
7,1597933711.085738,1597933711.232946
8,1597933711.233038,1597933711.379484
9,1597933711.379603,1597933711.5268
10,1597933711.526898,1597933711.67381
