id,server_rcv,server_send
1,1597933574.539686,1597933574.539693
2,1597933574.687315,1597933574.687333
3,1597933574.834225,1597933574.834234
4,1597933574.98937,1597933574.989391
5,1597933575.136872,1597933575.13688
6,1597933575.285467,1597933575.285486
7,1597933575.431803,1597933575.431821
8,1597933575.578848,1597933575.578866
9,1597933575.727309,1597933575.727328
10,1597933575.875163,1597933575.875182
11,1597933576.025018,1597933576.025036
12,1597933576.172542,1597933576.172558
13,1597933576.319503,1597933576.31952
14,1597933576.466889,1597933576.466907
15,1597933576.614731,1597933576.614749
16,1597933576.763923,1597933576.763941
