id,server_rcv,server_send
1,1597933778.086407,1597933778.086414
2,1597933778.22338,1597933778.223399
3,1597933778.360778,1597933778.360797
4,1597933778.499291,1597933778.499299
5,1597933778.636113,1597933778.636131
6,1597933778.775662,1597933778.77568
7,1597933778.915068,1597933778.915087
8,1597933779.053502,1597933779.05351
9,1597933779.193111,1597933779.19313
10,1597933779.330933,1597933779.33095
11,1597933779.474003,1597933779.474022
12,1597933779.615523,1597933779.615529
13,1597933779.759626,1597933779.759633
14,1597933779.898331,1597933779.898347
