id,server_rcv,server_send
1,1597933497.691495,1597933497.691513
2,1597933497.820419,1597933497.820438
3,1597933497.949977,1597933497.949984
4,1597933498.079697,1597933498.079704
5,1597933498.209772,1597933498.209789
6,1597933498.340147,1597933498.340165
7,1597933498.470565,1597933498.470584
8,1597933498.60073,1597933498.600749
9,1597933498.728991,1597933498.729009
10,1597933498.860311,1597933498.860329
11,1597933498.990777,1597933498.990795
12,1597933499.118441,1597933499.118469
13,1597933499.247102,1597933499.24712
14,1597933499.375197,1597933499.375203
