id,server_rcv,server_send
1,1597933609.514102,1597933609.514109
2,1597933609.651936,1597933609.651944
3,1597933609.79029,1597933609.790311
4,1597933609.929362,1597933609.92937
5,1597933610.066517,1597933610.066525
6,1597933610.205366,1597933610.205379
7,1597933610.342945,1597933610.342964
8,1597933610.482592,1597933610.48261
9,1597933610.620184,1597933610.620202
10,1597933610.758936,1597933610.758953
11,1597933610.898063,1597933610.898072
12,1597933611.035048,1597933611.035058
13,1597933611.174572,1597933611.174624
14,1597933611.313066,1597933611.313085
