id,server_rcv,server_send
1,1597933696.40378,1597933696.403799
2,1597933696.550506,1597933696.550524
3,1597933696.697578,1597933696.697602
4,1597933696.844201,1597933696.84422
5,1597933696.992776,1597933696.992795
6,1597933697.144946,1597933697.144953
7,1597933697.293522,1597933697.29354
8,1597933697.440744,1597933697.440762
9,1597933697.588082,1597933697.588101
10,1597933697.742089,1597933697.742107
11,1597933697.885222,1597933697.885241
12,1597933698.033724,1597933698.033737
13,1597933698.182829,1597933698.18284
14,1597933698.330216,1597933698.330235
15,1597933698.47792,1597933698.477939
16,1597933698.626118,1597933698.626128
17,1597933698.773357,1597933698.773376
18,1597933698.921592,1597933698.92161
19,1597933699.068455,1597933699.068463
20,1597933699.214926,1597933699.214938
