#Seconds from epoch.microseconds; Duration in miliseconds
Begin,End,Wallclock,User,Sys
1605559610.065862,1605559610.195030,0.127,0.107,0.020
1605559610.229329,1605559610.357234,0.126,0.120,0.005
1605559610.391637,1605559610.519473,0.126,0.101,0.024
1605559610.554440,1605559610.681446,0.125,0.115,0.009
1605559610.717034,1605559610.844794,0.125,0.113,0.012
1605559610.880811,1605559611.010251,0.127,0.110,0.017
1605559611.046500,1605559611.175595,0.127,0.103,0.023
1605559611.212337,1605559611.342241,0.128,0.111,0.016
1605559611.379350,1605559611.508993,0.127,0.111,0.016
1605559611.546566,1605559611.674681,0.126,0.098,0.027
1605559611.712638,1605559611.840511,0.126,0.092,0.033
1605559611.879169,1605559612.006576,0.125,0.109,0.015
1605559612.045627,1605559612.175191,0.127,0.102,0.025
1605559612.214181,1605559612.345365,0.129,0.113,0.016
1605559612.384828,1605559612.512745,0.126,0.108,0.018
1605559612.552914,1605559612.680908,0.126,0.108,0.017
1605559612.721163,1605559612.848842,0.125,0.112,0.013
1605559612.889514,1605559613.018862,0.127,0.106,0.021
1605559613.060206,1605559613.187980,0.125,0.109,0.016
1605559613.229539,1605559613.357190,0.125,0.105,0.020
1605559613.399608,1605559613.532323,0.130,0.109,0.021
1605559613.574910,1605559613.704847,0.128,0.112,0.016
1605559613.748406,1605559613.878527,0.128,0.103,0.024
1605559613.922163,1605559614.054663,0.130,0.106,0.024
1605559614.098685,1605559614.230477,0.129,0.101,0.028
1605559614.275158,1605559614.407913,0.130,0.110,0.020
1605559614.453543,1605559614.585267,0.129,0.117,0.012
1605559614.630481,1605559614.760548,0.128,0.112,0.016
1605559614.806608,1605559614.936006,0.127,0.103,0.023
1605559614.982579,1605559615.112857,0.128,0.128,0.000
1605559615.160225,1605559615.291589,0.129,0.124,0.004
1605559615.339027,1605559615.469699,0.128,0.108,0.020
1605559615.517544,1605559615.644764,0.125,0.105,0.020
1605559615.692468,1605559615.821286,0.126,0.113,0.014
1605559615.869659,1605559616.001208,0.129,0.120,0.009
1605559616.050165,1605559616.178908,0.126,0.107,0.019
1605559616.228405,1605559616.356473,0.126,0.120,0.005
1605559616.406248,1605559616.535274,0.127,0.115,0.012
1605559616.585841,1605559616.712968,0.125,0.109,0.016
1605559616.764260,1605559616.893910,0.127,0.115,0.012
1605559616.945361,1605559617.074383,0.127,0.107,0.019
1605559617.126195,1605559617.256007,0.128,0.110,0.016
1605559617.309290,1605559617.442049,0.130,0.108,0.020
1605559617.495153,1605559617.624760,0.127,0.115,0.012
